DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240901,010134.989393,010636.536326,301.546933,1112.33 um_pwv,1357.91 um_pwv,35.0,1.101 K,2.62332
20240901,010637.497549,011138.937755,301.440206,1114.75 um_pwv,1360.86 um_pwv,35.0,1.07 K,2.62904
20240901,011139.900126,011641.344743,301.444617,1108.63 um_pwv,1353.39 um_pwv,35.0,1.07 K,2.61457
20240901,011642.302873,012143.745606,301.442733,1108.05 um_pwv,1352.69 um_pwv,35.0,0.9698 K,2.61321
20240901,012144.708586,012646.151445,301.442859,1118.01 um_pwv,1364.83 um_pwv,35.0,0.9687 K,2.63673
20240901,012647.108584,013148.555335,301.446751,1118.88 um_pwv,1365.9 um_pwv,35.0,1.051 K,2.63878
20240901,013149.514940,013650.957911,301.442971,1115.66 um_pwv,1361.97 um_pwv,35.0,0.9719 K,2.63118
20240901,013651.915101,014153.360882,301.445781,1110.55 um_pwv,1355.73 um_pwv,35.0,0.9151 K,2.61910
20240901,014154.323604,014655.765264,301.44166,1116.19 um_pwv,1362.61 um_pwv,35.0,0.899 K,2.63242
20240901,014656.722156,015158.165963,301.443807,1117.12 um_pwv,1363.76 um_pwv,35.0,0.8738 K,2.63464
20240901,015159.129919,015634.648286,275.518367,1114.92 um_pwv,1361.06 um_pwv,35.0,0.9424 K,2.62943
20240901,020120.491409,020622.035482,301.544073,1115.11 um_pwv,1361.3 um_pwv,35.0,0.935 K,2.62988
20240901,020622.992191,021124.440261,301.44807,1121.47 um_pwv,1369.06 um_pwv,35.0,0.9118 K,2.64490
20240901,021125.398606,021626.839230,301.440624,1125.46 um_pwv,1373.93 um_pwv,35.0,0.9422 K,2.65434
20240901,021627.802484,022129.245462,301.442978,1125.04 um_pwv,1373.42 um_pwv,35.0,0.9783 K,2.65335
20240901,022130.204156,022631.645508,301.441352,1126.8 um_pwv,1375.56 um_pwv,35.0,0.9397 K,2.65749
20240901,022632.608196,023134.051894,301.443698,1130.64 um_pwv,1380.26 um_pwv,35.0,0.856 K,2.66658
20240901,023135.010906,023636.455798,301.444892,1127.88 um_pwv,1376.89 um_pwv,35.0,0.8344 K,2.66006
20240901,023637.414259,024138.856783,301.442524,1126.8 um_pwv,1375.56 um_pwv,35.0,0.809 K,2.65749
20240901,024139.819887,024641.259602,301.439715,1122.68 um_pwv,1370.54 um_pwv,35.0,0.8506 K,2.64778
20240901,024642.222324,025143.665888,301.443564,1124.9 um_pwv,1373.25 um_pwv,35.0,0.8492 K,2.65302
20240901,025144.625310,025620.147051,275.521741,1131.03 um_pwv,1380.74 um_pwv,35.0,0.8589 K,2.66751
20240901,030115.893701,030617.466307,301.572606,1135.77 um_pwv,1386.51 um_pwv,35.0,0.865 K,2.67869
20240901,030618.427568,031119.872148,301.44458,1138.46 um_pwv,1389.81 um_pwv,35.0,0.863 K,2.68506
20240901,031120.834635,031622.275470,301.440835,1130.67 um_pwv,1380.29 um_pwv,35.0,0.8013 K,2.66665
20240901,031623.232888,032124.679108,301.44622,1126.99 um_pwv,1375.8 um_pwv,35.0,0.8301 K,2.65795
20240901,032125.637458,032627.081885,301.444427,1128.83 um_pwv,1378.05 um_pwv,35.0,0.8159 K,2.66230
20240901,032628.039975,033129.484221,301.444246,1126.1 um_pwv,1374.72 um_pwv,35.0,0.7959 K,2.65586
20240901,033130.447535,033631.892147,301.444612,1128.33 um_pwv,1377.43 um_pwv,35.0,0.821 K,2.66111
20240901,033632.849645,034134.296050,301.446405,1122.91 um_pwv,1370.81 um_pwv,35.0,0.7769 K,2.64830
20240901,034135.252957,034636.694507,301.44155,1119.08 um_pwv,1366.15 um_pwv,35.0,0.7999 K,2.63927
20240901,034637.658731,035139.098577,301.439846,1123.71 um_pwv,1371.8 um_pwv,35.0,0.8266 K,2.65020
20240901,035140.061367,035615.583522,275.522155,1121.52 um_pwv,1369.12 um_pwv,35.0,0.7794 K,2.64503
20240901,050136.428291,050638.003126,301.574835,1073.47 um_pwv,1310.46 um_pwv,35.0,0.9519 K,2.53148
20240901,050638.963661,051140.406447,301.442786,1066.86 um_pwv,1302.39 um_pwv,35.0,0.9715 K,2.51586
20240901,051141.367496,051642.811966,301.44447,1066.15 um_pwv,1301.53 um_pwv,35.0,1.001 K,2.51419
20240901,051643.770754,052145.212636,301.441882,1056.24 um_pwv,1289.43 um_pwv,35.0,1.029 K,2.49077
20240901,052146.175106,052647.618135,301.443029,1043.72 um_pwv,1274.14 um_pwv,35.0,1.083 K,2.46118
20240901,052648.574727,053150.018160,301.443433,1034.54 um_pwv,1262.94 um_pwv,35.0,1.122 K,2.43950
20240901,053150.981856,053652.421179,301.439323,1023.79 um_pwv,1249.82 um_pwv,35.0,1.065 K,2.41410
20240901,053653.383560,054154.827433,301.443873,1032.75 um_pwv,1260.76 um_pwv,35.0,0.9818 K,2.43528
20240901,054155.789877,054657.229364,301.439487,1023.88 um_pwv,1249.93 um_pwv,35.0,1.022 K,2.41431
20240901,054658.192031,055159.634809,301.442778,1011.88 um_pwv,1235.27 um_pwv,35.0,1.081 K,2.38594
