DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240501,010135.903588,010637.450749,301.547161,577.007 um_pwv,704.396 um_pwv,35.0,3.986 K,1.35826
20240501,010638.406749,011139.850588,301.443839,579.316 um_pwv,707.214 um_pwv,35.0,3.989 K,1.36371
20240501,011140.813993,011642.258930,301.444937,581.459 um_pwv,709.83 um_pwv,35.0,3.959 K,1.36878
20240501,011643.216107,012144.659020,301.442913,587.209 um_pwv,716.85 um_pwv,35.0,3.939 K,1.38237
20240501,012145.622962,012647.066095,301.443133,591.553 um_pwv,722.153 um_pwv,35.0,3.918 K,1.39263
20240501,012648.023603,013149.467544,301.443941,594.756 um_pwv,726.063 um_pwv,35.0,3.955 K,1.40020
20240501,013150.427970,013651.870645,301.442675,597.342 um_pwv,729.22 um_pwv,35.0,3.931 K,1.40631
20240501,013652.835109,014154.273838,301.438729,597.798 um_pwv,729.777 um_pwv,35.0,3.905 K,1.40739
20240501,014155.237519,014656.678829,301.44131,596.003 um_pwv,727.586 um_pwv,35.0,3.991 K,1.40315
20240501,014657.641496,015159.083133,301.441637,593.653 um_pwv,724.717 um_pwv,35.0,3.973 K,1.39760
20240501,015200.042080,015635.565465,275.523385,589.08 um_pwv,719.133 um_pwv,35.0,3.914 K,1.38679
20240501,020135.709984,020637.253036,301.543052,586.761 um_pwv,716.303 um_pwv,35.0,4.01 K,1.38131
20240501,020638.215113,021139.656755,301.441642,587.789 um_pwv,717.557 um_pwv,35.0,3.918 K,1.38374
20240501,021140.620113,021642.061811,301.441698,589.733 um_pwv,719.931 um_pwv,35.0,3.87 K,1.38833
20240501,021643.020521,022144.468154,301.447633,590.053 um_pwv,720.322 um_pwv,35.0,3.854 K,1.38909
20240501,022145.425349,022646.869083,301.443734,589.036 um_pwv,719.08 um_pwv,35.0,3.853 K,1.38669
20240501,022647.828766,023149.272933,301.444167,588.597 um_pwv,718.544 um_pwv,35.0,3.915 K,1.38565
20240501,023150.235637,023651.680156,301.444519,587.542 um_pwv,717.257 um_pwv,35.0,3.909 K,1.38316
20240501,023652.637308,024154.081485,301.444177,586.197 um_pwv,715.614 um_pwv,35.0,3.905 K,1.37998
20240501,024155.045095,024656.485157,301.440062,585.374 um_pwv,714.609 um_pwv,35.0,3.915 K,1.37803
20240501,024657.448793,025158.890361,301.441568,584.304 um_pwv,713.303 um_pwv,35.0,3.942 K,1.37550
20240501,025159.848288,025635.371935,275.523647,583.458 um_pwv,712.27 um_pwv,35.0,3.889 K,1.37350
20240501,030136.524490,030638.068344,301.543854,584.091 um_pwv,713.043 um_pwv,35.0,3.939 K,1.37500
20240501,030639.030806,031140.473388,301.442582,584.224 um_pwv,713.206 um_pwv,35.0,3.937 K,1.37531
20240501,031141.432278,031642.875889,301.443611,583.702 um_pwv,712.569 um_pwv,35.0,3.928 K,1.37408
20240501,031643.835818,032145.281934,301.446116,584.797 um_pwv,713.905 um_pwv,35.0,3.939 K,1.37667
20240501,032146.240359,032647.684612,301.444253,585.908 um_pwv,715.261 um_pwv,35.0,3.907 K,1.37929
20240501,032648.644126,033150.088540,301.444414,586.648 um_pwv,716.165 um_pwv,35.0,3.933 K,1.38104
20240501,033151.047840,033652.495648,301.447808,588.321 um_pwv,718.208 um_pwv,35.0,3.921 K,1.38500
20240501,033653.453062,034154.895930,301.442868,589.675 um_pwv,719.86 um_pwv,35.0,3.927 K,1.38820
20240501,034155.856012,034657.301291,301.445279,590.213 um_pwv,720.517 um_pwv,35.0,3.932 K,1.38947
20240501,034658.259984,035159.706525,301.446541,588.612 um_pwv,718.562 um_pwv,35.0,3.927 K,1.38568
20240501,035200.664385,035636.187034,275.522649,586.775 um_pwv,716.32 um_pwv,35.0,3.947 K,1.38134
20240501,050136.331035,050637.877754,301.546719,586.063 um_pwv,715.451 um_pwv,35.0,3.735 K,1.37966
20240501,050638.838855,051140.281172,301.442317,587.528 um_pwv,717.239 um_pwv,35.0,3.791 K,1.38312
20240501,051141.242051,051642.684135,301.442084,589.138 um_pwv,719.204 um_pwv,35.0,3.815 K,1.38693
20240501,051643.646561,052145.091027,301.444466,589.443 um_pwv,719.577 um_pwv,35.0,3.774 K,1.38765
20240501,052146.048823,052647.492083,301.44326,587.658 um_pwv,717.398 um_pwv,35.0,3.72 K,1.38343
20240501,052648.454072,053149.897595,301.443523,584.235 um_pwv,713.219 um_pwv,35.0,3.776 K,1.37534
20240501,053150.856101,053652.298079,301.441978,583.515 um_pwv,712.341 um_pwv,35.0,3.764 K,1.37364
20240501,053653.259834,054154.706732,301.446898,585.255 um_pwv,714.464 um_pwv,35.0,3.821 K,1.37775
20240501,054155.662850,054657.108364,301.445514,587.34 um_pwv,717.009 um_pwv,35.0,3.777 K,1.38268
20240501,054658.065643,055159.513790,301.448147,588.818 um_pwv,718.814 um_pwv,35.0,3.813 K,1.38617
20240501,055200.470540,055635.992999,275.522459,587.423 um_pwv,717.111 um_pwv,35.0,3.795 K,1.38287
20240501,060136.184297,060637.730987,301.54669,586.515 um_pwv,716.002 um_pwv,35.0,3.85 K,1.38073
20240501,060638.691163,061140.138998,301.447835,585.59 um_pwv,714.874 um_pwv,35.0,3.805 K,1.37854
20240501,061141.094168,061642.540458,301.44629,585.201 um_pwv,714.398 um_pwv,35.0,3.826 K,1.37762
20240501,061643.498282,062144.944220,301.445938,584.995 um_pwv,714.147 um_pwv,35.0,3.859 K,1.37714
20240501,062145.902322,062647.348642,301.44632,584.451 um_pwv,713.483 um_pwv,35.0,3.854 K,1.37585
20240501,062648.307930,063149.752177,301.444247,583.918 um_pwv,712.832 um_pwv,35.0,3.91 K,1.37459
20240501,063150.710025,063652.153712,301.443687,584.465 um_pwv,713.501 um_pwv,35.0,3.886 K,1.37588
20240501,063653.116246,064154.557669,301.441423,584.091 um_pwv,713.043 um_pwv,35.0,3.902 K,1.37500
20240501,064155.519565,064656.963743,301.444178,584.005 um_pwv,712.938 um_pwv,35.0,3.899 K,1.37479
20240501,064657.920690,065159.365551,301.444861,583.688 um_pwv,712.551 um_pwv,35.0,3.882 K,1.37405
20240501,065200.327983,065635.847725,275.519742,584.494 um_pwv,713.536 um_pwv,35.0,3.884 K,1.37595
20240501,070136.012244,070637.587695,301.575451,581.548 um_pwv,709.939 um_pwv,35.0,3.894 K,1.36899
20240501,070638.542658,071139.988316,301.445658,580.717 um_pwv,708.925 um_pwv,35.0,3.889 K,1.36702
20240501,071140.949365,071642.394470,301.445105,579.93 um_pwv,707.964 um_pwv,35.0,3.863 K,1.36517
20240501,071643.350736,072144.796405,301.445669,579.559 um_pwv,707.511 um_pwv,35.0,3.801 K,1.36429
