DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20260209,210135.207777,210135.207777,0.0,798.667 um_pwv,974.992 um_pwv,35.0,2.06 K,1.88210
20260209,210136.268745,210136.268745,0.0,799.188 um_pwv,975.628 um_pwv,35.0,2.141 K,1.88334
20260209,210137.228186,210137.228186,0.0,802.873 um_pwv,980.127 um_pwv,35.0,2.165 K,1.89204
20260209,210138.187676,210138.187676,0.0,808.232 um_pwv,986.669 um_pwv,35.0,2.384 K,1.90471
20260209,210139.146867,210139.146867,0.0,809.809 um_pwv,988.595 um_pwv,35.0,2.405 K,1.90844
20260209,210140.105636,210140.105636,0.0,812.973 um_pwv,992.457 um_pwv,35.0,2.515 K,1.91591
20260209,210141.068419,210141.068419,0.0,813.435 um_pwv,993.02 um_pwv,35.0,2.459 K,1.91700
20260209,210142.028819,210142.028819,0.0,812.552 um_pwv,991.943 um_pwv,35.0,2.386 K,1.91492
20260209,210142.987642,210142.987642,0.0,813.808 um_pwv,993.476 um_pwv,35.0,2.338 K,1.91789
20260209,210143.946623,210143.946623,0.0,813.845 um_pwv,993.521 um_pwv,35.0,2.292 K,1.91797
20260209,210144.909101,210144.909101,0.0,812.724 um_pwv,992.153 um_pwv,35.0,2.169 K,1.91532
20260209,210145.867658,210145.867658,0.0,815.655 um_pwv,995.731 um_pwv,35.0,1.96 K,1.92225
20260209,210146.826002,210146.826002,0.0,816.302 um_pwv,996.521 um_pwv,35.0,1.924 K,1.92378
20260209,210147.788634,210147.788634,0.0,816.996 um_pwv,997.368 um_pwv,35.0,1.927 K,1.92542
20260209,210148.748289,210148.748289,0.0,818.57 um_pwv,999.29 um_pwv,35.0,1.872 K,1.92914
20260209,210149.706213,210149.706213,0.0,818.207 um_pwv,998.846 um_pwv,35.0,1.968 K,1.92828
20260209,210150.670837,210150.670837,0.0,821.018 um_pwv,1002.28 um_pwv,35.0,1.926 K,1.93493
20260209,210151.629975,210151.629975,0.0,822.499 um_pwv,1004.09 um_pwv,35.0,2.145 K,1.93842
20260209,210152.590270,210152.590270,0.0,822.864 um_pwv,1004.53 um_pwv,35.0,2.103 K,1.93929
20260209,210153.546823,210153.546823,0.0,825.416 um_pwv,1007.65 um_pwv,35.0,2.319 K,1.94532
20260209,210154.507274,210154.507274,0.0,826.12 um_pwv,1008.51 um_pwv,35.0,2.352 K,1.94698
20260209,210155.464844,210155.464844,0.0,823.027 um_pwv,1004.73 um_pwv,35.0,2.381 K,1.93967
20260209,210156.429353,210156.429353,0.0,822.734 um_pwv,1004.37 um_pwv,35.0,2.416 K,1.93898
20260209,210157.388518,210157.388518,0.0,822.133 um_pwv,1003.64 um_pwv,35.0,2.396 K,1.93756
20260209,210158.349102,210158.349102,0.0,815.755 um_pwv,995.853 um_pwv,35.0,2.291 K,1.92249
20260209,210159.307116,210159.307116,0.0,814.149 um_pwv,993.893 um_pwv,35.0,2.29 K,1.91869
20260209,210200.263680,210200.263680,0.0,807.933 um_pwv,986.304 um_pwv,35.0,2.147 K,1.90400
20260209,210201.230570,210201.230570,0.0,804.582 um_pwv,982.213 um_pwv,35.0,2.054 K,1.89608
20260209,210202.189086,210202.189086,0.0,800.42 um_pwv,977.132 um_pwv,35.0,1.992 K,1.88625
20260209,210203.145839,210203.145839,0.0,799.701 um_pwv,976.254 um_pwv,35.0,2.071 K,1.88455
20260209,210204.108008,210204.108008,0.0,799.484 um_pwv,975.989 um_pwv,35.0,1.98 K,1.88403
20260209,210205.068383,210205.068383,0.0,801.063 um_pwv,977.918 um_pwv,35.0,2.014 K,1.88777
20260209,210206.029282,210206.029282,0.0,802.242 um_pwv,979.357 um_pwv,35.0,2.09 K,1.89055
20260209,210206.990148,210206.990148,0.0,804.38 um_pwv,981.967 um_pwv,35.0,2.169 K,1.89561
20260209,210207.958509,210207.958509,0.0,808.451 um_pwv,986.937 um_pwv,35.0,2.323 K,1.90523
20260209,210208.909066,210208.909066,0.0,809.961 um_pwv,988.779 um_pwv,35.0,2.377 K,1.90879
20260209,210209.867103,210209.867103,0.0,812.32 um_pwv,991.66 um_pwv,35.0,2.487 K,1.91437
20260209,210210.827001,210210.827001,0.0,813.475 um_pwv,993.07 um_pwv,35.0,2.525 K,1.91710
20260209,210211.783998,210211.783998,0.0,814.54 um_pwv,994.369 um_pwv,35.0,2.43 K,1.91962
20260209,210212.751097,210212.751097,0.0,812.824 um_pwv,992.275 um_pwv,35.0,2.339 K,1.91556
20260209,210213.710365,210213.710365,0.0,813.062 um_pwv,992.565 um_pwv,35.0,2.217 K,1.91612
20260209,210214.670225,210214.670225,0.0,813.274 um_pwv,992.824 um_pwv,35.0,2.162 K,1.91662
20260209,210215.629541,210215.629541,0.0,814.821 um_pwv,994.713 um_pwv,35.0,2.039 K,1.92028
20260209,210216.588384,210216.588384,0.0,816.241 um_pwv,996.447 um_pwv,35.0,1.937 K,1.92364
20260209,210217.544852,210217.544852,0.0,816.967 um_pwv,997.333 um_pwv,35.0,1.904 K,1.92535
20260209,210218.507863,210218.507863,0.0,817.892 um_pwv,998.462 um_pwv,35.0,1.898 K,1.92754
20260209,210219.465421,210219.465421,0.0,819.731 um_pwv,1000.71 um_pwv,35.0,2.013 K,1.93188
20260209,210220.425991,210220.425991,0.0,820.807 um_pwv,1002.02 um_pwv,35.0,2.008 K,1.93443
20260209,210221.390828,210221.390828,0.0,824.572 um_pwv,1006.62 um_pwv,35.0,2.105 K,1.94332
20260209,210222.349952,210222.349952,0.0,824.979 um_pwv,1007.11 um_pwv,35.0,2.204 K,1.94429
20260209,210223.308356,210223.308356,0.0,825.244 um_pwv,1007.44 um_pwv,35.0,2.297 K,1.94491
20260209,210224.267905,210224.267905,0.0,826.916 um_pwv,1009.48 um_pwv,35.0,2.443 K,1.94886
20260209,210225.227013,210225.227013,0.0,823.677 um_pwv,1005.52 um_pwv,35.0,2.439 K,1.94121
20260209,210226.190739,210226.190739,0.0,823.006 um_pwv,1004.71 um_pwv,35.0,2.364 K,1.93962
20260209,210227.150893,210227.150893,0.0,821.476 um_pwv,1002.84 um_pwv,35.0,2.45 K,1.93601
20260209,210228.108067,210228.108067,0.0,815.727 um_pwv,995.818 um_pwv,35.0,2.322 K,1.92242
20260209,210229.065870,210229.065870,0.0,813.575 um_pwv,993.192 um_pwv,35.0,2.256 K,1.91734
20260209,210230.027546,210230.027546,0.0,809.059 um_pwv,987.678 um_pwv,35.0,2.237 K,1.90666
20260209,210230.988113,210230.988113,0.0,803.479 um_pwv,980.867 um_pwv,35.0,2.019 K,1.89348
20260209,210231.951990,210231.951990,0.0,800.036 um_pwv,976.664 um_pwv,35.0,1.959 K,1.88534
20260209,210232.908988,210232.908988,0.0,800.324 um_pwv,977.015 um_pwv,35.0,2.095 K,1.88602
20260209,210233.868355,210233.868355,0.0,801.371 um_pwv,978.294 um_pwv,35.0,2.064 K,1.88850
20260209,210234.827203,210234.827203,0.0,802.151 um_pwv,979.246 um_pwv,35.0,2.119 K,1.89034
20260209,210235.787259,210235.787259,0.0,804.749 um_pwv,982.417 um_pwv,35.0,2.107 K,1.89648
20260209,210236.745750,210236.745750,0.0,805.822 um_pwv,983.727 um_pwv,35.0,2.18 K,1.89901
20260209,210237.708700,210237.708700,0.0,808.332 um_pwv,986.791 um_pwv,35.0,2.438 K,1.90494
20260209,210238.666703,210238.666703,0.0,811.35 um_pwv,990.475 um_pwv,35.0,2.459 K,1.91208
20260209,210239.626321,210239.626321,0.0,813.154 um_pwv,992.677 um_pwv,35.0,2.523 K,1.91634
20260209,210240.586276,210240.586276,0.0,815.405 um_pwv,995.425 um_pwv,35.0,2.598 K,1.92166
20260209,210241.546600,210241.546600,0.0,813.917 um_pwv,993.609 um_pwv,35.0,2.391 K,1.91814
20260209,210242.505245,210242.505245,0.0,813.977 um_pwv,993.682 um_pwv,35.0,2.305 K,1.91829
20260209,210243.468301,210243.468301,0.0,814.861 um_pwv,994.762 um_pwv,35.0,2.285 K,1.92038
20260209,210244.429497,210244.429497,0.0,814.56 um_pwv,994.394 um_pwv,35.0,2.086 K,1.91966
20260209,210245.389416,210245.389416,0.0,816.049 um_pwv,996.212 um_pwv,35.0,1.999 K,1.92318
