DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20260209,010135.332105,010135.332105,0.0,1342.26 um_pwv,1638.6 um_pwv,35.0,2.253 K,3.16660
20260209,010136.393014,010136.393014,0.0,1344.07 um_pwv,1640.81 um_pwv,35.0,2.314 K,3.17087
20260209,010137.353178,010137.353178,0.0,1345.76 um_pwv,1642.88 um_pwv,35.0,2.363 K,3.17488
20260209,010138.312426,010138.312426,0.0,1349.21 um_pwv,1647.08 um_pwv,35.0,2.275 K,3.18302
20260209,010139.274201,010139.274201,0.0,1347.68 um_pwv,1645.21 um_pwv,35.0,2.314 K,3.17940
20260209,010140.232459,010140.232459,0.0,1352.63 um_pwv,1651.26 um_pwv,35.0,2.427 K,3.19110
20260209,010141.189418,010141.189418,0.0,1353.03 um_pwv,1651.75 um_pwv,35.0,2.212 K,3.19205
20260209,010142.153441,010142.153441,0.0,1352.92 um_pwv,1651.61 um_pwv,35.0,2.17 K,3.19177
20260209,010143.109410,010143.109410,0.0,1352.1 um_pwv,1650.61 um_pwv,35.0,2.353 K,3.18984
20260209,010144.071178,010144.071178,0.0,1354.09 um_pwv,1653.04 um_pwv,35.0,2.065 K,3.19454
20260209,010145.029768,010145.029768,0.0,1351.73 um_pwv,1650.16 um_pwv,35.0,1.992 K,3.18897
20260209,010145.991013,010145.991013,0.0,1352.6 um_pwv,1651.22 um_pwv,35.0,2.019 K,3.19102
20260209,010146.952269,010146.952269,0.0,1358.95 um_pwv,1658.97 um_pwv,35.0,1.665 K,3.20604
20260209,010147.910659,010147.910659,0.0,1363.08 um_pwv,1664.02 um_pwv,35.0,1.491 K,3.21580
20260209,010148.869381,010148.869381,0.0,1369.74 um_pwv,1672.14 um_pwv,35.0,1.535 K,3.23151
20260209,010149.830691,010149.830691,0.0,1372.79 um_pwv,1675.87 um_pwv,35.0,1.712 K,3.23873
20260209,010150.791554,010150.791554,0.0,1374.79 um_pwv,1678.31 um_pwv,35.0,1.435 K,3.24345
20260209,010151.751458,010151.751458,0.0,1373.35 um_pwv,1676.55 um_pwv,35.0,1.81 K,3.24004
20260209,010152.710976,010152.710976,0.0,1376.68 um_pwv,1680.61 um_pwv,35.0,1.954 K,3.24791
20260209,010153.671163,010153.671163,0.0,1374.08 um_pwv,1677.44 um_pwv,35.0,2.152 K,3.24177
20260209,010154.634329,010154.634329,0.0,1372.33 um_pwv,1675.3 um_pwv,35.0,2.386 K,3.23764
20260209,010155.592072,010155.592072,0.0,1371.65 um_pwv,1674.48 um_pwv,35.0,2.095 K,3.23604
20260209,010156.550736,010156.550736,0.0,1367.89 um_pwv,1669.89 um_pwv,35.0,2.285 K,3.22716
20260209,010157.512010,010157.512010,0.0,1365.17 um_pwv,1666.57 um_pwv,35.0,2.284 K,3.22074
20260209,010158.470945,010158.470945,0.0,1368.4 um_pwv,1670.51 um_pwv,35.0,2.152 K,3.22836
20260209,010159.433107,010159.433107,0.0,1359.94 um_pwv,1660.18 um_pwv,35.0,2.103 K,3.20837
20260209,010200.392306,010200.392306,0.0,1356.7 um_pwv,1656.23 um_pwv,35.0,2.037 K,3.20072
20260209,010201.353505,010201.353505,0.0,1359.12 um_pwv,1659.17 um_pwv,35.0,2.027 K,3.20642
20260209,010202.312917,010202.312917,0.0,1356.13 um_pwv,1655.53 um_pwv,35.0,1.9 K,3.19937
20260209,010203.270889,010203.270889,0.0,1350.37 um_pwv,1648.5 um_pwv,35.0,2.183 K,3.18577
