Time,AZ,Zen
2026-02-10 01:01:36.217888,2.625,35.0
2026-02-10 01:01:37.278200,14.25,35.0
2026-02-10 01:01:38.237630,25.95,35.0
2026-02-10 01:01:39.196451,37.575,35.0
2026-02-10 01:01:40.158276,49.275,35.0
2026-02-10 01:01:41.119696,60.975,35.0
2026-02-10 01:01:42.076916,72.675,35.0
2026-02-10 01:01:43.038246,84.375,35.0
2026-02-10 01:01:43.998134,96.075,35.0
2026-02-10 01:01:44.959877,107.775,35.0
2026-02-10 01:01:45.918267,119.475,35.0
2026-02-10 01:01:46.875705,131.1,35.0
2026-02-10 01:01:47.839725,142.8,35.0
2026-02-10 01:01:48.798083,154.575,35.0
2026-02-10 01:01:49.760140,166.275,35.0
2026-02-10 01:01:50.716682,177.9,35.0
2026-02-10 01:01:51.676859,189.525,35.0
2026-02-10 01:01:52.639917,201.225,35.0
2026-02-10 01:01:53.599666,212.925,35.0
2026-02-10 01:01:54.559498,224.625,35.0
2026-02-10 01:01:55.521184,236.25,35.0
2026-02-10 01:01:56.480165,247.95,35.0
2026-02-10 01:01:57.434743,259.65,35.0
2026-02-10 01:01:58.398607,271.425,35.0
2026-02-10 01:01:59.357099,283.125,35.0
2026-02-10 01:02:00.320115,294.825,35.0
2026-02-10 01:02:01.277747,306.525,35.0
2026-02-10 01:02:02.240504,318.15,35.0
2026-02-10 01:02:03.201291,329.85,35.0
2026-02-10 01:02:04.161170,341.625,35.0
2026-02-10 01:02:05.116891,353.25,35.0
2026-02-10 01:02:06.078537,364.95,35.0
2026-02-10 01:02:07.037291,376.65,35.0
2026-02-10 01:02:07.997081,388.35,35.0
2026-02-10 01:02:08.958326,400.05,35.0
2026-02-10 01:02:09.919827,411.75,35.0
2026-02-10 01:02:10.878298,423.45,35.0
2026-02-10 01:02:11.837385,435.15,35.0
2026-02-10 01:02:12.798875,446.85,35.0
2026-02-10 01:02:13.757097,458.55,35.0
2026-02-10 01:02:14.721516,470.25,35.0
2026-02-10 01:02:15.681033,481.95,35.0
2026-02-10 01:02:16.640250,493.65,35.0
2026-02-10 01:02:17.599290,505.35,35.0
2026-02-10 01:02:18.560660,517.05,35.0
2026-02-10 01:02:19.520200,528.675,35.0
2026-02-10 01:02:20.479167,540.45,35.0
2026-02-10 01:02:21.437239,552.15,35.0
2026-02-10 01:02:22.399305,563.85,35.0
2026-02-10 01:02:23.358594,575.55,35.0
2026-02-10 01:02:24.321083,587.175,35.0
2026-02-10 01:02:25.280625,598.95,35.0
2026-02-10 01:02:26.238469,610.65,35.0
2026-02-10 01:02:27.199607,622.35,35.0
2026-02-10 01:02:28.161038,633.975,35.0
2026-02-10 01:02:29.119206,645.75,35.0
2026-02-10 01:02:30.080222,657.45,35.0
2026-02-10 01:02:31.041912,669.15,35.0
2026-02-10 01:02:31.999867,680.85,35.0
2026-02-10 01:02:32.956964,692.475,35.0
2026-02-10 01:02:33.920251,704.175,35.0
2026-02-10 01:02:34.880548,715.8,35.0
2026-02-10 01:02:35.841430,727.575,35.0
2026-02-10 01:02:36.801338,739.2,35.0
2026-02-10 01:02:37.757323,750.9,35.0
2026-02-10 01:02:38.719308,762.6,35.0
2026-02-10 01:02:39.680642,774.225,35.0
2026-02-10 01:02:40.639166,785.925,35.0
2026-02-10 01:02:41.600417,797.55,35.0
2026-02-10 01:02:42.559125,809.325,35.0
2026-02-10 01:02:43.519570,821.025,35.0
2026-02-10 01:02:44.479454,832.725,35.0
2026-02-10 01:02:45.439499,844.425,35.0
2026-02-10 01:02:46.397901,856.05,35.0
2026-02-10 01:02:47.359945,867.75,35.0
2026-02-10 01:02:48.320526,879.45,35.0
2026-02-10 01:02:49.278665,891.15,35.0
2026-02-10 01:02:50.241934,902.85,35.0
2026-02-10 01:02:51.196103,914.475,35.0
2026-02-10 01:02:52.157494,926.175,35.0
2026-02-10 01:02:53.121565,937.875,35.0
2026-02-10 01:02:54.081245,949.575,35.0
2026-02-10 01:02:55.042118,961.275,35.0
2026-02-10 01:02:55.997843,972.975,35.0
2026-02-10 01:02:56.959884,984.675,35.0
2026-02-10 01:02:57.920848,996.3,35.0
2026-02-10 01:02:58.880376,1008.075,35.0
2026-02-10 01:02:59.840518,1019.7,35.0
2026-02-10 01:03:00.798985,1031.475,35.0
2026-02-10 01:03:01.759403,1043.25,35.0
2026-02-10 01:03:02.720651,1054.8,35.0
2026-02-10 01:03:03.681544,1066.575,35.0
2026-02-10 01:03:04.642428,1078.2,35.0
2026-02-10 01:03:05.599059,1089.9,35.0
2026-02-10 01:03:06.556014,1101.525,35.0
2026-02-10 01:03:07.520684,1113.3,35.0
2026-02-10 01:03:08.480110,1125.0,35.0
2026-02-10 01:03:09.442105,1136.625,35.0
2026-02-10 01:03:10.401574,1148.325,35.0
2026-02-10 01:03:11.357787,1159.95,35.0
2026-02-10 01:03:12.317881,1171.65,35.0
2026-02-10 01:03:13.280367,1183.35,35.0
2026-02-10 01:03:14.240816,1195.05,35.0
2026-02-10 01:03:15.202216,1206.675,35.0
2026-02-10 01:03:16.161864,1218.45,35.0
2026-02-10 01:03:17.122594,1230.075,35.0
2026-02-10 01:03:18.078114,1241.775,35.0
2026-02-10 01:03:19.038376,1253.475,35.0
2026-02-10 01:03:19.999639,1265.175,35.0
2026-02-10 01:03:20.959434,1276.875,35.0
2026-02-10 01:03:21.921243,1288.575,35.0
2026-02-10 01:03:22.878099,1300.2,35.0
2026-02-10 01:03:23.840682,1311.9,35.0
2026-02-10 01:03:24.801252,1323.6,35.0
2026-02-10 01:03:25.760544,1335.3,35.0
2026-02-10 01:03:26.723136,1346.925,35.0
2026-02-10 01:03:27.680602,1358.625,35.0
2026-02-10 01:03:28.637758,1370.25,35.0
2026-02-10 01:03:29.601211,1381.95,35.0
2026-02-10 01:03:30.561275,1393.65,35.0
2026-02-10 01:03:31.517753,1405.275,35.0
2026-02-10 01:03:32.481750,1416.975,35.0
2026-02-10 01:03:33.441049,1428.675,35.0
2026-02-10 01:03:34.401891,1440.375,35.0
2026-02-10 01:03:35.361945,1452.075,35.0
2026-02-10 01:03:36.317599,1463.7,35.0
2026-02-10 01:03:37.281935,1475.4,35.0
2026-02-10 01:03:38.241384,1487.175,35.0
2026-02-10 01:03:39.201195,1498.875,35.0
2026-02-10 01:03:40.161423,1510.575,35.0
2026-02-10 01:03:41.121218,1522.275,35.0
2026-02-10 01:03:42.081150,1533.9,35.0
2026-02-10 01:03:43.039803,1545.6,35.0
2026-02-10 01:03:43.999414,1557.3,35.0
2026-02-10 01:03:44.958870,1569.0,35.0
2026-02-10 01:03:45.919654,1580.7,35.0
2026-02-10 01:03:46.881047,1592.4,35.0
2026-02-10 01:03:47.842354,1604.025,35.0
2026-02-10 01:03:48.802383,1615.725,35.0
2026-02-10 01:03:49.759489,1627.425,35.0
2026-02-10 01:03:50.720428,1639.125,35.0
2026-02-10 01:03:51.681743,1650.825,35.0
2026-02-10 01:03:52.642630,1662.45,35.0
2026-02-10 01:03:53.603028,1674.15,35.0
2026-02-10 01:03:54.562073,1686.0,35.0
2026-02-10 01:03:55.521158,1697.55,35.0
2026-02-10 01:03:56.482964,1709.175,35.0
2026-02-10 01:03:57.443143,1720.875,35.0
2026-02-10 01:03:58.401297,1732.65,35.0
2026-02-10 01:03:59.360699,1744.35,35.0
2026-02-10 01:04:00.321198,1756.05,35.0
2026-02-10 01:04:01.282840,1767.675,35.0
2026-02-10 01:04:02.244692,1779.375,35.0
2026-02-10 01:04:03.200350,1791.075,35.0
2026-02-10 01:04:04.161160,1802.775,35.0
2026-02-10 01:04:05.122427,1814.4,35.0
2026-02-10 01:04:06.077812,1826.1,35.0
2026-02-10 01:04:07.040434,1837.8,35.0
2026-02-10 01:04:08.001481,1849.5,35.0
2026-02-10 01:04:08.961487,1861.2,35.0
2026-02-10 01:04:09.921982,1872.9,35.0
2026-02-10 01:04:10.880796,1884.6,35.0
2026-02-10 01:04:11.841213,1896.3,35.0
2026-02-10 01:04:12.800678,1908.0,35.0
2026-02-10 01:04:13.762501,1919.7,35.0
2026-02-10 01:04:14.723004,1931.325,35.0
2026-02-10 01:04:15.680461,1943.025,35.0
2026-02-10 01:04:16.641486,1954.725,35.0
2026-02-10 01:04:17.600086,1966.425,35.0
2026-02-10 01:04:18.560066,1978.125,35.0
2026-02-10 01:04:19.522007,1989.825,35.0
2026-02-10 01:04:20.482487,2001.525,35.0
2026-02-10 01:04:21.441512,2013.225,35.0
2026-02-10 01:04:22.401642,2024.85,35.0
2026-02-10 01:04:23.361634,2036.625,35.0
2026-02-10 01:04:24.321443,2048.325,35.0
2026-02-10 01:04:25.280714,2060.025,35.0
2026-02-10 01:04:26.240885,2071.725,35.0
2026-02-10 01:04:27.200280,2083.425,35.0
2026-02-10 01:04:28.158986,2095.125,35.0
2026-02-10 01:04:29.120774,2106.825,35.0
2026-02-10 01:04:30.079118,2118.525,35.0
2026-02-10 01:04:31.039682,2130.225,35.0
2026-02-10 01:04:31.998318,2141.925,35.0
2026-02-10 01:04:32.958861,2153.625,35.0
2026-02-10 01:04:33.919324,2165.325,35.0
2026-02-10 01:04:34.882933,2177.1,35.0
2026-02-10 01:04:35.841736,2188.725,35.0
2026-02-10 01:04:36.798090,2200.425,35.0
2026-02-10 01:04:37.762829,2212.2,35.0
2026-02-10 01:04:38.722111,2223.9,35.0
2026-02-10 01:04:39.682024,2235.6,35.0
2026-02-10 01:04:40.641733,2247.3,35.0
2026-02-10 01:04:41.601282,2259.0,35.0
2026-02-10 01:04:42.562826,2270.7,35.0
2026-02-10 01:04:43.520409,2282.4,35.0
2026-02-10 01:04:44.479858,2294.1,35.0
2026-02-10 01:04:45.442050,2305.8,35.0
2026-02-10 01:04:46.400810,2317.5,35.0
2026-02-10 01:04:47.360073,2329.2,35.0
2026-02-10 01:04:48.321868,2340.9,35.0
2026-02-10 01:04:49.281177,2352.6,35.0
2026-02-10 01:04:50.239100,2364.3,35.0
2026-02-10 01:04:51.204438,2376.0,35.0
2026-02-10 01:04:52.160097,2387.7,35.0
2026-02-10 01:04:53.121026,2399.4,35.0
2026-02-10 01:04:54.082100,2411.1,35.0
2026-02-10 01:04:55.041976,2422.8,35.0
2026-02-10 01:04:56.001165,2434.5,35.0
2026-02-10 01:04:56.960187,2446.2,35.0
2026-02-10 01:04:57.919239,2457.9,35.0
2026-02-10 01:04:58.883012,2469.675,35.0
2026-02-10 01:04:59.843940,2481.3,35.0
2026-02-10 01:05:00.799784,2493.0,35.0
2026-02-10 01:05:01.763774,2504.7,35.0
2026-02-10 01:05:02.723206,2516.475,35.0
2026-02-10 01:05:03.682924,2528.1,35.0
2026-02-10 01:05:04.643435,2539.8,35.0
2026-02-10 01:05:05.598604,2551.5,35.0
2026-02-10 01:05:06.560665,2563.2,35.0
2026-02-10 01:05:07.520571,2574.9,35.0
2026-02-10 01:05:08.479637,2586.6,35.0
2026-02-10 01:05:09.444033,2598.3,35.0
2026-02-10 01:05:10.399625,2610.0,35.0
2026-02-10 01:05:11.362019,2621.7,35.0
2026-02-10 01:05:12.324092,2633.325,35.0
2026-02-10 01:05:13.282330,2645.025,35.0
2026-02-10 01:05:14.243865,2656.65,35.0
2026-02-10 01:05:15.198953,2668.35,35.0
2026-02-10 01:05:16.160975,2680.05,35.0
2026-02-10 01:05:17.124022,2691.675,35.0
2026-02-10 01:05:18.082991,2703.3,35.0
2026-02-10 01:05:19.042430,2715.075,35.0
2026-02-10 01:05:20.001623,2726.775,35.0
2026-02-10 01:05:20.959407,2738.475,35.0
2026-02-10 01:05:21.923636,2750.1,35.0
2026-02-10 01:05:22.884030,2761.8,35.0
2026-02-10 01:05:23.841263,2773.5,35.0
2026-02-10 01:05:24.804614,2785.125,35.0
2026-02-10 01:05:25.760387,2796.825,35.0
2026-02-10 01:05:26.721202,2808.525,35.0
2026-02-10 01:05:27.679497,2820.225,35.0
2026-02-10 01:05:28.642302,2831.925,35.0
2026-02-10 01:05:29.604279,2843.55,35.0
2026-02-10 01:05:30.563162,2855.325,35.0
2026-02-10 01:05:31.523725,2867.025,35.0
2026-02-10 01:05:32.482781,2878.725,35.0
2026-02-10 01:05:33.440774,2890.425,35.0
2026-02-10 01:05:34.399197,2902.125,35.0
2026-02-10 01:05:35.359280,2913.825,35.0
2026-02-10 01:05:36.322302,2925.525,35.0
2026-02-10 01:05:37.283741,2937.15,35.0
2026-02-10 01:05:38.245247,2948.85,35.0
2026-02-10 01:05:39.200147,2960.55,35.0
2026-02-10 01:05:40.161518,2972.25,35.0
