DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240601,010135.595593,010637.141366,301.545773,238.084 um_pwv,290.647 um_pwv,35.0,4.502 K,0.557197
20240601,010638.102120,011139.544633,301.442513,242.489 um_pwv,296.024 um_pwv,35.0,4.506 K,0.567608
20240601,011140.505584,011641.945917,301.440333,241.35 um_pwv,294.634 um_pwv,35.0,4.57 K,0.564917
20240601,011642.907675,012144.351622,301.443947,239.629 um_pwv,292.533 um_pwv,35.0,4.584 K,0.560850
20240601,012145.312994,012646.756828,301.443834,241.48 um_pwv,294.793 um_pwv,35.0,4.598 K,0.565225
20240601,012647.718197,013149.161446,301.443249,244.998 um_pwv,299.087 um_pwv,35.0,4.613 K,0.573538
20240601,013150.118010,013651.563907,301.445897,246.515 um_pwv,300.94 um_pwv,35.0,4.58 K,0.577126
20240601,013652.525652,014153.964666,301.439014,245.888 um_pwv,300.174 um_pwv,35.0,4.643 K,0.575643
20240601,014154.927430,014656.368324,301.440894,247.97 um_pwv,302.715 um_pwv,35.0,4.687 K,0.580564
20240601,014657.330885,015158.776008,301.445123,250.807 um_pwv,306.178 um_pwv,35.0,4.766 K,0.587269
20240601,015159.733165,015635.257028,275.523863,252.559 um_pwv,308.318 um_pwv,35.0,4.696 K,0.591411
20240601,020136.406556,020637.951114,301.544558,259.209 um_pwv,316.436 um_pwv,35.0,4.896 K,0.607131
20240601,020638.912211,021140.354752,301.442541,266.037 um_pwv,324.771 um_pwv,35.0,5.243 K,0.623268
20240601,021141.317474,021642.758688,301.441214,273.797 um_pwv,334.244 um_pwv,35.0,5.348 K,0.641610
20240601,021643.720506,022145.162467,301.441961,282.256 um_pwv,344.571 um_pwv,35.0,5.372 K,0.661604
20240601,022146.124474,022647.566026,301.441552,280.516 um_pwv,342.446 um_pwv,35.0,5.297 K,0.657491
20240601,022648.528294,023149.972511,301.444217,282.81 um_pwv,345.248 um_pwv,35.0,5.214 K,0.662916
20240601,023150.934333,023652.374693,301.44036,335.232 um_pwv,409.243 um_pwv,35.0,6.046 K,0.786821
20240601,023653.336447,024154.781178,301.444731,349.639 um_pwv,426.83 um_pwv,35.0,6.334 K,0.820873
20240601,024155.737460,024657.180511,301.443051,356.478 um_pwv,435.179 um_pwv,35.0,6.48 K,0.837038
20240601,024658.142380,025159.585400,301.44302,359.435 um_pwv,438.789 um_pwv,35.0,6.382 K,0.844027
20240601,025200.544109,025636.066880,275.522771,364.849 um_pwv,445.398 um_pwv,35.0,6.432 K,0.856823
20240601,030136.213251,030637.755609,301.542358,367.478 um_pwv,448.608 um_pwv,35.0,6.417 K,0.863037
20240601,030638.715788,031140.163860,301.448072,366.107 um_pwv,446.934 um_pwv,35.0,6.31 K,0.859797
20240601,031141.119364,031642.566364,301.447,368.165 um_pwv,449.447 um_pwv,35.0,6.365 K,0.864662
