DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20241001,010136.049036,010637.620585,301.571549,480.316 um_pwv,586.357 um_pwv,35.0,3.52 K,1.12973
20241001,010638.582076,011140.021812,301.439736,483.604 um_pwv,590.371 um_pwv,35.0,3.494 K,1.13750
20241001,011140.984020,011642.427459,301.443439,482.022 um_pwv,588.441 um_pwv,35.0,3.442 K,1.13377
20241001,011643.384330,012144.832284,301.447954,481.678 um_pwv,588.021 um_pwv,35.0,3.421 K,1.13295
20241001,012145.789796,012647.235373,301.445577,490.127 um_pwv,598.335 um_pwv,35.0,3.286 K,1.15292
20241001,012648.192231,013149.638703,301.446472,494.907 um_pwv,604.17 um_pwv,35.0,3.34 K,1.16422
20241001,013150.595674,013652.039835,301.444161,491.239 um_pwv,599.692 um_pwv,35.0,3.353 K,1.15555
20241001,013653.002853,014154.446136,301.443283,490.767 um_pwv,599.116 um_pwv,35.0,3.349 K,1.15443
20241001,014155.403020,014656.849075,301.446055,492.305 um_pwv,600.993 um_pwv,35.0,3.358 K,1.15807
20241001,014657.811769,015159.251884,301.440115,497.829 um_pwv,607.737 um_pwv,35.0,3.312 K,1.17112
20241001,015200.214626,015635.735625,275.520999,503.155 um_pwv,614.239 um_pwv,35.0,3.241 K,1.18371
20241001,020108.679776,020610.257954,301.578178,511.303 um_pwv,624.186 um_pwv,35.0,3.209 K,1.20297
20241001,020611.213946,021112.660467,301.446521,518.034 um_pwv,632.403 um_pwv,35.0,3.133 K,1.21888
20241001,021113.618598,021615.065147,301.446549,521.274 um_pwv,636.357 um_pwv,35.0,3.178 K,1.22653
20241001,021616.020537,022117.468781,301.448244,522.469 um_pwv,637.817 um_pwv,35.0,3.257 K,1.22936
20241001,022118.427294,022619.868493,301.441199,524.378 um_pwv,640.147 um_pwv,35.0,3.211 K,1.23387
20241001,022620.832390,023122.274023,301.441633,537.684 um_pwv,656.391 um_pwv,35.0,3.14 K,1.26532
20241001,023123.231167,023624.680004,301.448837,543.291 um_pwv,663.236 um_pwv,35.0,3.099 K,1.27857
20241001,023625.638372,024127.079144,301.440772,548.781 um_pwv,669.938 um_pwv,35.0,3.017 K,1.29155
20241001,024128.043134,024629.484383,301.441249,550.108 um_pwv,671.558 um_pwv,35.0,3.032 K,1.29468
20241001,024630.441894,025131.888467,301.446573,556.007 um_pwv,678.759 um_pwv,35.0,2.986 K,1.30862
20241001,025132.851181,025608.368744,275.517563,554.846 um_pwv,677.342 um_pwv,35.0,2.928 K,1.30588
20241001,030109.376898,030610.921306,301.544408,551.384 um_pwv,673.116 um_pwv,35.0,3.076 K,1.29770
20241001,030611.883112,031113.327716,301.444604,557.808 um_pwv,680.958 um_pwv,35.0,3.07 K,1.31288
20241001,031114.283737,031615.728104,301.444367,565.602 um_pwv,690.472 um_pwv,35.0,3.035 K,1.33130
20241001,031616.692009,032118.133089,301.44108,568.243 um_pwv,693.696 um_pwv,35.0,3.032 K,1.33754
20241001,032119.096405,032620.539233,301.442828,572.517 um_pwv,698.914 um_pwv,35.0,3.054 K,1.34764
20241001,032621.497620,033122.940039,301.442419,574.566 um_pwv,701.416 um_pwv,35.0,3.077 K,1.35249
20241001,033123.902769,033625.346989,301.44422,580.188 um_pwv,708.279 um_pwv,35.0,3.116 K,1.36577
20241001,033626.306093,034127.750253,301.44416,586.139 um_pwv,715.544 um_pwv,35.0,3.107 K,1.37984
20241001,034128.709331,034630.154989,301.445658,593.262 um_pwv,724.239 um_pwv,35.0,3.091 K,1.39667
20241001,034631.113068,035132.553922,301.440854,594.345 um_pwv,725.562 um_pwv,35.0,3.063 K,1.39923
20241001,035133.517524,035609.038235,275.520711,593.481 um_pwv,724.507 um_pwv,35.0,3.087 K,1.39719
20241001,050136.201376,050637.746331,301.544955,644.233 um_pwv,786.463 um_pwv,35.0,3.163 K,1.51714
20241001,050638.707776,051140.152259,301.444483,647.163 um_pwv,790.04 um_pwv,35.0,3.088 K,1.52406
20241001,051141.113524,051642.554984,301.44146,648.873 um_pwv,792.127 um_pwv,35.0,3.07 K,1.52810
20241001,051643.516730,052144.957425,301.440695,651.567 um_pwv,795.416 um_pwv,35.0,3.044 K,1.53447
20241001,052145.920765,052647.363441,301.442676,652.354 um_pwv,796.378 um_pwv,35.0,3.121 K,1.53633
20241001,052648.319992,053149.765243,301.445251,653.09 um_pwv,797.276 um_pwv,35.0,3.191 K,1.53807
20241001,053150.727399,053652.171781,301.444382,650.01 um_pwv,793.516 um_pwv,35.0,3.129 K,1.53079
