DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240701,010136.332299,010637.868675,301.536376,239.829 um_pwv,292.777 um_pwv,35.0,5.106 K,0.561322
20240701,010638.829872,011140.270940,301.441068,240.264 um_pwv,293.309 um_pwv,35.0,5.111 K,0.562351
20240701,011141.233689,011642.677474,301.443785,240.335 um_pwv,293.395 um_pwv,35.0,5.079 K,0.562518
20240701,011643.635646,012145.075676,301.44003,240.005 um_pwv,292.993 um_pwv,35.0,5.144 K,0.561739
20240701,012146.039566,012647.479225,301.439659,240.323 um_pwv,293.381 um_pwv,35.0,5.149 K,0.562490
20240701,012648.442809,013149.883720,301.440911,240.029 um_pwv,293.021 um_pwv,35.0,5.123 K,0.561794
20240701,013150.847631,013652.287082,301.439451,239.395 um_pwv,292.247 um_pwv,35.0,5.106 K,0.560295
20240701,013653.250956,014154.696224,301.445268,239.348 um_pwv,292.19 um_pwv,35.0,5.044 K,0.560184
20240701,014155.653747,014657.098148,301.444401,240.689 um_pwv,293.827 um_pwv,35.0,5.113 K,0.563354
20240701,014658.057456,015159.497839,301.440383,240.854 um_pwv,294.028 um_pwv,35.0,5.016 K,0.563744
20240701,015200.461559,015635.982805,275.521246,240.901 um_pwv,294.086 um_pwv,35.0,5.002 K,0.563856
20240701,020136.126041,020637.672609,301.546568,241.303 um_pwv,294.576 um_pwv,35.0,5.039 K,0.564805
20240701,020638.634056,021140.077796,301.44374,241.161 um_pwv,294.403 um_pwv,35.0,5.016 K,0.564470
20240701,021141.034074,021642.480288,301.446214,241.622 um_pwv,294.967 um_pwv,35.0,5.025 K,0.565561
20240701,021643.437170,022144.883954,301.446784,240.217 um_pwv,293.251 um_pwv,35.0,5.082 K,0.562239
20240701,022145.841735,022647.283830,301.442095,239.183 um_pwv,291.989 um_pwv,35.0,5.102 K,0.559796
20240701,022648.247665,023149.686452,301.438787,238.388 um_pwv,291.018 um_pwv,35.0,5.137 K,0.557915
20240701,023150.650971,023652.093139,301.442168,237.222 um_pwv,289.595 um_pwv,35.0,5.069 K,0.555160
20240701,023653.050017,024154.495117,301.4451,236.874 um_pwv,289.17 um_pwv,35.0,5.069 K,0.554336
20240701,024155.458463,024656.900958,301.442495,235.785 um_pwv,287.841 um_pwv,35.0,5.036 K,0.551763
20240701,024657.857836,025159.302793,301.444957,234.955 um_pwv,286.827 um_pwv,35.0,5.124 K,0.549801
20240701,025200.266121,025635.785508,275.519387,233.921 um_pwv,285.565 um_pwv,35.0,5.089 K,0.547357
20240701,030135.902665,030637.474920,301.572255,234.863 um_pwv,286.715 um_pwv,35.0,5.184 K,0.549583
20240701,030638.430932,031139.880087,301.449155,234.082 um_pwv,285.761 um_pwv,35.0,5.209 K,0.547736
20240701,031140.836073,031642.283436,301.447363,231.776 um_pwv,282.947 um_pwv,35.0,5.188 K,0.542287
20240701,031643.243998,032144.686256,301.442258,230.757 um_pwv,281.702 um_pwv,35.0,5.213 K,0.539877
20240701,032145.643142,032647.086061,301.442919,228.82 um_pwv,279.338 um_pwv,35.0,5.248 K,0.535300
20240701,032648.050571,033149.493349,301.442778,227.056 um_pwv,277.184 um_pwv,35.0,5.227 K,0.531131
20240701,033150.450261,033651.893589,301.443328,224.931 um_pwv,274.59 um_pwv,35.0,5.299 K,0.526107
20240701,033652.858086,034154.302148,301.444062,223.328 um_pwv,272.634 um_pwv,35.0,5.256 K,0.522319
20240701,034155.260920,034656.705537,301.444617,225.372 um_pwv,275.129 um_pwv,35.0,5.355 K,0.527150
20240701,034657.663427,035159.107473,301.444046,226.945 um_pwv,277.049 um_pwv,35.0,5.388 K,0.530868
20240701,035200.064987,035635.588409,275.523422,226.634 um_pwv,276.669 um_pwv,35.0,5.35 K,0.530133
20240701,050135.638780,050637.174424,301.535644,231.345 um_pwv,282.42 um_pwv,35.0,5.613 K,0.541268
20240701,050638.134890,051139.582068,301.447178,231.617 um_pwv,282.753 um_pwv,35.0,5.645 K,0.541912
20240701,051140.543055,051641.986151,301.443096,234.449 um_pwv,286.209 um_pwv,35.0,5.697 K,0.548605
20240701,051642.942131,052144.388458,301.446327,236.827 um_pwv,289.113 um_pwv,35.0,5.695 K,0.554227
20240701,052145.350004,052646.792029,301.442025,241.919 um_pwv,295.328 um_pwv,35.0,5.79 K,0.566261
20240701,052647.754120,053149.196673,301.442553,244.613 um_pwv,298.618 um_pwv,35.0,5.86 K,0.572631
20240701,053150.153636,053651.599658,301.446022,240.807 um_pwv,293.971 um_pwv,35.0,5.831 K,0.563632
20240701,053652.561439,054154.002394,301.440955,241.208 um_pwv,294.461 um_pwv,35.0,5.89 K,0.564582
20240701,054154.963910,054656.406732,301.442822,246.419 um_pwv,300.822 um_pwv,35.0,5.953 K,0.576898
20240701,054657.368232,055158.812149,301.443917,253.092 um_pwv,308.968 um_pwv,35.0,6.006 K,0.592671
20240701,055159.768510,055635.290878,275.522368,255.699 um_pwv,312.151 um_pwv,35.0,6.018 K,0.598834
20240701,060136.409113,060637.941547,301.532434,262.846 um_pwv,320.875 um_pwv,35.0,6.127 K,0.615725
20240701,060638.901725,061140.343491,301.441766,269.108 um_pwv,328.521 um_pwv,35.0,6.15 K,0.630529
20240701,061141.305350,061642.749742,301.444392,274.335 um_pwv,334.901 um_pwv,35.0,6.232 K,0.642882
20240701,061643.705429,062145.152309,301.44688,272.831 um_pwv,333.065 um_pwv,35.0,6.211 K,0.639328
20240701,062146.109901,062647.556358,301.446457,271.442 um_pwv,331.37 um_pwv,35.0,6.104 K,0.636045
20240701,062648.518342,063149.957712,301.43937,269.822 um_pwv,329.392 um_pwv,35.0,6.093 K,0.632216
20240701,063150.919297,063652.365166,301.445869,271.709 um_pwv,331.695 um_pwv,35.0,6.079 K,0.636675
20240701,063653.324869,064154.769045,301.444176,273.77 um_pwv,334.211 um_pwv,35.0,6.048 K,0.641547
20240701,064155.725683,064657.172238,301.446555,280.461 um_pwv,342.379 um_pwv,35.0,6.091 K,0.657361
20240701,064658.129480,065159.571206,301.441726,286.415 um_pwv,349.648 um_pwv,35.0,6.096 K,0.671435
20240701,065200.533915,065636.054106,275.520191,344.114 um_pwv,420.086 um_pwv,35.0,7.025 K,0.807814
20240701,070136.198333,070637.742375,301.544042,355.079 um_pwv,433.471 um_pwv,35.0,6.985 K,0.833730
20240701,070638.702873,071140.144865,301.441992,358.059 um_pwv,437.11 um_pwv,35.0,6.986 K,0.840775
20240701,071141.106782,071642.548861,301.442079,361.634 um_pwv,441.473 um_pwv,35.0,6.974 K,0.849223
20240701,071643.510270,072144.952272,301.442002,362.952 um_pwv,443.082 um_pwv,35.0,6.904 K,0.852339
20240701,072145.915013,072647.360600,301.445587,371.622 um_pwv,453.667 um_pwv,35.0,6.867 K,0.872831
20240701,072648.318285,073149.763744,301.445459,374.208 um_pwv,456.824 um_pwv,35.0,6.865 K,0.878944
20240701,073150.725128,073652.164933,301.439805,373.822 um_pwv,456.352 um_pwv,35.0,6.843 K,0.878031
20240701,073653.127737,074154.568796,301.441059,371.403 um_pwv,453.399 um_pwv,35.0,6.802 K,0.872313
20240701,074155.532072,074656.974717,301.442645,371.732 um_pwv,453.8 um_pwv,35.0,6.804 K,0.873091
20240701,074657.930653,075159.376020,301.445367,369.653 um_pwv,451.263 um_pwv,35.0,6.725 K,0.868178
20240701,075200.337841,075635.858907,275.521066,368.202 um_pwv,449.491 um_pwv,35.0,6.68 K,0.864747
20240701,090135.998526,090637.544016,301.54549,355.9 um_pwv,434.474 um_pwv,35.0,6.854 K,0.835672
20240701,090638.501797,091139.948166,301.446369,357.954 um_pwv,436.981 um_pwv,35.0,6.879 K,0.840525
20240701,091140.905669,091642.351408,301.445739,366.395 um_pwv,447.286 um_pwv,35.0,6.953 K,0.860478
20240701,091643.308856,092144.751918,301.443062,365.855 um_pwv,446.626 um_pwv,35.0,6.921 K,0.859201
20240701,092145.715183,092647.157885,301.442702,367.189 um_pwv,448.255 um_pwv,35.0,6.909 K,0.862354
20240701,092648.115087,093149.559766,301.444679,362.702 um_pwv,442.778 um_pwv,35.0,6.817 K,0.851749
20240701,093150.522419,093651.965994,301.443575,359.506 um_pwv,438.876 um_pwv,35.0,6.738 K,0.844194
20240701,093652.922941,094154.369876,301.446935,357.391 um_pwv,436.294 um_pwv,35.0,6.723 K,0.839195
20240701,094155.327101,094656.770196,301.443095,356.093 um_pwv,434.709 um_pwv,35.0,6.702 K,0.836127
20240701,094657.733199,095159.178141,301.444942,346.286 um_pwv,422.737 um_pwv,35.0,6.613 K,0.812948
20240701,095200.136397,095635.657904,275.521507,338.843 um_pwv,413.651 um_pwv,35.0,6.451 K,0.795356
20240701,100135.801036,100637.344600,301.543564,348.164 um_pwv,425.029 um_pwv,35.0,6.484 K,0.817386
20240701,100638.307296,101139.751130,301.443834,344.486 um_pwv,420.54 um_pwv,35.0,6.449 K,0.808694
20240701,101140.707786,101642.151409,301.443623,344.283 um_pwv,420.292 um_pwv,35.0,6.411 K,0.808214
20240701,101643.115355,102144.558378,301.443023,352.851 um_pwv,430.751 um_pwv,35.0,6.419 K,0.828465
20240701,102145.515218,102646.960176,301.444958,350.775 um_pwv,428.218 um_pwv,35.0,6.356 K,0.823559
20240701,102647.923073,103149.362205,301.439132,347.993 um_pwv,424.821 um_pwv,35.0,6.374 K,0.816982
20240701,103150.325958,103651.769617,301.443659,347.343 um_pwv,424.028 um_pwv,35.0,6.31 K,0.815447
20240701,103652.726951,104154.172614,301.445663,348.181 um_pwv,425.05 um_pwv,35.0,6.313 K,0.817427
20240701,104155.129407,104656.577121,301.447714,343.303 um_pwv,419.095 um_pwv,35.0,6.259 K,0.805897
20240701,104657.534557,105158.975720,301.441163,346.865 um_pwv,423.444 um_pwv,35.0,6.207 K,0.814317
20240701,105159.939924,105635.460786,275.520862,344.351 um_pwv,420.375 um_pwv,35.0,6.158 K,0.808374
20240701,110135.576124,110637.148911,301.572787,345.368 um_pwv,421.616 um_pwv,35.0,6.223 K,0.810778
20240701,110638.111556,111139.556234,301.444678,344.825 um_pwv,420.954 um_pwv,35.0,6.18 K,0.809495
20240701,111140.513407,111641.958989,301.445582,343.438 um_pwv,419.26 um_pwv,35.0,6.11 K,0.806216
20240701,111642.916158,112144.363146,301.446988,344.893 um_pwv,421.037 um_pwv,35.0,6.164 K,0.809655
