2025-01-01T02:02:24.522916  17177	19.018	19.017	22.886	23.048	18.293	27.480	23.531	23.451	21.678	30.945	50.192	50.242	22.520	2527.414	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:25.722957  17178	19.260	19.042	22.886	23.048	18.212	27.319	23.451	23.451	21.678	31.106	50.197	50.161	22.601	2465.967	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:26.923068  17179	19.260	19.063	22.564	23.128	18.293	27.480	23.531	23.451	21.275	31.106	50.194	50.242	22.601	2410.963	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:28.123191  17180	18.938	19.051	22.564	23.209	18.374	27.480	23.289	23.531	21.275	31.187	50.207	50.161	22.601	2442.738	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:29.323378  17181	19.099	19.056	22.564	23.048	18.212	27.319	23.451	23.451	21.597	31.187	50.210	50.161	22.601	2430.003	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:30.523200  17182	18.696	19.020	22.645	23.048	17.971	27.399	23.531	23.531	21.678	30.945	50.205	50.242	22.762	2520.617	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:31.723178  17183	18.857	19.003	22.564	23.209	18.132	27.319	23.451	23.289	21.597	31.026	50.209	50.242	22.682	2560.848	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:32.923425  17184	19.179	19.021	22.564	23.128	18.212	27.319	23.692	23.531	21.436	31.026	50.212	50.242	22.682	2516.021	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:34.123325  17185	19.099	19.029	22.886	22.967	18.212	27.480	23.612	23.773	21.436	30.864	50.199	50.161	22.923	2496.560	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:35.323382  17186	18.777	19.004	22.725	22.967	18.132	27.238	23.531	23.853	21.678	30.864	50.195	50.242	22.923	2560.271	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:36.523343  17187	18.857	18.989	22.806	23.128	18.051	27.399	23.370	23.451	21.597	30.864	50.200	50.161	22.843	2596.758	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:37.723459  17188	19.018	18.992	22.806	22.886	18.212	27.399	23.612	23.692	21.516	31.267	50.204	50.242	22.843	2589.129	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:38.923564  17189	18.696	18.962	22.645	22.886	18.051	27.319	23.612	23.370	21.436	31.267	50.208	50.161	22.923	2664.029	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:40.123468  17190	19.099	18.976	22.564	23.128	18.051	27.077	23.692	23.370	21.355	31.026	50.211	50.323	23.004	2629.186	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:41.323779  17191	18.857	18.964	22.645	23.209	18.212	27.399	23.370	23.451	21.758	30.703	50.214	50.161	22.923	2659.655	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:42.523803  17192	18.938	18.961	22.484	23.289	17.971	27.399	23.692	23.773	21.275	31.267	50.217	50.242	23.004	2666.330	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:43.723870  17193	18.938	18.959	22.806	23.128	18.051	27.480	23.612	23.451	21.436	31.106	50.204	50.242	23.004	2672.543	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:44.923659  17194	18.857	18.949	23.048	23.128	17.971	27.319	23.934	23.370	21.516	30.864	50.199	50.161	23.246	2698.544	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:46.123964  17195	19.018	18.956	22.886	23.048	18.132	27.480	23.934	23.934	21.516	30.945	50.204	50.403	23.084	2681.153	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:47.323736  17196	18.857	18.946	22.725	23.128	18.132	27.399	23.612	23.370	21.194	31.026	50.207	50.242	23.084	2706.539	0	0	0	0.00	-135.000	-135.000	225.000	36.527
2025-01-01T02:02:48.523769  17197	19.018	18.953	22.806	23.128	18.212	27.480	23.853	23.531	21.114	31.187	50.211	50.242	23.004	2688.438	0	0	0	0.00	-135.000	-135.000	225.000	36.527
