# WVR data file, version 2017-12-05
#As Scanning Observation 
#
TIME TIMEWVR CH0C CH0A CH0H CH0B CH1C CH1A CH1H CH1B CH2C CH2A CH2H CH2B CH3C CH3A CH3H CH3B EL AZ
2025-01-01T02:01:36.339059 93.5999984741 0 0 0 61276 0 0 0 60981 0 0 0 49526 0 0 0 45991 55.0 2.625
2025-01-01T02:01:36.530696 93.7440032959 0 0 69949 0 0 0 74837 0 0 0 63787 0 0 0 58632 0 55.0 3.3
2025-01-01T02:01:36.553713 93.7919998169 0 0 0 61285 0 0 0 60973 0 0 0 49514 0 0 0 45963 55.0 3.675
2025-01-01T02:01:36.585561 93.8399963379 66430 0 0 0 70721 0 0 0 60138 0 0 0 55529 0 0 0 55.0 4.275
2025-01-01T02:01:36.634668 93.8880004883 0 61302 0 0 0 60970 0 0 0 49527 0 0 0 45981 0 0 55.0 4.875
2025-01-01T02:01:36.683813 93.9359970093 0 0 69971 0 0 0 74865 0 0 0 63809 0 0 0 58678 0 55.0 5.4
2025-01-01T02:01:36.727435 93.9840011597 0 0 0 61309 0 0 0 60982 0 0 0 49535 0 0 0 45967 55.0 6.0
2025-01-01T02:01:36.776488 94.0319976807 66436 0 0 0 70726 0 0 0 60154 0 0 0 55546 0 0 0 55.0 6.6
2025-01-01T02:01:36.825626 94.0800018311 0 61321 0 0 0 60991 0 0 0 49539 0 0 0 45991 0 0 55.0 7.2
2025-01-01T02:01:36.874746 94.1279983521 0 0 69966 0 0 0 74846 0 0 0 63809 0 0 0 58656 0 55.0 7.8
2025-01-01T02:01:36.923833 94.1760025024 0 0 0 61318 0 0 0 60984 0 0 0 49549 0 0 0 45987 55.0 8.325
2025-01-01T02:01:36.967173 94.2239990234 66453 0 0 0 70725 0 0 0 60159 0 0 0 55548 0 0 0 55.0 8.925
2025-01-01T02:01:37.016622 94.2720031738 0 61319 0 0 0 60969 0 0 0 49537 0 0 0 45987 0 0 55.0 9.525
2025-01-01T02:01:37.065750 94.3199996948 0 0 69967 0 0 0 74855 0 0 0 63798 0 0 0 58675 0 55.0 10.125
2025-01-01T02:01:37.114872 94.3679962158 0 0 0 61288 0 0 0 60998 0 0 0 49538 0 0 0 45992 55.0 10.65
2025-01-01T02:01:37.158544 94.4160003662 66433 0 0 0 70730 0 0 0 60154 0 0 0 55550 0 0 0 55.0 11.25
2025-01-01T02:01:37.207982 94.4639968872 0 61295 0 0 0 60979 0 0 0 49540 0 0 0 45989 0 0 55.0 11.85
2025-01-01T02:01:37.257670 94.5120010376 0 0 69978 0 0 0 74849 0 0 0 63817 0 0 0 58665 0 55.0 12.45
2025-01-01T02:01:37.306725 94.5599975586 0 0 0 61306 0 0 0 60980 0 0 0 49535 0 0 0 45985 55.0 13.05
2025-01-01T02:01:37.355859 94.608001709 66442 0 0 0 70722 0 0 0 60152 0 0 0 55539 0 0 0 55.0 13.575
2025-01-01T02:01:37.399213 94.65599823 0 61310 0 0 0 60967 0 0 0 49528 0 0 0 45991 0 0 55.0 14.175
2025-01-01T02:01:37.479975 94.7040023804 0 0 69928 0 0 0 74832 0 0 0 63783 0 0 0 58640 0 55.0 14.85
2025-01-01T02:01:37.503533 94.7519989014 0 0 0 61300 0 0 0 60987 0 0 0 49527 0 0 0 45994 55.0 15.375
2025-01-01T02:01:37.546873 94.8000030518 66426 0 0 0 70716 0 0 0 60128 0 0 0 55546 0 0 0 55.0 15.975
2025-01-01T02:01:37.595995 94.8479995728 0 61294 0 0 0 60969 0 0 0 49551 0 0 0 46020 0 0 55.0 16.5
2025-01-01T02:01:37.639699 94.8960037231 0 0 69961 0 0 0 74844 0 0 0 63813 0 0 0 58701 0 55.0 17.1
2025-01-01T02:01:37.688910 94.9440002441 0 0 0 61317 0 0 0 60998 0 0 0 49556 0 0 0 46012 55.0 17.7
2025-01-01T02:01:37.737904 94.9919967651 66440 0 0 0 70716 0 0 0 60163 0 0 0 55566 0 0 0 55.0 18.3
2025-01-01T02:01:37.787038 95.0400009155 0 61321 0 0 0 60991 0 0 0 49541 0 0 0 46022 0 0 55.0 18.9
2025-01-01T02:01:37.836150 95.0879974365 0 0 69945 0 0 0 74841 0 0 0 63798 0 0 0 58665 0 55.0 19.425
2025-01-01T02:01:37.879567 95.1360015869 0 0 0 61298 0 0 0 60978 0 0 0 49535 0 0 0 45983 55.0 20.025
2025-01-01T02:01:37.928647 95.1839981079 66423 0 0 0 70719 0 0 0 60162 0 0 0 55554 0 0 0 55.0 20.625
2025-01-01T02:01:37.977802 95.2320022583 0 61306 0 0 0 60993 0 0 0 49559 0 0 0 46004 0 0 55.0 21.225
2025-01-01T02:01:38.026982 95.2799987793 0 0 69949 0 0 0 74837 0 0 0 63806 0 0 0 58653 0 55.0 21.825
2025-01-01T02:01:38.076142 95.3280029297 0 0 0 61295 0 0 0 60979 0 0 0 49563 0 0 0 45994 55.0 22.35
2025-01-01T02:01:38.119543 95.3759994507 66422 0 0 0 70722 0 0 0 60146 0 0 0 55576 0 0 0 55.0 22.95
2025-01-01T02:01:38.168636 95.4240036011 0 61297 0 0 0 60990 0 0 0 49545 0 0 0 46006 0 0 55.0 23.55
2025-01-01T02:01:38.217790 95.4720001221 0 0 69955 0 0 0 74868 0 0 0 63803 0 0 0 58690 0 55.0 24.15
2025-01-01T02:01:38.266965 95.5199966431 0 0 0 61309 0 0 0 60975 0 0 0 49553 0 0 0 45998 55.0 24.75
2025-01-01T02:01:38.316117 95.5680007935 66425 0 0 0 70716 0 0 0 60137 0 0 0 55546 0 0 0 55.0 25.275
2025-01-01T02:01:38.359628 95.6159973145 0 61321 0 0 0 60996 0 0 0 49546 0 0 0 46023 0 0 55.0 25.875
2025-01-01T02:01:38.440314 95.6640014648 0 0 69977 0 0 0 74851 0 0 0 63814 0 0 0 58705 0 55.0 26.55
2025-01-01T02:01:38.463885 95.7119979858 0 0 0 61319 0 0 0 60990 0 0 0 49531 0 0 0 45984 55.0 27.075
2025-01-01T02:01:38.507324 95.7600021362 66444 0 0 0 70725 0 0 0 60143 0 0 0 55563 0 0 0 55.0 27.675
2025-01-01T02:01:38.556484 95.8079986572 0 61328 0 0 0 61021 0 0 0 49567 0 0 0 46028 0 0 55.0 28.2
2025-01-01T02:01:38.600191 95.8560028076 0 0 69971 0 0 0 74850 0 0 0 63798 0 0 0 58672 0 55.0 28.8
2025-01-01T02:01:38.649338 95.9039993286 0 0 0 61327 0 0 0 61011 0 0 0 49568 0 0 0 46023 55.0 29.4
2025-01-01T02:01:38.698465 95.952003479 66434 0 0 0 70710 0 0 0 60141 0 0 0 55541 0 0 0 55.0 30.0
2025-01-01T02:01:38.747672 96.0 0 61316 0 0 0 61006 0 0 0 49561 0 0 0 46023 0 0 55.0 30.525
2025-01-01T02:01:38.791687 96.047996521 0 0 69963 0 0 0 74846 0 0 0 63799 0 0 0 58654 0 55.0 31.125
2025-01-01T02:01:38.840802 96.0960006714 0 0 0 61304 0 0 0 60998 0 0 0 49546 0 0 0 45988 55.0 31.725
2025-01-01T02:01:38.890088 96.1439971924 66426 0 0 0 70697 0 0 0 60138 0 0 0 55553 0 0 0 55.0 32.325
2025-01-01T02:01:38.939106 96.1920013428 0 61325 0 0 0 61005 0 0 0 49557 0 0 0 46011 0 0 55.0 32.925
2025-01-01T02:01:38.988273 96.2399978638 0 0 69950 0 0 0 74841 0 0 0 63817 0 0 0 58673 0 55.0 33.45
2025-01-01T02:01:39.031691 96.2880020142 0 0 0 61311 0 0 0 61008 0 0 0 49560 0 0 0 46011 55.0 34.05
2025-01-01T02:01:39.080801 96.3359985352 66441 0 0 0 70723 0 0 0 60132 0 0 0 55559 0 0 0 55.0 34.65
2025-01-01T02:01:39.129972 96.3840026855 0 61305 0 0 0 61003 0 0 0 49562 0 0 0 46034 0 0 55.0 35.25
2025-01-01T02:01:39.179181 96.4319992065 0 0 69939 0 0 0 74834 0 0 0 63796 0 0 0 58670 0 55.0 35.775
2025-01-01T02:01:39.222537 96.4800033569 0 0 0 61317 0 0 0 60996 0 0 0 49553 0 0 0 45987 55.0 36.375
2025-01-01T02:01:39.271733 96.5279998779 66428 0 0 0 70705 0 0 0 60138 0 0 0 55561 0 0 0 55.0 36.975
2025-01-01T02:01:39.320891 96.5759963989 0 61295 0 0 0 60992 0 0 0 49556 0 0 0 46023 0 0 55.0 37.575
2025-01-01T02:01:39.401448 96.6240005493 0 0 69956 0 0 0 74837 0 0 0 63793 0 0 0 58659 0 55.0 38.25
2025-01-01T02:01:39.424963 96.6719970703 0 0 0 61304 0 0 0 60989 0 0 0 49559 0 0 0 45990 55.0 38.775
2025-01-01T02:01:39.468333 96.7200012207 66428 0 0 0 70707 0 0 0 60132 0 0 0 55549 0 0 0 55.0 39.3
2025-01-01T02:01:39.511729 96.7679977417 0 61307 0 0 0 60994 0 0 0 49549 0 0 0 46029 0 0 55.0 39.9
2025-01-01T02:01:39.560879 96.8160018921 0 0 69952 0 0 0 74842 0 0 0 63775 0 0 0 58664 0 55.0 40.5
2025-01-01T02:01:39.610058 96.8639984131 0 0 0 61316 0 0 0 60998 0 0 0 49553 0 0 0 46003 55.0 41.1
2025-01-01T02:01:39.659211 96.9120025635 66421 0 0 0 70714 0 0 0 60141 0 0 0 55522 0 0 0 55.0 41.7
2025-01-01T02:01:39.708379 96.9599990845 0 61294 0 0 0 61017 0 0 0 49564 0 0 0 46033 0 0 55.0 42.225
2025-01-01T02:01:39.752364 97.0080032349 0 0 69961 0 0 0 74853 0 0 0 63806 0 0 0 58689 0 55.0 42.825
2025-01-01T02:01:39.801538 97.0559997559 0 0 0 61311 0 0 0 61012 0 0 0 49554 0 0 0 46017 55.0 43.425
2025-01-01T02:01:39.850713 97.1039962769 66415 0 0 0 70728 0 0 0 60138 0 0 0 55560 0 0 0 55.0 44.025
2025-01-01T02:01:39.899882 97.1520004272 0 61327 0 0 0 61011 0 0 0 49564 0 0 0 46018 0 0 55.0 44.55
2025-01-01T02:01:39.943593 97.1999969482 0 0 69959 0 0 0 74837 0 0 0 63792 0 0 0 58690 0 55.0 45.15
2025-01-01T02:01:39.992718 97.2480010986 0 0 0 61325 0 0 0 61020 0 0 0 49566 0 0 0 46018 55.0 45.75
2025-01-01T02:01:40.041895 97.2959976196 66441 0 0 0 70704 0 0 0 60144 0 0 0 55557 0 0 0 55.0 46.35
2025-01-01T02:01:40.091204 97.34400177 0 61338 0 0 0 61023 0 0 0 49579 0 0 0 46036 0 0 55.0 46.95
2025-01-01T02:01:40.140200 97.391998291 0 0 69969 0 0 0 74879 0 0 0 63803 0 0 0 58691 0 55.0 47.475
2025-01-01T02:01:40.183690 97.4400024414 0 0 0 61330 0 0 0 61021 0 0 0 49565 0 0 0 46022 55.0 48.075
2025-01-01T02:01:40.232773 97.4879989624 66434 0 0 0 70726 0 0 0 60124 0 0 0 55578 0 0 0 55.0 48.675
2025-01-01T02:01:40.281933 97.5360031128 0 61322 0 0 0 61030 0 0 0 49557 0 0 0 46023 0 0 55.0 49.275
2025-01-01T02:01:40.362584 97.5839996338 0 0 69939 0 0 0 74839 0 0 0 63787 0 0 0 58674 0 55.0 50.025
2025-01-01T02:01:40.391805 97.6320037842 0 0 0 61312 0 0 0 60996 0 0 0 49553 0 0 0 46003 55.0 50.4
2025-01-01T02:01:40.423701 97.6800003052 66428 0 0 0 70725 0 0 0 60148 0 0 0 55560 0 0 0 55.0 51.0
2025-01-01T02:01:40.472788 97.7279968262 0 61331 0 0 0 61027 0 0 0 49574 0 0 0 46032 0 0 55.0 51.6
2025-01-01T02:01:40.521969 97.7760009766 0 0 69975 0 0 0 74865 0 0 0 63810 0 0 0 58684 0 55.0 52.2
2025-01-01T02:01:40.571151 97.8239974976 0 0 0 61315 0 0 0 61019 0 0 0 49568 0 0 0 46019 55.0 52.8
2025-01-01T02:01:40.620320 97.8720016479 66426 0 0 0 70734 0 0 0 60167 0 0 0 55566 0 0 0 55.0 53.325
2025-01-01T02:01:40.663723 97.9199981689 0 61322 0 0 0 61026 0 0 0 49556 0 0 0 46026 0 0 55.0 53.925
2025-01-01T02:01:40.713155 97.9680023193 0 0 69960 0 0 0 74850 0 0 0 63799 0 0 0 58682 0 55.0 54.525
2025-01-01T02:01:40.762340 98.0159988403 0 0 0 61306 0 0 0 61023 0 0 0 49562 0 0 0 46015 55.0 55.125
2025-01-01T02:01:40.811562 98.0640029907 66432 0 0 0 70726 0 0 0 60134 0 0 0 55567 0 0 0 55.0 55.725
2025-01-01T02:01:40.860670 98.1119995117 0 61331 0 0 0 61035 0 0 0 49569 0 0 0 46058 0 0 55.0 56.25
2025-01-01T02:01:40.904337 98.1600036621 0 0 69969 0 0 0 74863 0 0 0 63802 0 0 0 58672 0 55.0 56.85
2025-01-01T02:01:40.953530 98.2080001831 0 0 0 61316 0 0 0 61021 0 0 0 49578 0 0 0 46021 55.0 57.45
2025-01-01T02:01:41.002700 98.2559967041 66432 0 0 0 70713 0 0 0 60146 0 0 0 55553 0 0 0 55.0 58.05
2025-01-01T02:01:41.051868 98.3040008545 0 61331 0 0 0 61015 0 0 0 49567 0 0 0 46035 0 0 55.0 58.575
2025-01-01T02:01:41.095596 98.3519973755 0 0 69957 0 0 0 74852 0 0 0 63811 0 0 0 58682 0 55.0 59.175
2025-01-01T02:01:41.144723 98.4000015259 0 0 0 61340 0 0 0 61037 0 0 0 49571 0 0 0 46023 55.0 59.775
2025-01-01T02:01:41.193937 98.4479980469 66444 0 0 0 70729 0 0 0 60142 0 0 0 55564 0 0 0 55.0 60.375
2025-01-01T02:01:41.243069 98.4960021973 0 61343 0 0 0 61014 0 0 0 49573 0 0 0 46048 0 0 55.0 60.975
2025-01-01T02:01:41.324139 98.5439987183 0 0 69959 0 0 0 74843 0 0 0 63803 0 0 0 58673 0 55.0 61.65
2025-01-01T02:01:41.347182 98.5920028687 0 0 0 61334 0 0 0 61022 0 0 0 49560 0 0 0 46013 55.0 62.1
2025-01-01T02:01:41.384780 98.6399993896 66430 0 0 0 70715 0 0 0 60128 0 0 0 55567 0 0 0 55.0 62.7
2025-01-01T02:01:41.433933 98.68800354 0 61321 0 0 0 61015 0 0 0 49566 0 0 0 46051 0 0 55.0 63.3
2025-01-01T02:01:41.483086 98.736000061 0 0 69958 0 0 0 74844 0 0 0 63796 0 0 0 58679 0 55.0 63.9
2025-01-01T02:01:41.532265 98.783996582 0 0 0 61317 0 0 0 61018 0 0 0 49560 0 0 0 46011 55.0 64.425
2025-01-01T02:01:41.575683 98.8320007324 66419 0 0 0 70725 0 0 0 60127 0 0 0 55549 0 0 0 55.0 65.025
2025-01-01T02:01:41.624800 98.8799972534 0 61333 0 0 0 61020 0 0 0 49576 0 0 0 46042 0 0 55.0 65.625
2025-01-01T02:01:41.673956 98.9280014038 0 0 69965 0 0 0 74863 0 0 0 63828 0 0 0 58677 0 55.0 66.225
2025-01-01T02:01:41.723124 98.9759979248 0 0 0 61327 0 0 0 61031 0 0 0 49562 0 0 0 46025 55.0 66.75
2025-01-01T02:01:41.766532 99.0240020752 66436 0 0 0 70728 0 0 0 60148 0 0 0 55556 0 0 0 55.0 67.35
2025-01-01T02:01:41.815720 99.0719985962 0 61352 0 0 0 61031 0 0 0 49571 0 0 0 46042 0 0 55.0 67.95
2025-01-01T02:01:41.864862 99.1200027466 0 0 69988 0 0 0 74846 0 0 0 63792 0 0 0 58682 0 55.0 68.55
2025-01-01T02:01:41.914039 99.1679992676 0 0 0 61342 0 0 0 61032 0 0 0 49575 0 0 0 46032 55.0 69.15
2025-01-01T02:01:41.963205 99.216003418 66459 0 0 0 70726 0 0 0 60148 0 0 0 55568 0 0 0 55.0 69.675
2025-01-01T02:01:42.006578 99.263999939 0 61359 0 0 0 61041 0 0 0 49579 0 0 0 46038 0 0 55.0 70.275
2025-01-01T02:01:42.055729 99.31199646 0 0 69967 0 0 0 74855 0 0 0 63794 0 0 0 58668 0 55.0 70.875
2025-01-01T02:01:42.104878 99.3600006104 0 0 0 61337 0 0 0 61027 0 0 0 49564 0 0 0 46016 55.0 71.475
2025-01-01T02:01:42.154062 99.4079971313 66424 0 0 0 70716 0 0 0 60126 0 0 0 55538 0 0 0 55.0 72.075
2025-01-01T02:01:42.203233 99.4560012817 0 61323 0 0 0 61031 0 0 0 49558 0 0 0 46032 0 0 55.0 72.675
2025-01-01T02:01:42.283651 99.5039978027 0 0 69952 0 0 0 74851 0 0 0 63792 0 0 0 58678 0 55.0 73.35
2025-01-01T02:01:42.307459 99.5520019531 0 0 0 61331 0 0 0 61036 0 0 0 49576 0 0 0 46013 55.0 73.8
2025-01-01T02:01:42.344938 99.5999984741 66433 0 0 0 70734 0 0 0 60145 0 0 0 55568 0 0 0 55.0 74.4
2025-01-01T02:01:42.394109 99.6480026245 0 61334 0 0 0 61049 0 0 0 49585 0 0 0 46046 0 0 55.0 75.0
2025-01-01T02:01:42.443328 99.6959991455 0 0 69939 0 0 0 74855 0 0 0 63809 0 0 0 58671 0 55.0 75.525
2025-01-01T02:01:42.486909 99.7440032959 0 0 0 61325 0 0 0 61020 0 0 0 49577 0 0 0 46024 55.0 76.125
2025-01-01T02:01:42.535975 99.7919998169 66433 0 0 0 70732 0 0 0 60142 0 0 0 55576 0 0 0 55.0 76.725
2025-01-01T02:01:42.585168 99.8399963379 0 61329 0 0 0 61035 0 0 0 49575 0 0 0 46052 0 0 55.0 77.325
2025-01-01T02:01:42.634371 99.8880004883 0 0 69940 0 0 0 74834 0 0 0 63792 0 0 0 58664 0 55.0 77.925
2025-01-01T02:01:42.683612 99.9359970093 0 0 0 61330 0 0 0 61031 0 0 0 49562 0 0 0 46005 55.0 78.45
2025-01-01T02:01:42.727004 99.9840011597 66426 0 0 0 70719 0 0 0 60133 0 0 0 55570 0 0 0 55.0 79.05
2025-01-01T02:01:42.776226 100.031997681 0 61326 0 0 0 61009 0 0 0 49571 0 0 0 46030 0 0 55.0 79.65
2025-01-01T02:01:42.825700 100.080001831 0 0 69945 0 0 0 74835 0 0 0 63797 0 0 0 58655 0 55.0 80.25
2025-01-01T02:01:42.874911 100.127998352 0 0 0 61339 0 0 0 61030 0 0 0 49570 0 0 0 46015 55.0 80.85
2025-01-01T02:01:42.924163 100.176002502 66430 0 0 0 70718 0 0 0 60159 0 0 0 55553 0 0 0 55.0 81.375
2025-01-01T02:01:42.967629 100.223999023 0 61345 0 0 0 61026 0 0 0 49577 0 0 0 46025 0 0 55.0 81.975
2025-01-01T02:01:43.016768 100.272003174 0 0 69949 0 0 0 74831 0 0 0 63769 0 0 0 58671 0 55.0 82.575
2025-01-01T02:01:43.065983 100.319999695 0 0 0 61370 0 0 0 61027 0 0 0 49564 0 0 0 46018 55.0 83.175
2025-01-01T02:01:43.115203 100.367996216 66433 0 0 0 70695 0 0 0 60130 0 0 0 55585 0 0 0 55.0 83.775
2025-01-01T02:01:43.164408 100.416000366 0 61346 0 0 0 61017 0 0 0 49566 0 0 0 46044 0 0 55.0 84.3
2025-01-01T02:01:43.239750 100.463996887 0 0 69938 0 0 0 74827 0 0 0 63778 0 0 0 58650 0 55.0 84.975
2025-01-01T02:01:43.263116 100.512001038 0 0 0 61357 0 0 0 61025 0 0 0 49559 0 0 0 46008 55.0 85.5
2025-01-01T02:01:43.306563 100.559997559 66427 0 0 0 70694 0 0 0 60137 0 0 0 55539 0 0 0 55.0 86.1
2025-01-01T02:01:43.355786 100.608001709 0 61370 0 0 0 61037 0 0 0 49558 0 0 0 46029 0 0 55.0 86.625
2025-01-01T02:01:43.399540 100.65599823 0 0 69949 0 0 0 74836 0 0 0 63792 0 0 0 58691 0 55.0 87.225
2025-01-01T02:01:43.448708 100.70400238 0 0 0 61356 0 0 0 61032 0 0 0 49562 0 0 0 46010 55.0 87.825
2025-01-01T02:01:43.497952 100.751998901 66448 0 0 0 70728 0 0 0 60136 0 0 0 55573 0 0 0 55.0 88.425
2025-01-01T02:01:43.547141 100.800003052 0 61374 0 0 0 61046 0 0 0 49588 0 0 0 46035 0 0 55.0 89.025
2025-01-01T02:01:43.596356 100.847999573 0 0 69974 0 0 0 74856 0 0 0 63794 0 0 0 58685 0 55.0 89.55
2025-01-01T02:01:43.639794 100.896003723 0 0 0 61342 0 0 0 61032 0 0 0 49563 0 0 0 46005 55.0 90.15
2025-01-01T02:01:43.689137 100.944000244 66442 0 0 0 70730 0 0 0 60143 0 0 0 55545 0 0 0 55.0 90.75
2025-01-01T02:01:43.738218 100.991996765 0 61354 0 0 0 61051 0 0 0 49568 0 0 0 46016 0 0 55.0 91.35
2025-01-01T02:01:43.787468 101.040000916 0 0 69972 0 0 0 74855 0 0 0 63806 0 0 0 58660 0 55.0 91.95
2025-01-01T02:01:43.836617 101.087997437 0 0 0 61370 0 0 0 61057 0 0 0 49591 0 0 0 46024 55.0 92.475
2025-01-01T02:01:43.880061 101.136001587 66444 0 0 0 70741 0 0 0 60161 0 0 0 55578 0 0 0 55.0 93.075
2025-01-01T02:01:43.929253 101.183998108 0 61361 0 0 0 61034 0 0 0 49573 0 0 0 46032 0 0 55.0 93.675
2025-01-01T02:01:43.978467 101.232002258 0 0 69953 0 0 0 74852 0 0 0 63791 0 0 0 58683 0 55.0 94.275
2025-01-01T02:01:44.027659 101.279998779 0 0 0 61367 0 0 0 61030 0 0 0 49556 0 0 0 46013 55.0 94.8
2025-01-01T02:01:44.071062 101.32800293 66430 0 0 0 70722 0 0 0 60131 0 0 0 55553 0 0 0 55.0 95.4
2025-01-01T02:01:44.120299 101.375999451 0 61349 0 0 0 61042 0 0 0 49573 0 0 0 46039 0 0 55.0 96.0
2025-01-01T02:01:44.200955 101.424003601 0 0 69961 0 0 0 74838 0 0 0 63816 0 0 0 58690 0 55.0 96.675
2025-01-01T02:01:44.224469 101.472000122 0 0 0 61361 0 0 0 61037 0 0 0 49565 0 0 0 46004 55.0 97.2
2025-01-01T02:01:44.267983 101.519996643 66431 0 0 0 70704 0 0 0 60133 0 0 0 55554 0 0 0 55.0 97.725
2025-01-01T02:01:44.311426 101.568000793 0 61374 0 0 0 61051 0 0 0 49570 0 0 0 46033 0 0 55.0 98.325
2025-01-01T02:01:44.360879 101.615997314 0 0 69963 0 0 0 74864 0 0 0 63810 0 0 0 58707 0 55.0 98.925
2025-01-01T02:01:44.410085 101.664001465 0 0 0 61358 0 0 0 61049 0 0 0 49571 0 0 0 46021 55.0 99.525
2025-01-01T02:01:44.459348 101.711997986 66425 0 0 0 70729 0 0 0 60129 0 0 0 55562 0 0 0 55.0 100.125
2025-01-01T02:01:44.508535 101.760002136 0 61350 0 0 0 61044 0 0 0 49557 0 0 0 46037 0 0 55.0 100.65
2025-01-01T02:01:44.552304 101.807998657 0 0 69947 0 0 0 74847 0 0 0 63787 0 0 0 58668 0 55.0 101.25
2025-01-01T02:01:44.601452 101.856002808 0 0 0 61386 0 0 0 61048 0 0 0 49563 0 0 0 46018 55.0 101.85
2025-01-01T02:01:44.650699 101.903999329 66466 0 0 0 70715 0 0 0 60132 0 0 0 55563 0 0 0 55.0 102.45
2025-01-01T02:01:44.699876 101.952003479 0 61382 0 0 0 61062 0 0 0 49586 0 0 0 46057 0 0 55.0 102.975
2025-01-01T02:01:44.743923 102.0 0 0 69972 0 0 0 74864 0 0 0 63806 0 0 0 58664 0 55.0 103.575
2025-01-01T02:01:44.793094 102.047996521 0 0 0 61380 0 0 0 61043 0 0 0 49564 0 0 0 46001 55.0 104.175
2025-01-01T02:01:44.842295 102.096000671 66448 0 0 0 70738 0 0 0 60140 0 0 0 55585 0 0 0 55.0 104.775
2025-01-01T02:01:44.891668 102.143997192 0 61365 0 0 0 61060 0 0 0 49570 0 0 0 46045 0 0 55.0 105.3
2025-01-01T02:01:44.935860 102.192001343 0 0 69937 0 0 0 74849 0 0 0 63797 0 0 0 58683 0 55.0 105.9
2025-01-01T02:01:44.985052 102.239997864 0 0 0 61362 0 0 0 61062 0 0 0 49575 0 0 0 46032 55.0 106.5
2025-01-01T02:01:45.034266 102.288002014 66420 0 0 0 70725 0 0 0 60151 0 0 0 55546 0 0 0 55.0 107.1
2025-01-01T02:01:45.083514 102.335998535 0 61348 0 0 0 61012 0 0 0 49555 0 0 0 46030 0 0 55.0 107.7
2025-01-01T02:01:45.164053 102.384002686 0 0 69936 0 0 0 74829 0 0 0 63782 0 0 0 58669 0 55.0 108.375
2025-01-01T02:01:45.187698 102.431999207 0 0 0 61367 0 0 0 61038 0 0 0 49562 0 0 0 45993 55.0 108.825
2025-01-01T02:01:45.225321 102.480003357 66429 0 0 0 70735 0 0 0 60153 0 0 0 55567 0 0 0 55.0 109.425
2025-01-01T02:01:45.274554 102.527999878 0 61353 0 0 0 61050 0 0 0 49559 0 0 0 46034 0 0 55.0 110.025
2025-01-01T02:01:45.323796 102.575996399 0 0 69942 0 0 0 74841 0 0 0 63770 0 0 0 58640 0 55.0 110.625
2025-01-01T02:01:45.372977 102.624000549 0 0 0 61357 0 0 0 61027 0 0 0 49561 0 0 0 45997 55.0 111.15
2025-01-01T02:01:45.416379 102.67199707 66427 0 0 0 70729 0 0 0 60145 0 0 0 55538 0 0 0 55.0 111.75
2025-01-01T02:01:45.465596 102.720001221 0 61374 0 0 0 61057 0 0 0 49573 0 0 0 46031 0 0 55.0 112.35
2025-01-01T02:01:45.514828 102.767997742 0 0 69943 0 0 0 74859 0 0 0 63802 0 0 0 58669 0 55.0 112.95
2025-01-01T02:01:45.564249 102.816001892 0 0 0 61370 0 0 0 61048 0 0 0 49574 0 0 0 46004 55.0 113.475
2025-01-01T02:01:45.608374 102.863998413 66437 0 0 0 70732 0 0 0 60128 0 0 0 55560 0 0 0 55.0 114.075
2025-01-01T02:01:45.657564 102.912002563 0 61365 0 0 0 61061 0 0 0 49571 0 0 0 46034 0 0 55.0 114.675
2025-01-01T02:01:45.706799 102.959999084 0 0 69957 0 0 0 74846 0 0 0 63795 0 0 0 58682 0 55.0 115.275
2025-01-01T02:01:45.756006 103.008003235 0 0 0 61361 0 0 0 61059 0 0 0 49568 0 0 0 46017 55.0 115.8
2025-01-01T02:01:45.799459 103.055999756 66434 0 0 0 70716 0 0 0 60135 0 0 0 55532 0 0 0 55.0 116.4
2025-01-01T02:01:45.848632 103.103996277 0 61352 0 0 0 61030 0 0 0 49557 0 0 0 46021 0 0 55.0 117.0
2025-01-01T02:01:45.898197 103.152000427 0 0 69949 0 0 0 74862 0 0 0 63786 0 0 0 58662 0 55.0 117.6
2025-01-01T02:01:45.947419 103.199996948 0 0 0 61358 0 0 0 61050 0 0 0 49555 0 0 0 46006 55.0 118.2
2025-01-01T02:01:45.996561 103.248001099 66426 0 0 0 70733 0 0 0 60141 0 0 0 55578 0 0 0 55.0 118.725
2025-01-01T02:01:46.039998 103.29599762 0 61369 0 0 0 61042 0 0 0 49586 0 0 0 46034 0 0 55.0 119.325
2025-01-01T02:01:46.121175 103.34400177 0 0 69975 0 0 0 74852 0 0 0 63797 0 0 0 58677 0 55.0 120.0
2025-01-01T02:01:46.144222 103.391998291 0 0 0 61385 0 0 0 61030 0 0 0 49560 0 0 0 46006 55.0 120.525
2025-01-01T02:01:46.187729 103.440002441 66453 0 0 0 70716 0 0 0 60137 0 0 0 55571 0 0 0 55.0 121.125
2025-01-01T02:01:46.236845 103.487998962 0 61384 0 0 0 61037 0 0 0 49559 0 0 0 46041 0 0 55.0 121.65
2025-01-01T02:01:46.280600 103.536003113 0 0 69932 0 0 0 74860 0 0 0 63797 0 0 0 58670 0 55.0 122.25
2025-01-01T02:01:46.329800 103.583999634 0 0 0 61368 0 0 0 61055 0 0 0 49572 0 0 0 45996 55.0 122.85
2025-01-01T02:01:46.379014 103.632003784 66427 0 0 0 70736 0 0 0 60151 0 0 0 55544 0 0 0 55.0 123.45
