# WVR data file, version 2017-12-05
#As Scanning Observation 
#
TIME TIMEWVR CH0C CH0A CH0H CH0B CH1C CH1A CH1H CH1B CH2C CH2A CH2H CH2B CH3C CH3A CH3H CH3B EL AZ
2025-01-01T02:13:09.570219 786.815979004 0 61356 0 0 0 61037 0 0 0 49530 0 0 0 46034 0 0 55.0 8425.875
2025-01-01T02:13:09.653268 786.864013672 0 0 69947 0 0 0 74865 0 0 0 63790 0 0 0 58696 0 55.0 8426.55
2025-01-01T02:13:09.674559 786.911987305 0 0 0 61363 0 0 0 61040 0 0 0 49534 0 0 0 46021 55.0 8427.0
2025-01-01T02:13:09.712894 786.960021973 66407 0 0 0 70723 0 0 0 60123 0 0 0 55578 0 0 0 55.0 8427.6
2025-01-01T02:13:09.762419 787.007995605 0 61334 0 0 0 61037 0 0 0 49532 0 0 0 46044 0 0 55.0 8428.2
2025-01-01T02:13:09.811753 787.056030273 0 0 69932 0 0 0 74846 0 0 0 63779 0 0 0 58704 0 55.0 8428.8
2025-01-01T02:13:09.860997 787.104003906 0 0 0 61327 0 0 0 61033 0 0 0 49531 0 0 0 46021 55.0 8429.325
2025-01-01T02:13:09.904487 787.151977539 66414 0 0 0 70737 0 0 0 60133 0 0 0 55583 0 0 0 55.0 8429.925
2025-01-01T02:13:09.953832 787.200012207 0 61325 0 0 0 61040 0 0 0 49530 0 0 0 46029 0 0 55.0 8430.525
2025-01-01T02:13:10.003643 787.24798584 0 0 69932 0 0 0 74845 0 0 0 63797 0 0 0 58700 0 55.0 8431.125
2025-01-01T02:13:10.052714 787.296020508 0 0 0 61344 0 0 0 61043 0 0 0 49551 0 0 0 46024 55.0 8431.725
2025-01-01T02:13:10.101982 787.343994141 66415 0 0 0 70737 0 0 0 60134 0 0 0 55571 0 0 0 55.0 8432.25
2025-01-01T02:13:10.145635 787.392028809 0 61362 0 0 0 61042 0 0 0 49554 0 0 0 46019 0 0 55.0 8432.85
2025-01-01T02:13:10.195133 787.440002441 0 0 69920 0 0 0 74870 0 0 0 63793 0 0 0 58690 0 55.0 8433.45
2025-01-01T02:13:10.244401 787.487976074 0 0 0 61363 0 0 0 61042 0 0 0 49544 0 0 0 46013 55.0 8434.05
2025-01-01T02:13:10.293671 787.536010742 66424 0 0 0 70730 0 0 0 60140 0 0 0 55570 0 0 0 55.0 8434.575
2025-01-01T02:13:10.337169 787.583984375 0 61361 0 0 0 61039 0 0 0 49541 0 0 0 46020 0 0 55.0 8435.175
2025-01-01T02:13:10.386770 787.632019043 0 0 69954 0 0 0 74869 0 0 0 63792 0 0 0 58691 0 55.0 8435.775
2025-01-01T02:13:10.436121 787.679992676 0 0 0 61370 0 0 0 61030 0 0 0 49544 0 0 0 46015 55.0 8436.375
2025-01-01T02:13:10.485348 787.728027344 66406 0 0 0 70711 0 0 0 60126 0 0 0 55583 0 0 0 55.0 8436.9
2025-01-01T02:13:10.528836 787.776000977 0 61353 0 0 0 61031 0 0 0 49526 0 0 0 46014 0 0 55.0 8437.5
2025-01-01T02:13:10.609526 787.823974609 0 0 69933 0 0 0 74862 0 0 0 63789 0 0 0 58697 0 55.0 8438.175
2025-01-01T02:13:10.633198 787.872009277 0 0 0 61356 0 0 0 61046 0 0 0 49527 0 0 0 46013 55.0 8438.7
2025-01-01T02:13:10.676707 787.91998291 66413 0 0 0 70742 0 0 0 60123 0 0 0 55575 0 0 0 55.0 8439.3
2025-01-01T02:13:10.725996 787.968017578 0 61360 0 0 0 61049 0 0 0 49539 0 0 0 46039 0 0 55.0 8439.825
2025-01-01T02:13:10.769512 788.015991211 0 0 69931 0 0 0 74853 0 0 0 63778 0 0 0 58673 0 55.0 8440.425
2025-01-01T02:13:10.818824 788.064025879 0 0 0 61337 0 0 0 61023 0 0 0 49521 0 0 0 46013 55.0 8441.025
2025-01-01T02:13:10.868144 788.111999512 66402 0 0 0 70721 0 0 0 60122 0 0 0 55549 0 0 0 55.0 8441.625
2025-01-01T02:13:10.917394 788.159973145 0 61345 0 0 0 61028 0 0 0 49538 0 0 0 46038 0 0 55.0 8442.15
2025-01-01T02:13:10.961519 788.208007812 0 0 69947 0 0 0 74846 0 0 0 63791 0 0 0 58695 0 55.0 8442.75
2025-01-01T02:13:11.010830 788.255981445 0 0 0 61357 0 0 0 61036 0 0 0 49533 0 0 0 46026 55.0 8443.35
2025-01-01T02:13:11.060137 788.304016113 66410 0 0 0 70716 0 0 0 60114 0 0 0 55569 0 0 0 55.0 8443.95
2025-01-01T02:13:11.109382 788.351989746 0 61349 0 0 0 61042 0 0 0 49536 0 0 0 46043 0 0 55.0 8444.475
2025-01-01T02:13:11.153224 788.400024414 0 0 69929 0 0 0 74849 0 0 0 63779 0 0 0 58688 0 55.0 8445.075
2025-01-01T02:13:11.202554 788.447998047 0 0 0 61349 0 0 0 61035 0 0 0 49526 0 0 0 46010 55.0 8445.675
2025-01-01T02:13:11.251836 788.49597168 66424 0 0 0 70720 0 0 0 60101 0 0 0 55553 0 0 0 55.0 8446.275
2025-01-01T02:13:11.301082 788.544006348 0 61372 0 0 0 61051 0 0 0 49549 0 0 0 46047 0 0 55.0 8446.8
2025-01-01T02:13:11.345588 788.59197998 0 0 69953 0 0 0 74883 0 0 0 63798 0 0 0 58670 0 55.0 8447.4
2025-01-01T02:13:11.394805 788.640014648 0 0 0 61362 0 0 0 61046 0 0 0 49527 0 0 0 46027 55.0 8448.0
2025-01-01T02:13:11.444115 788.687988281 66428 0 0 0 70748 0 0 0 60124 0 0 0 55572 0 0 0 55.0 8448.6
2025-01-01T02:13:11.493358 788.736022949 0 61358 0 0 0 61048 0 0 0 49531 0 0 0 46050 0 0 55.0 8449.125
2025-01-01T02:13:11.568787 788.783996582 0 0 69954 0 0 0 74862 0 0 0 63774 0 0 0 58694 0 55.0 8449.8
2025-01-01T02:13:11.592542 788.831970215 0 0 0 61365 0 0 0 61037 0 0 0 49521 0 0 0 46029 55.0 8450.325
2025-01-01T02:13:11.636055 788.880004883 66414 0 0 0 70701 0 0 0 60117 0 0 0 55584 0 0 0 55.0 8450.925
2025-01-01T02:13:11.685293 788.927978516 0 61348 0 0 0 61040 0 0 0 49533 0 0 0 46036 0 0 55.0 8451.45
2025-01-01T02:13:11.729110 788.976013184 0 0 69934 0 0 0 74847 0 0 0 63775 0 0 0 58671 0 55.0 8452.05
2025-01-01T02:13:11.778441 789.023986816 0 0 0 61356 0 0 0 61034 0 0 0 49530 0 0 0 46024 55.0 8452.65
2025-01-01T02:13:11.827718 789.072021484 66416 0 0 0 70730 0 0 0 60110 0 0 0 55579 0 0 0 55.0 8453.25
2025-01-01T02:13:11.876967 789.119995117 0 61369 0 0 0 61035 0 0 0 49524 0 0 0 46034 0 0 55.0 8453.775
2025-01-01T02:13:11.921407 789.168029785 0 0 69945 0 0 0 74856 0 0 0 63758 0 0 0 58669 0 55.0 8454.375
2025-01-01T02:13:11.970695 789.216003418 0 0 0 61368 0 0 0 61056 0 0 0 49514 0 0 0 46032 55.0 8454.975
2025-01-01T02:13:12.019986 789.263977051 66411 0 0 0 70727 0 0 0 60099 0 0 0 55574 0 0 0 55.0 8455.575
2025-01-01T02:13:12.069256 789.312011719 0 61376 0 0 0 61040 0 0 0 49540 0 0 0 46055 0 0 55.0 8456.1
2025-01-01T02:13:12.113071 789.359985352 0 0 69954 0 0 0 74871 0 0 0 63776 0 0 0 58693 0 55.0 8456.7
2025-01-01T02:13:12.162398 789.40802002 0 0 0 61355 0 0 0 61031 0 0 0 49545 0 0 0 46008 55.0 8457.3
2025-01-01T02:13:12.211685 789.455993652 66414 0 0 0 70737 0 0 0 60120 0 0 0 55587 0 0 0 55.0 8457.9
2025-01-01T02:13:12.260947 789.50402832 0 61365 0 0 0 61067 0 0 0 49549 0 0 0 46061 0 0 55.0 8458.5
2025-01-01T02:13:12.310286 789.552001953 0 0 69954 0 0 0 74879 0 0 0 63806 0 0 0 58723 0 55.0 8459.025
2025-01-01T02:13:12.353754 789.599975586 0 0 0 61361 0 0 0 61057 0 0 0 49540 0 0 0 46036 55.0 8459.625
2025-01-01T02:13:12.403053 789.648010254 66401 0 0 0 70725 0 0 0 60115 0 0 0 55580 0 0 0 55.0 8460.225
2025-01-01T02:13:12.452323 789.695983887 0 61354 0 0 0 61069 0 0 0 49536 0 0 0 46052 0 0 55.0 8460.825
2025-01-01T02:13:12.532929 789.744018555 0 0 69906 0 0 0 74855 0 0 0 63787 0 0 0 58692 0 55.0 8461.5
2025-01-01T02:13:12.556749 789.791992188 0 0 0 61369 0 0 0 61076 0 0 0 49552 0 0 0 46043 55.0 8461.95
2025-01-01T02:13:12.594413 789.840026855 66429 0 0 0 70743 0 0 0 60115 0 0 0 55589 0 0 0 55.0 8462.625
2025-01-01T02:13:12.649447 789.888000488 0 61356 0 0 0 61050 0 0 0 49549 0 0 0 46064 0 0 55.0 8463.15
2025-01-01T02:13:12.692944 789.935974121 0 0 69957 0 0 0 74854 0 0 0 63759 0 0 0 58699 0 55.0 8463.675
2025-01-01T02:13:12.736458 789.984008789 0 0 0 61352 0 0 0 61026 0 0 0 49538 0 0 0 46030 55.0 8464.275
2025-01-01T02:13:12.785768 790.031982422 66432 0 0 0 70733 0 0 0 60131 0 0 0 55593 0 0 0 55.0 8464.875
2025-01-01T02:13:12.835057 790.08001709 0 61381 0 0 0 61078 0 0 0 49563 0 0 0 46071 0 0 55.0 8465.475
2025-01-01T02:13:12.884324 790.127990723 0 0 69944 0 0 0 74867 0 0 0 63799 0 0 0 58709 0 55.0 8466.075
2025-01-01T02:13:12.933631 790.176025391 0 0 0 61371 0 0 0 61061 0 0 0 49565 0 0 0 46057 55.0 8466.6
2025-01-01T02:13:12.977114 790.223999023 66394 0 0 0 70743 0 0 0 60121 0 0 0 55592 0 0 0 55.0 8467.2
2025-01-01T02:13:13.026403 790.271972656 0 61373 0 0 0 61061 0 0 0 49546 0 0 0 46067 0 0 55.0 8467.8
2025-01-01T02:13:13.075692 790.320007324 0 0 69943 0 0 0 74876 0 0 0 63775 0 0 0 58702 0 55.0 8468.4
2025-01-01T02:13:13.124959 790.367980957 0 0 0 61357 0 0 0 61058 0 0 0 49543 0 0 0 46028 55.0 8469.0
2025-01-01T02:13:13.174285 790.416015625 66412 0 0 0 70735 0 0 0 60103 0 0 0 55566 0 0 0 55.0 8469.525
2025-01-01T02:13:13.217786 790.463989258 0 61382 0 0 0 61064 0 0 0 49540 0 0 0 46044 0 0 55.0 8470.125
2025-01-01T02:13:13.267563 790.512023926 0 0 69941 0 0 0 74851 0 0 0 63773 0 0 0 58688 0 55.0 8470.725
2025-01-01T02:13:13.316409 790.559997559 0 0 0 61373 0 0 0 61063 0 0 0 49554 0 0 0 46036 55.0 8471.325
2025-01-01T02:13:13.365703 790.607971191 66401 0 0 0 70743 0 0 0 60131 0 0 0 55581 0 0 0 55.0 8471.85
2025-01-01T02:13:13.409209 790.656005859 0 61365 0 0 0 61051 0 0 0 49547 0 0 0 46049 0 0 55.0 8472.45
2025-01-01T02:13:13.490208 790.703979492 0 0 69942 0 0 0 74849 0 0 0 63765 0 0 0 58680 0 55.0 8473.125
2025-01-01T02:13:13.513842 790.75201416 0 0 0 61348 0 0 0 61038 0 0 0 49532 0 0 0 46012 55.0 8473.65
2025-01-01T02:13:13.557364 790.799987793 66403 0 0 0 70699 0 0 0 60104 0 0 0 55564 0 0 0 55.0 8474.175
2025-01-01T02:13:13.600894 790.848022461 0 61366 0 0 0 61050 0 0 0 49534 0 0 0 46048 0 0 55.0 8474.775
2025-01-01T02:13:13.650156 790.895996094 0 0 69922 0 0 0 74842 0 0 0 63745 0 0 0 58662 0 55.0 8475.375
2025-01-01T02:13:13.699500 790.943969727 0 0 0 61351 0 0 0 61051 0 0 0 49544 0 0 0 46030 55.0 8475.975
2025-01-01T02:13:13.748819 790.992004395 66419 0 0 0 70718 0 0 0 60097 0 0 0 55553 0 0 0 55.0 8476.575
2025-01-01T02:13:13.798030 791.039978027 0 61370 0 0 0 61063 0 0 0 49545 0 0 0 46040 0 0 55.0 8477.1
2025-01-01T02:13:13.841516 791.088012695 0 0 69935 0 0 0 74843 0 0 0 63777 0 0 0 58693 0 55.0 8477.7
2025-01-01T02:13:13.890822 791.135986328 0 0 0 61371 0 0 0 61053 0 0 0 49551 0 0 0 46038 55.0 8478.3
2025-01-01T02:13:13.940141 791.184020996 66405 0 0 0 70729 0 0 0 60128 0 0 0 55591 0 0 0 55.0 8478.9
2025-01-01T02:13:13.989426 791.231994629 0 61380 0 0 0 61074 0 0 0 49559 0 0 0 46069 0 0 55.0 8479.425
2025-01-01T02:13:14.033224 791.280029297 0 0 69923 0 0 0 74833 0 0 0 63765 0 0 0 58683 0 55.0 8480.025
2025-01-01T02:13:14.082514 791.32800293 0 0 0 61378 0 0 0 61060 0 0 0 49565 0 0 0 46060 55.0 8480.625
2025-01-01T02:13:14.131806 791.375976562 66410 0 0 0 70714 0 0 0 60107 0 0 0 55555 0 0 0 55.0 8481.225
2025-01-01T02:13:14.181093 791.42401123 0 61371 0 0 0 61047 0 0 0 49542 0 0 0 46042 0 0 55.0 8481.825
2025-01-01T02:13:14.230360 791.471984863 0 0 69936 0 0 0 74849 0 0 0 63776 0 0 0 58679 0 55.0 8482.35
2025-01-01T02:13:14.273873 791.520019531 0 0 0 61381 0 0 0 61075 0 0 0 49575 0 0 0 46043 55.0 8482.95
2025-01-01T02:13:14.323177 791.567993164 66430 0 0 0 70733 0 0 0 60119 0 0 0 55584 0 0 0 55.0 8483.55
2025-01-01T02:13:14.372477 791.616027832 0 61376 0 0 0 61070 0 0 0 49564 0 0 0 46076 0 0 55.0 8484.15
2025-01-01T02:13:14.453222 791.664001465 0 0 69918 0 0 0 74851 0 0 0 63764 0 0 0 58679 0 55.0 8484.825
2025-01-01T02:13:14.476887 791.711975098 0 0 0 61363 0 0 0 61072 0 0 0 49565 0 0 0 46041 55.0 8485.275
2025-01-01T02:13:14.514541 791.760009766 66392 0 0 0 70727 0 0 0 60130 0 0 0 55589 0 0 0 55.0 8485.875
2025-01-01T02:13:14.563838 791.807983398 0 61370 0 0 0 61062 0 0 0 49568 0 0 0 46070 0 0 55.0 8486.475
2025-01-01T02:13:14.613131 791.856018066 0 0 69928 0 0 0 74853 0 0 0 63776 0 0 0 58684 0 55.0 8487.075
2025-01-01T02:13:14.662410 791.903991699 0 0 0 61372 0 0 0 61054 0 0 0 49562 0 0 0 46024 55.0 8487.6
2025-01-01T02:13:14.705904 791.952026367 66393 0 0 0 70700 0 0 0 60094 0 0 0 55541 0 0 0 55.0 8488.2
2025-01-01T02:13:14.755212 792.0 0 61358 0 0 0 61060 0 0 0 49552 0 0 0 46034 0 0 55.0 8488.8
2025-01-01T02:13:14.804514 792.047973633 0 0 69936 0 0 0 74826 0 0 0 63760 0 0 0 58689 0 55.0 8489.4
2025-01-01T02:13:14.853794 792.096008301 0 0 0 61363 0 0 0 61054 0 0 0 49558 0 0 0 46040 55.0 8489.925
2025-01-01T02:13:14.897338 792.143981934 66400 0 0 0 70706 0 0 0 60100 0 0 0 55558 0 0 0 55.0 8490.525
2025-01-01T02:13:14.946813 792.192016602 0 61358 0 0 0 61060 0 0 0 49561 0 0 0 46039 0 0 55.0 8491.125
2025-01-01T02:13:14.995917 792.239990234 0 0 69905 0 0 0 74822 0 0 0 63758 0 0 0 58662 0 55.0 8491.725
2025-01-01T02:13:15.045179 792.288024902 0 0 0 61340 0 0 0 61049 0 0 0 49552 0 0 0 46038 55.0 8492.25
2025-01-01T02:13:15.088682 792.335998535 66374 0 0 0 70724 0 0 0 60110 0 0 0 55567 0 0 0 55.0 8492.85
2025-01-01T02:13:15.137982 792.383972168 0 61345 0 0 0 61073 0 0 0 49559 0 0 0 46049 0 0 55.0 8493.45
2025-01-01T02:13:15.187311 792.432006836 0 0 69909 0 0 0 74824 0 0 0 63754 0 0 0 58657 0 55.0 8494.05
2025-01-01T02:13:15.236561 792.479980469 0 0 0 61363 0 0 0 61052 0 0 0 49551 0 0 0 46017 55.0 8494.65
2025-01-01T02:13:15.285840 792.528015137 66407 0 0 0 70704 0 0 0 60090 0 0 0 55533 0 0 0 55.0 8495.175
2025-01-01T02:13:15.329361 792.57598877 0 61374 0 0 0 61070 0 0 0 49572 0 0 0 46060 0 0 55.0 8495.775
2025-01-01T02:13:15.409979 792.624023438 0 0 69945 0 0 0 74848 0 0 0 63771 0 0 0 58682 0 55.0 8496.45
2025-01-01T02:13:15.433706 792.67199707 0 0 0 61377 0 0 0 61092 0 0 0 49570 0 0 0 46047 55.0 8496.975
2025-01-01T02:13:15.477202 792.719970703 66411 0 0 0 70739 0 0 0 60121 0 0 0 55585 0 0 0 55.0 8497.5
2025-01-01T02:13:15.520736 792.768005371 0 61349 0 0 0 61077 0 0 0 49574 0 0 0 46068 0 0 55.0 8498.1
2025-01-01T02:13:15.570036 792.815979004 0 0 69931 0 0 0 74863 0 0 0 63797 0 0 0 58689 0 55.0 8498.7
2025-01-01T02:13:15.619356 792.864013672 0 0 0 61363 0 0 0 61072 0 0 0 49578 0 0 0 46037 55.0 8499.3
2025-01-01T02:13:15.668569 792.911987305 66409 0 0 0 70720 0 0 0 60118 0 0 0 55571 0 0 0 55.0 8499.9
2025-01-01T02:13:15.717869 792.960021973 0 61370 0 0 0 61073 0 0 0 49576 0 0 0 46052 0 0 55.0 8500.425
2025-01-01T02:13:15.761691 793.007995605 0 0 69919 0 0 0 74848 0 0 0 63764 0 0 0 58678 0 55.0 8501.025
2025-01-01T02:13:15.810962 793.056030273 0 0 0 61370 0 0 0 61064 0 0 0 49551 0 0 0 46037 55.0 8501.625
2025-01-01T02:13:15.860256 793.104003906 66409 0 0 0 70718 0 0 0 60133 0 0 0 55578 0 0 0 55.0 8502.225
2025-01-01T02:13:15.909545 793.151977539 0 61374 0 0 0 61077 0 0 0 49581 0 0 0 46074 0 0 55.0 8502.75
2025-01-01T02:13:15.954298 793.200012207 0 0 69956 0 0 0 74818 0 0 0 63768 0 0 0 58688 0 55.0 8503.35
2025-01-01T02:13:16.003892 793.24798584 0 0 0 61388 0 0 0 61073 0 0 0 49577 0 0 0 46073 55.0 8503.95
2025-01-01T02:13:16.052807 793.296020508 66410 0 0 0 70725 0 0 0 60135 0 0 0 55573 0 0 0 55.0 8504.475
2025-01-01T02:13:16.096369 793.343994141 0 61371 0 0 0 61079 0 0 0 49592 0 0 0 46095 0 0 55.0 8505.075
2025-01-01T02:13:16.146118 793.392028809 0 0 69955 0 0 0 74859 0 0 0 63798 0 0 0 58708 0 55.0 8505.675
2025-01-01T02:13:16.195284 793.440002441 0 0 0 61377 0 0 0 61094 0 0 0 49585 0 0 0 46062 55.0 8506.275
2025-01-01T02:13:16.244525 793.487976074 66415 0 0 0 70748 0 0 0 60148 0 0 0 55575 0 0 0 55.0 8506.875
2025-01-01T02:13:16.293827 793.536010742 0 61381 0 0 0 61094 0 0 0 49581 0 0 0 46086 0 0 55.0 8507.4
2025-01-01T02:13:16.368629 793.583984375 0 0 69945 0 0 0 74868 0 0 0 63790 0 0 0 58708 0 55.0 8508.075
2025-01-01T02:13:16.392494 793.632019043 0 0 0 61361 0 0 0 61082 0 0 0 49575 0 0 0 46049 55.0 8508.6
2025-01-01T02:13:16.435951 793.679992676 66431 0 0 0 70744 0 0 0 60138 0 0 0 55573 0 0 0 55.0 8509.2
2025-01-01T02:13:16.485192 793.728027344 0 61379 0 0 0 61085 0 0 0 49586 0 0 0 46070 0 0 55.0 8509.725
2025-01-01T02:13:16.529319 793.776000977 0 0 69966 0 0 0 74866 0 0 0 63787 0 0 0 58720 0 55.0 8510.325
2025-01-01T02:13:16.578625 793.823974609 0 0 0 61398 0 0 0 61080 0 0 0 49586 0 0 0 46067 55.0 8510.925
2025-01-01T02:13:16.627892 793.872009277 66445 0 0 0 70738 0 0 0 60121 0 0 0 55569 0 0 0 55.0 8511.525
2025-01-01T02:13:16.677187 793.91998291 0 61398 0 0 0 61061 0 0 0 49570 0 0 0 46065 0 0 55.0 8512.05
2025-01-01T02:13:16.721311 793.968017578 0 0 69947 0 0 0 74847 0 0 0 63765 0 0 0 58670 0 55.0 8512.65
2025-01-01T02:13:16.770579 794.015991211 0 0 0 61370 0 0 0 61065 0 0 0 49576 0 0 0 46066 55.0 8513.25
2025-01-01T02:13:16.819854 794.064025879 66428 0 0 0 70733 0 0 0 60121 0 0 0 55578 0 0 0 55.0 8513.85
2025-01-01T02:13:16.869135 794.111999512 0 61361 0 0 0 61071 0 0 0 49585 0 0 0 46063 0 0 55.0 8514.375
2025-01-01T02:13:16.913268 794.159973145 0 0 69931 0 0 0 74842 0 0 0 63786 0 0 0 58681 0 55.0 8514.975
2025-01-01T02:13:16.962579 794.208007812 0 0 0 61374 0 0 0 61063 0 0 0 49570 0 0 0 46063 55.0 8515.575
2025-01-01T02:13:17.011851 794.255981445 66425 0 0 0 70748 0 0 0 60120 0 0 0 55587 0 0 0 55.0 8516.175
2025-01-01T02:13:17.061112 794.304016113 0 61371 0 0 0 61092 0 0 0 49598 0 0 0 46111 0 0 55.0 8516.7
2025-01-01T02:13:17.105226 794.351989746 0 0 69949 0 0 0 74865 0 0 0 63798 0 0 0 58684 0 55.0 8517.3
2025-01-01T02:13:17.154506 794.400024414 0 0 0 61382 0 0 0 61068 0 0 0 49609 0 0 0 46048 55.0 8517.9
2025-01-01T02:13:17.203810 794.447998047 66408 0 0 0 70732 0 0 0 60132 0 0 0 55552 0 0 0 55.0 8518.5
2025-01-01T02:13:17.253075 794.49597168 0 61378 0 0 0 61071 0 0 0 49596 0 0 0 46079 0 0 55.0 8519.025
2025-01-01T02:13:17.328638 794.544006348 0 0 69931 0 0 0 74856 0 0 0 63785 0 0 0 58696 0 55.0 8519.7
2025-01-01T02:13:17.352334 794.59197998 0 0 0 61371 0 0 0 61074 0 0 0 49583 0 0 0 46053 55.0 8520.225
2025-01-01T02:13:17.395810 794.640014648 66429 0 0 0 70737 0 0 0 60139 0 0 0 55574 0 0 0 55.0 8520.825
2025-01-01T02:13:17.445100 794.687988281 0 61373 0 0 0 61072 0 0 0 49587 0 0 0 46077 0 0 55.0 8521.425
2025-01-01T02:13:17.494396 794.736022949 0 0 69934 0 0 0 74858 0 0 0 63787 0 0 0 58675 0 55.0 8521.95
2025-01-01T02:13:17.537903 794.783996582 0 0 0 61354 0 0 0 61060 0 0 0 49560 0 0 0 46046 55.0 8522.55
2025-01-01T02:13:17.587211 794.831970215 66395 0 0 0 70702 0 0 0 60110 0 0 0 55550 0 0 0 55.0 8523.15
2025-01-01T02:13:17.636473 794.880004883 0 61333 0 0 0 61033 0 0 0 49557 0 0 0 46038 0 0 55.0 8523.75
2025-01-01T02:13:17.685762 794.927978516 0 0 69935 0 0 0 74836 0 0 0 63747 0 0 0 58674 0 55.0 8524.275
2025-01-01T02:13:17.729275 794.976013184 0 0 0 61361 0 0 0 61034 0 0 0 49545 0 0 0 46047 55.0 8524.875
2025-01-01T02:13:17.778590 795.023986816 66413 0 0 0 70692 0 0 0 60103 0 0 0 55534 0 0 0 55.0 8525.475
2025-01-01T02:13:17.827853 795.072021484 0 61365 0 0 0 61053 0 0 0 49562 0 0 0 46063 0 0 55.0 8526.075
2025-01-01T02:13:17.877146 795.119995117 0 0 69934 0 0 0 74845 0 0 0 63749 0 0 0 58666 0 55.0 8526.6
2025-01-01T02:13:17.920675 795.168029785 0 0 0 61347 0 0 0 61037 0 0 0 49560 0 0 0 46032 55.0 8527.2
2025-01-01T02:13:17.969964 795.216003418 66400 0 0 0 70721 0 0 0 60127 0 0 0 55565 0 0 0 55.0 8527.8
2025-01-01T02:13:18.019237 795.263977051 0 61334 0 0 0 61060 0 0 0 49559 0 0 0 46061 0 0 55.0 8528.4
2025-01-01T02:13:18.068541 795.312011719 0 0 69923 0 0 0 74823 0 0 0 63770 0 0 0 58645 0 55.0 8529.0
2025-01-01T02:13:18.117845 795.359985352 0 0 0 61339 0 0 0 61049 0 0 0 49574 0 0 0 46044 55.0 8529.525
2025-01-01T02:13:18.161345 795.40802002 66383 0 0 0 70712 0 0 0 60102 0 0 0 55564 0 0 0 55.0 8530.125
2025-01-01T02:13:18.210627 795.455993652 0 61339 0 0 0 61049 0 0 0 49566 0 0 0 46044 0 0 55.0 8530.725
2025-01-01T02:13:18.291576 795.50402832 0 0 69928 0 0 0 74848 0 0 0 63772 0 0 0 58681 0 55.0 8531.4
2025-01-01T02:13:18.315104 795.552001953 0 0 0 61352 0 0 0 61061 0 0 0 49564 0 0 0 46044 55.0 8531.85
2025-01-01T02:13:18.352758 795.599975586 66419 0 0 0 70709 0 0 0 60120 0 0 0 55550 0 0 0 55.0 8532.45
2025-01-01T02:13:18.402037 795.648010254 0 61333 0 0 0 61042 0 0 0 49564 0 0 0 46071 0 0 55.0 8533.05
2025-01-01T02:13:18.451346 795.695983887 0 0 69931 0 0 0 74844 0 0 0 63779 0 0 0 58677 0 55.0 8533.65
2025-01-01T02:13:18.500611 795.744018555 0 0 0 61355 0 0 0 61052 0 0 0 49568 0 0 0 46029 55.0 8534.25
2025-01-01T02:13:18.550056 795.791992188 66419 0 0 0 70711 0 0 0 60110 0 0 0 55543 0 0 0 55.0 8534.775
2025-01-01T02:13:18.593391 795.840026855 0 61351 0 0 0 61053 0 0 0 49560 0 0 0 46051 0 0 55.0 8535.375
2025-01-01T02:13:18.642662 795.888000488 0 0 69927 0 0 0 74822 0 0 0 63772 0 0 0 58665 0 55.0 8535.975
2025-01-01T02:13:18.691984 795.935974121 0 0 0 61340 0 0 0 61038 0 0 0 49557 0 0 0 46044 55.0 8536.575
2025-01-01T02:13:18.741269 795.984008789 66400 0 0 0 70702 0 0 0 60102 0 0 0 55551 0 0 0 55.0 8537.1
2025-01-01T02:13:18.784760 796.031982422 0 61347 0 0 0 61038 0 0 0 49564 0 0 0 46053 0 0 55.0 8537.7
2025-01-01T02:13:18.834355 796.08001709 0 0 69930 0 0 0 74847 0 0 0 63771 0 0 0 58666 0 55.0 8538.3
2025-01-01T02:13:18.883689 796.127990723 0 0 0 61334 0 0 0 61042 0 0 0 49565 0 0 0 46029 55.0 8538.9
2025-01-01T02:13:18.932992 796.176025391 66414 0 0 0 70713 0 0 0 60121 0 0 0 55537 0 0 0 55.0 8539.5
2025-01-01T02:13:18.982240 796.223999023 0 61341 0 0 0 61054 0 0 0 49561 0 0 0 46054 0 0 55.0 8540.025
2025-01-01T02:13:19.026052 796.271972656 0 0 69917 0 0 0 74834 0 0 0 63766 0 0 0 58647 0 55.0 8540.625
2025-01-01T02:13:19.075421 796.320007324 0 0 0 61324 0 0 0 61039 0 0 0 49564 0 0 0 46037 55.0 8541.225
2025-01-01T02:13:19.124627 796.367980957 66402 0 0 0 70707 0 0 0 60107 0 0 0 55534 0 0 0 55.0 8541.825
2025-01-01T02:13:19.173916 796.416015625 0 61366 0 0 0 61022 0 0 0 49551 0 0 0 46046 0 0 55.0 8542.35
2025-01-01T02:13:19.248969 796.463989258 0 0 69933 0 0 0 74833 0 0 0 63767 0 0 0 58652 0 55.0 8543.025
2025-01-01T02:13:19.272802 796.512023926 0 0 0 61354 0 0 0 61046 0 0 0 49561 0 0 0 46008 55.0 8543.55
2025-01-01T02:13:19.316322 796.559997559 66426 0 0 0 70712 0 0 0 60124 0 0 0 55557 0 0 0 55.0 8544.15
2025-01-01T02:13:19.365609 796.607971191 0 61339 0 0 0 61050 0 0 0 49563 0 0 0 46059 0 0 55.0 8544.675
2025-01-01T02:13:19.409112 796.656005859 0 0 69949 0 0 0 74838 0 0 0 63787 0 0 0 58657 0 55.0 8545.275
2025-01-01T02:13:19.458430 796.703979492 0 0 0 61361 0 0 0 61051 0 0 0 49575 0 0 0 46037 55.0 8545.875
