TIME, am_PWV(um), balloon_PWV(um) 
2024-02-10 11:01:36, 1092.43, 960.0 
2024-02-10 11:06:38, 1091.26, 960.0 
2024-02-10 11:11:41, 1087.85, 960.0 
2024-02-10 11:16:43, 1082.71, 960.0 
2024-02-10 11:21:45, 1076.65, 960.0 
2024-02-10 11:26:48, 1069.91, 960.0 
2024-02-10 11:31:50, 1064.99, 960.0 
2024-02-10 11:36:53, 1063.6, 960.0 
2024-02-10 11:41:55, 1064.7, 960.0 
2024-02-10 11:46:57, 1064.67, 960.0 
2024-02-10 11:52:00, 1060.8, 960.0 
2024-02-10 11:01:36, 1092.43, 960.0 
2024-02-10 11:06:38, 1091.26, 960.0 
2024-02-10 11:11:41, 1087.85, 960.0 
2024-02-10 11:16:43, 1082.71, 960.0 
2024-02-10 11:21:45, 1076.65, 960.0 
2024-02-10 11:26:48, 1069.91, 960.0 
2024-02-10 11:31:50, 1064.99, 960.0 
2024-02-10 11:36:53, 1063.6, 960.0 
2024-02-10 11:41:55, 1064.7, 960.0 
2024-02-10 11:46:57, 1064.67, 960.0 
2024-02-10 11:52:00, 1060.8, 960.0 
