TIME, am_PWV(um), balloon_PWV(um) 
2024-01-31 11:01:35, 1122.96, 970.0 
2024-01-31 11:06:38, 1120.99, 970.0 
2024-01-31 11:11:40, 1117.51, 970.0 
2024-01-31 11:16:43, 1117.62, 970.0 
2024-01-31 11:21:45, 1116.19, 970.0 
2024-01-31 11:26:48, 1120.66, 970.0 
2024-01-31 11:31:50, 1126.07, 970.0 
2024-01-31 11:36:52, 1127.31, 970.0 
2024-01-31 11:41:55, 1128.72, 970.0 
2024-01-31 11:46:57, 1128.91, 970.0 
2024-01-31 11:52:00, 1124.71, 970.0 
2024-01-31 11:01:35, 1122.96, 970.0 
2024-01-31 11:06:38, 1120.99, 970.0 
2024-01-31 11:11:40, 1117.51, 970.0 
2024-01-31 11:16:43, 1117.62, 970.0 
2024-01-31 11:21:45, 1116.19, 970.0 
2024-01-31 11:26:48, 1120.66, 970.0 
2024-01-31 11:31:50, 1126.07, 970.0 
2024-01-31 11:36:52, 1127.31, 970.0 
2024-01-31 11:41:55, 1128.72, 970.0 
2024-01-31 11:46:57, 1128.91, 970.0 
2024-01-31 11:52:00, 1124.71, 970.0 
