TIME, am_PWV(um), balloon_PWV(um) 
2024-02-14 11:01:36, 704.7, 550.0 
2024-02-14 11:06:38, 697.293, 550.0 
2024-02-14 11:11:41, 703.918, 550.0 
2024-02-14 11:16:43, 708.86, 550.0 
2024-02-14 11:21:46, 715.578, 550.0 
2024-02-14 11:26:48, 708.784, 550.0 
2024-02-14 11:31:50, 704.277, 550.0 
2024-02-14 11:36:53, 701.797, 550.0 
2024-02-14 11:41:55, 695.341, 550.0 
2024-02-14 11:46:58, 697.258, 550.0 
2024-02-14 11:52:00, 706.417, 550.0 
2024-02-14 11:01:36, 704.7, 550.0 
2024-02-14 11:06:38, 697.293, 550.0 
2024-02-14 11:11:41, 703.918, 550.0 
2024-02-14 11:16:43, 708.86, 550.0 
2024-02-14 11:21:46, 715.578, 550.0 
2024-02-14 11:26:48, 708.784, 550.0 
2024-02-14 11:31:50, 704.277, 550.0 
2024-02-14 11:36:53, 701.797, 550.0 
2024-02-14 11:41:55, 695.341, 550.0 
2024-02-14 11:46:58, 697.258, 550.0 
2024-02-14 11:52:00, 706.417, 550.0 
