TIME, am_PWV(um), balloon_PWV(um) 
2024-01-25 11:01:36, 901.087, 760.0 
2024-01-25 11:06:38, 900.643, 760.0 
2024-01-25 11:11:41, 900.409, 760.0 
2024-01-25 11:16:43, 899.898, 760.0 
2024-01-25 11:21:45, 897.923, 760.0 
2024-01-25 11:26:48, 897.458, 760.0 
2024-01-25 11:31:50, 896.118, 760.0 
2024-01-25 11:36:53, 897.679, 760.0 
2024-01-25 11:41:55, 898.034, 760.0 
2024-01-25 11:46:57, 898.788, 760.0 
2024-01-25 11:52:00, 899.609, 760.0 
2024-01-25 11:01:36, 901.087, 760.0 
2024-01-25 11:06:38, 900.643, 760.0 
2024-01-25 11:11:41, 900.409, 760.0 
2024-01-25 11:16:43, 899.898, 760.0 
2024-01-25 11:21:45, 897.923, 760.0 
2024-01-25 11:26:48, 897.458, 760.0 
2024-01-25 11:31:50, 896.118, 760.0 
2024-01-25 11:36:53, 897.679, 760.0 
2024-01-25 11:41:55, 898.034, 760.0 
2024-01-25 11:46:57, 898.788, 760.0 
2024-01-25 11:52:00, 899.609, 760.0 
