TIME, am_PWV(um), balloon_PWV(um) 
2024-01-07 11:01:36, 907.461, 720.0 
2024-01-07 11:06:38, 907.853, 720.0 
2024-01-07 11:11:41, 907.853, 720.0 
2024-01-07 11:16:43, 908.436, 720.0 
2024-01-07 11:21:46, 907.853, 720.0 
2024-01-07 11:26:48, 908.784, 720.0 
2024-01-07 11:31:50, 910.974, 720.0 
2024-01-07 11:36:53, 913.271, 720.0 
2024-01-07 11:41:55, 913.023, 720.0 
2024-01-07 11:46:58, 912.617, 720.0 
2024-01-07 11:52:00, 911.244, 720.0 
2024-01-07 11:01:36, 907.461, 720.0 
2024-01-07 11:06:38, 907.853, 720.0 
2024-01-07 11:11:41, 907.853, 720.0 
2024-01-07 11:16:43, 908.436, 720.0 
2024-01-07 11:21:46, 907.853, 720.0 
2024-01-07 11:26:48, 908.784, 720.0 
2024-01-07 11:31:50, 910.974, 720.0 
2024-01-07 11:36:53, 913.271, 720.0 
2024-01-07 11:41:55, 913.023, 720.0 
2024-01-07 11:46:58, 912.617, 720.0 
2024-01-07 11:52:00, 911.244, 720.0 
