TIME, am_PWV(um), balloon_PWV(um) 
2024-02-02 11:01:35, 1417.01, 1240.0 
2024-02-02 11:06:38, 1421.95, 1240.0 
2024-02-02 11:11:40, 1425.4, 1240.0 
2024-02-02 11:16:43, 1428.15, 1240.0 
2024-02-02 11:21:45, 1427.16, 1240.0 
2024-02-02 11:26:47, 1431.07, 1240.0 
2024-02-02 11:31:50, 1437.93, 1240.0 
2024-02-02 11:36:52, 1441.65, 1240.0 
2024-02-02 11:41:55, 1444.43, 1240.0 
2024-02-02 11:46:57, 1450.21, 1240.0 
2024-02-02 11:52:00, 1451.57, 1240.0 
2024-02-02 11:01:35, 1417.01, 1240.0 
2024-02-02 11:06:38, 1421.95, 1240.0 
2024-02-02 11:11:40, 1425.4, 1240.0 
2024-02-02 11:16:43, 1428.15, 1240.0 
2024-02-02 11:21:45, 1427.16, 1240.0 
2024-02-02 11:26:47, 1431.07, 1240.0 
2024-02-02 11:31:50, 1437.93, 1240.0 
2024-02-02 11:36:52, 1441.65, 1240.0 
2024-02-02 11:41:55, 1444.43, 1240.0 
2024-02-02 11:46:57, 1450.21, 1240.0 
2024-02-02 11:52:00, 1451.57, 1240.0 
