TIME, am_PWV(um), balloon_PWV(um) 
2024-01-15 11:01:36, 807.554, 620.0 
2024-01-15 11:06:38, 808.591, 620.0 
2024-01-15 11:11:41, 810.869, 620.0 
2024-01-15 11:16:43, 812.612, 620.0 
2024-01-15 11:21:46, 813.656, 620.0 
2024-01-15 11:26:48, 813.515, 620.0 
2024-01-15 11:31:51, 814.319, 620.0 
2024-01-15 11:36:53, 813.856, 620.0 
2024-01-15 11:41:55, 812.351, 620.0 
2024-01-15 11:46:58, 812.744, 620.0 
2024-01-15 11:52:00, 809.378, 620.0 
2024-01-15 11:01:36, 807.554, 620.0 
2024-01-15 11:06:38, 808.591, 620.0 
2024-01-15 11:11:41, 810.869, 620.0 
2024-01-15 11:16:43, 812.612, 620.0 
2024-01-15 11:21:46, 813.656, 620.0 
2024-01-15 11:26:48, 813.515, 620.0 
2024-01-15 11:31:51, 814.319, 620.0 
2024-01-15 11:36:53, 813.856, 620.0 
2024-01-15 11:41:55, 812.351, 620.0 
2024-01-15 11:46:58, 812.744, 620.0 
2024-01-15 11:52:00, 809.378, 620.0 
