TIME, am_PWV(um), balloon_PWV(um) 
2024-01-29 11:01:35, 872.274, 730.0 
2024-01-29 11:06:38, 874.462, 730.0 
2024-01-29 11:11:40, 874.797, 730.0 
2024-01-29 11:16:43, 874.872, 730.0 
2024-01-29 11:21:45, 877.717, 730.0 
2024-01-29 11:26:48, 880.94, 730.0 
2024-01-29 11:31:50, 881.201, 730.0 
2024-01-29 11:36:52, 884.787, 730.0 
2024-01-29 11:41:55, 884.929, 730.0 
2024-01-29 11:46:57, 887.039, 730.0 
2024-01-29 11:52:00, 886.448, 730.0 
2024-01-29 11:01:35, 872.274, 730.0 
2024-01-29 11:06:38, 874.462, 730.0 
2024-01-29 11:11:40, 874.797, 730.0 
2024-01-29 11:16:43, 874.872, 730.0 
2024-01-29 11:21:45, 877.717, 730.0 
2024-01-29 11:26:48, 880.94, 730.0 
2024-01-29 11:31:50, 881.201, 730.0 
2024-01-29 11:36:52, 884.787, 730.0 
2024-01-29 11:41:55, 884.929, 730.0 
2024-01-29 11:46:57, 887.039, 730.0 
2024-01-29 11:52:00, 886.448, 730.0 
