TIME, am_PWV(um), balloon_PWV(um) 
2024-01-17 11:01:36, 704.085, 560.0 
2024-01-17 11:06:38, 704.607, 560.0 
2024-01-17 11:11:41, 706.556, 560.0 
2024-01-17 11:16:43, 709.554, 560.0 
2024-01-17 11:21:46, 709.053, 560.0 
2024-01-17 11:26:48, 709.391, 560.0 
2024-01-17 11:31:50, 712.156, 560.0 
2024-01-17 11:36:53, 715.113, 560.0 
2024-01-17 11:41:55, 717.552, 560.0 
2024-01-17 11:46:58, 720.532, 560.0 
2024-01-17 11:52:00, 720.976, 560.0 
2024-01-17 11:01:36, 704.085, 560.0 
2024-01-17 11:06:38, 704.607, 560.0 
2024-01-17 11:11:41, 706.556, 560.0 
2024-01-17 11:16:43, 709.554, 560.0 
2024-01-17 11:21:46, 709.053, 560.0 
2024-01-17 11:26:48, 709.391, 560.0 
2024-01-17 11:31:50, 712.156, 560.0 
2024-01-17 11:36:53, 715.113, 560.0 
2024-01-17 11:41:55, 717.552, 560.0 
2024-01-17 11:46:58, 720.532, 560.0 
2024-01-17 11:52:00, 720.976, 560.0 
