TIME, am_PWV(um), balloon_PWV(um) 
2024-01-05 11:01:36, 824.482, 640.0 
2024-01-05 11:06:38, 823.535, 640.0 
2024-01-05 11:11:41, 823.912, 640.0 
2024-01-05 11:16:43, 824.979, 640.0 
2024-01-05 11:21:45, 826.65, 640.0 
2024-01-05 11:26:48, 828.418, 640.0 
2024-01-05 11:31:50, 829.184, 640.0 
2024-01-05 11:36:53, 828.418, 640.0 
2024-01-05 11:41:55, 828.632, 640.0 
2024-01-05 11:46:57, 827.242, 640.0 
2024-01-05 11:52:00, 825.244, 640.0 
2024-01-05 11:01:36, 824.482, 640.0 
2024-01-05 11:06:38, 823.535, 640.0 
2024-01-05 11:11:41, 823.912, 640.0 
2024-01-05 11:16:43, 824.979, 640.0 
2024-01-05 11:21:45, 826.65, 640.0 
2024-01-05 11:26:48, 828.418, 640.0 
2024-01-05 11:31:50, 829.184, 640.0 
2024-01-05 11:36:53, 828.418, 640.0 
2024-01-05 11:41:55, 828.632, 640.0 
2024-01-05 11:46:57, 827.242, 640.0 
2024-01-05 11:52:00, 825.244, 640.0 
2024-01-05 11:01:36, 824.482, 640.0 
2024-01-05 11:06:38, 823.535, 640.0 
2024-01-05 11:11:41, 823.912, 640.0 
2024-01-05 11:16:43, 824.979, 640.0 
2024-01-05 11:21:45, 826.65, 640.0 
2024-01-05 11:26:48, 828.418, 640.0 
2024-01-05 11:31:50, 829.184, 640.0 
2024-01-05 11:36:53, 828.418, 640.0 
2024-01-05 11:41:55, 828.632, 640.0 
2024-01-05 11:46:57, 827.242, 640.0 
2024-01-05 11:52:00, 825.244, 640.0 
