TIME, am_PWV(um), balloon_PWV(um) 
2024-01-03 11:01:36, 1613.78, 1320.0 
2024-01-03 11:06:38, 1614.89, 1320.0 
2024-01-03 11:11:41, 1615.15, 1320.0 
2024-01-03 11:16:43, 1615.29, 1320.0 
2024-01-03 11:21:46, 1615.82, 1320.0 
2024-01-03 11:26:48, 1616.04, 1320.0 
2024-01-03 11:31:51, 1618.35, 1320.0 
2024-01-03 11:36:53, 1620.49, 1320.0 
2024-01-03 11:41:55, 1616.53, 1320.0 
2024-01-03 11:46:58, 1614.82, 1320.0 
2024-01-03 11:52:00, 1613.17, 1320.0 
2024-01-03 11:01:36, 1613.78, 1320.0 
2024-01-03 11:06:38, 1614.89, 1320.0 
2024-01-03 11:11:41, 1615.15, 1320.0 
2024-01-03 11:16:43, 1615.29, 1320.0 
2024-01-03 11:21:46, 1615.82, 1320.0 
2024-01-03 11:26:48, 1616.04, 1320.0 
2024-01-03 11:31:51, 1618.35, 1320.0 
2024-01-03 11:36:53, 1620.49, 1320.0 
2024-01-03 11:41:55, 1616.53, 1320.0 
2024-01-03 11:46:58, 1614.82, 1320.0 
2024-01-03 11:52:00, 1613.17, 1320.0 
2024-01-03 11:01:36, 1613.78, 1320.0 
2024-01-03 11:06:38, 1614.89, 1320.0 
2024-01-03 11:11:41, 1615.15, 1320.0 
2024-01-03 11:16:43, 1615.29, 1320.0 
2024-01-03 11:21:46, 1615.82, 1320.0 
2024-01-03 11:26:48, 1616.04, 1320.0 
2024-01-03 11:31:51, 1618.35, 1320.0 
2024-01-03 11:36:53, 1620.49, 1320.0 
2024-01-03 11:41:55, 1616.53, 1320.0 
2024-01-03 11:46:58, 1614.82, 1320.0 
2024-01-03 11:52:00, 1613.17, 1320.0 
