TIME, am_PWV(um), balloon_PWV(um) 
2024-01-13 11:01:35, 976.794, 800.0 
2024-01-13 11:06:38, 977.143, 800.0 
2024-01-13 11:11:40, 975.348, 800.0 
2024-01-13 11:16:43, 969.944, 800.0 
2024-01-13 11:21:45, 967.612, 800.0 
2024-01-13 11:26:47, 967.17, 800.0 
2024-01-13 11:31:50, 971.538, 800.0 
2024-01-13 11:36:52, 976.299, 800.0 
2024-01-13 11:41:55, 975.89, 800.0 
2024-01-13 11:46:57, 973.447, 800.0 
2024-01-13 11:51:59, 968.759, 800.0 
2024-01-13 11:01:35, 976.794, 800.0 
2024-01-13 11:06:38, 977.143, 800.0 
2024-01-13 11:11:40, 975.348, 800.0 
2024-01-13 11:16:43, 969.944, 800.0 
2024-01-13 11:21:45, 967.612, 800.0 
2024-01-13 11:26:47, 967.17, 800.0 
2024-01-13 11:31:50, 971.538, 800.0 
2024-01-13 11:36:52, 976.299, 800.0 
2024-01-13 11:41:55, 975.89, 800.0 
2024-01-13 11:46:57, 973.447, 800.0 
2024-01-13 11:51:59, 968.759, 800.0 
