TIME, am_PWV(um), balloon_PWV(um) 
2024-01-08 11:01:35, 907.752, 780.0 
2024-01-08 11:06:38, 906.621, 780.0 
2024-01-08 11:11:40, 907.125, 780.0 
2024-01-08 11:16:43, 905.078, 780.0 
2024-01-08 11:21:45, 903.872, 780.0 
2024-01-08 11:26:47, 905.201, 780.0 
2024-01-08 11:31:50, 902.824, 780.0 
2024-01-08 11:36:52, 901.176, 780.0 
2024-01-08 11:41:55, 899.576, 780.0 
2024-01-08 11:46:57, 899.998, 780.0 
2024-01-08 11:51:59, 898.91, 780.0 
2024-01-08 11:01:35, 907.752, 780.0 
2024-01-08 11:06:38, 906.621, 780.0 
2024-01-08 11:11:40, 907.125, 780.0 
2024-01-08 11:16:43, 905.078, 780.0 
2024-01-08 11:21:45, 903.872, 780.0 
2024-01-08 11:26:47, 905.201, 780.0 
2024-01-08 11:31:50, 902.824, 780.0 
2024-01-08 11:36:52, 901.176, 780.0 
2024-01-08 11:41:55, 899.576, 780.0 
2024-01-08 11:46:57, 899.998, 780.0 
2024-01-08 11:51:59, 898.91, 780.0 
