TIME, am_PWV(um), balloon_PWV(um) 
2024-01-09 11:01:36, 976.902, 900.0 
2024-01-09 11:06:39, 974.782, 900.0 
2024-01-09 11:11:41, 975.444, 900.0 
2024-01-09 11:16:43, 975.143, 900.0 
2024-01-09 11:21:46, 972.354, 900.0 
2024-01-09 11:26:48, 972.882, 900.0 
2024-01-09 11:31:51, 977.819, 900.0 
2024-01-09 11:36:53, 982.684, 900.0 
2024-01-09 11:41:55, 984.13, 900.0 
2024-01-09 11:46:58, 989.429, 900.0 
2024-01-09 11:52:00, 992.181, 900.0 
2024-01-09 11:01:36, 976.902, 900.0 
2024-01-09 11:06:39, 974.782, 900.0 
2024-01-09 11:11:41, 975.444, 900.0 
2024-01-09 11:16:43, 975.143, 900.0 
2024-01-09 11:21:46, 972.354, 900.0 
2024-01-09 11:26:48, 972.882, 900.0 
2024-01-09 11:31:51, 977.819, 900.0 
2024-01-09 11:36:53, 982.684, 900.0 
2024-01-09 11:41:55, 984.13, 900.0 
2024-01-09 11:46:58, 989.429, 900.0 
2024-01-09 11:52:00, 992.181, 900.0 
