TIME, am_PWV(um), balloon_PWV(um) 
2024-02-09 11:01:35, 982.794, 890.0 
2024-02-09 11:06:38, 986.574, 890.0 
2024-02-09 11:11:40, 988.33, 890.0 
2024-02-09 11:16:43, 988.184, 890.0 
2024-02-09 11:21:45, 991.912, 890.0 
2024-02-09 11:26:47, 995.113, 890.0 
2024-02-09 11:31:50, 995.556, 890.0 
2024-02-09 11:36:52, 993.174, 890.0 
2024-02-09 11:41:55, 991.226, 890.0 
2024-02-09 11:46:57, 991.092, 890.0 
2024-02-09 11:51:59, 987.33, 890.0 
2024-02-09 11:01:35, 982.794, 890.0 
2024-02-09 11:06:38, 986.574, 890.0 
2024-02-09 11:11:40, 988.33, 890.0 
2024-02-09 11:16:43, 988.184, 890.0 
2024-02-09 11:21:45, 991.912, 890.0 
2024-02-09 11:26:47, 995.113, 890.0 
2024-02-09 11:31:50, 995.556, 890.0 
2024-02-09 11:36:52, 993.174, 890.0 
2024-02-09 11:41:55, 991.226, 890.0 
2024-02-09 11:46:57, 991.092, 890.0 
2024-02-09 11:51:59, 987.33, 890.0 
