TIME, am_PWV(um), balloon_PWV(um) 
2024-02-07 11:01:36, 1308.08, 1130.0 
2024-02-07 11:06:39, 1308.37, 1130.0 
2024-02-07 11:11:41, 1304.82, 1130.0 
2024-02-07 11:16:43, 1304.9, 1130.0 
2024-02-07 11:21:46, 1298.64, 1130.0 
2024-02-07 11:26:48, 1293.46, 1130.0 
2024-02-07 11:31:51, 1292.29, 1130.0 
2024-02-07 11:36:53, 1292.05, 1130.0 
2024-02-07 11:41:55, 1292.61, 1130.0 
2024-02-07 11:46:58, 1295.52, 1130.0 
2024-02-07 11:52:00, 1295.84, 1130.0 
2024-02-07 11:01:36, 1308.08, 1130.0 
2024-02-07 11:06:39, 1308.37, 1130.0 
2024-02-07 11:11:41, 1304.82, 1130.0 
2024-02-07 11:16:43, 1304.9, 1130.0 
2024-02-07 11:21:46, 1298.64, 1130.0 
2024-02-07 11:26:48, 1293.46, 1130.0 
2024-02-07 11:31:51, 1292.29, 1130.0 
2024-02-07 11:36:53, 1292.05, 1130.0 
2024-02-07 11:41:55, 1292.61, 1130.0 
2024-02-07 11:46:58, 1295.52, 1130.0 
2024-02-07 11:52:00, 1295.84, 1130.0 
