TIME, am_PWV(um), balloon_PWV(um) 
2024-01-20 11:01:35, 1261.47, 1070.0 
2024-01-20 11:06:38, 1262.84, 1070.0 
2024-01-20 11:11:40, 1260.46, 1070.0 
2024-01-20 11:16:43, 1258.28, 1070.0 
2024-01-20 11:21:45, 1256.63, 1070.0 
2024-01-20 11:26:47, 1255.22, 1070.0 
2024-01-20 11:31:50, 1254.99, 1070.0 
2024-01-20 11:36:52, 1256.1, 1070.0 
2024-01-20 11:41:55, 1256.33, 1070.0 
2024-01-20 11:46:57, 1256.09, 1070.0 
2024-01-20 11:51:59, 1256.06, 1070.0 
2024-01-20 11:01:35, 1261.47, 1070.0 
2024-01-20 11:06:38, 1262.84, 1070.0 
2024-01-20 11:11:40, 1260.46, 1070.0 
2024-01-20 11:16:43, 1258.28, 1070.0 
2024-01-20 11:21:45, 1256.63, 1070.0 
2024-01-20 11:26:47, 1255.22, 1070.0 
2024-01-20 11:31:50, 1254.99, 1070.0 
2024-01-20 11:36:52, 1256.1, 1070.0 
2024-01-20 11:41:55, 1256.33, 1070.0 
2024-01-20 11:46:57, 1256.09, 1070.0 
2024-01-20 11:51:59, 1256.06, 1070.0 
