TIME, am_PWV(um), balloon_PWV(um) 
2024-02-04 11:01:35, 961.17, 830.0 
2024-02-04 11:06:38, 960.399, 830.0 
2024-02-04 11:11:40, 961.443, 830.0 
2024-02-04 11:16:43, 959.179, 830.0 
2024-02-04 11:21:45, 959.38, 830.0 
2024-02-04 11:26:48, 961.515, 830.0 
2024-02-04 11:31:50, 962.572, 830.0 
2024-02-04 11:36:52, 964.403, 830.0 
2024-02-04 11:41:55, 964.32, 830.0 
2024-02-04 11:46:57, 965.476, 830.0 
2024-02-04 11:52:00, 965.333, 830.0 
2024-02-04 11:01:35, 961.17, 830.0 
2024-02-04 11:06:38, 960.399, 830.0 
2024-02-04 11:11:40, 961.443, 830.0 
2024-02-04 11:16:43, 959.179, 830.0 
2024-02-04 11:21:45, 959.38, 830.0 
2024-02-04 11:26:48, 961.515, 830.0 
2024-02-04 11:31:50, 962.572, 830.0 
2024-02-04 11:36:52, 964.403, 830.0 
2024-02-04 11:41:55, 964.32, 830.0 
2024-02-04 11:46:57, 965.476, 830.0 
2024-02-04 11:52:00, 965.333, 830.0 
