TIME, am_PWV(um), balloon_PWV(um) 
2024-02-08 11:01:36, 1282.76, 1130.0 
2024-02-08 11:06:38, 1283.73, 1130.0 
2024-02-08 11:11:41, 1286.52, 1130.0 
2024-02-08 11:16:43, 1293.5, 1130.0 
2024-02-08 11:21:46, 1298.72, 1130.0 
2024-02-08 11:26:48, 1296.64, 1130.0 
2024-02-08 11:31:50, 1293.52, 1130.0 
2024-02-08 11:36:53, 1291.17, 1130.0 
2024-02-08 11:41:55, 1292.0, 1130.0 
2024-02-08 11:46:58, 1292.75, 1130.0 
2024-02-08 11:52:00, 1295.39, 1130.0 
2024-02-08 11:01:36, 1282.76, 1130.0 
2024-02-08 11:06:38, 1283.73, 1130.0 
2024-02-08 11:11:41, 1286.52, 1130.0 
2024-02-08 11:16:43, 1293.5, 1130.0 
2024-02-08 11:21:46, 1298.72, 1130.0 
2024-02-08 11:26:48, 1296.64, 1130.0 
2024-02-08 11:31:50, 1293.52, 1130.0 
2024-02-08 11:36:53, 1291.17, 1130.0 
2024-02-08 11:41:55, 1292.0, 1130.0 
2024-02-08 11:46:58, 1292.75, 1130.0 
2024-02-08 11:52:00, 1295.39, 1130.0 
