TIME, am_PWV(um), balloon_PWV(um) 
2024-02-03 11:01:36, 1218.29, 1000.0 
2024-02-03 11:06:38, 1225.55, 1000.0 
2024-02-03 11:11:41, 1229.95, 1000.0 
2024-02-03 11:16:43, 1231.44, 1000.0 
2024-02-03 11:21:46, 1230.53, 1000.0 
2024-02-03 11:26:48, 1231.14, 1000.0 
2024-02-03 11:31:50, 1229.68, 1000.0 
2024-02-03 11:36:53, 1229.97, 1000.0 
2024-02-03 11:41:55, 1233.0, 1000.0 
2024-02-03 11:46:58, 1234.0, 1000.0 
2024-02-03 11:52:00, 1230.56, 1000.0 
2024-02-03 11:01:36, 1218.29, 1000.0 
2024-02-03 11:06:38, 1225.55, 1000.0 
2024-02-03 11:11:41, 1229.95, 1000.0 
2024-02-03 11:16:43, 1231.44, 1000.0 
2024-02-03 11:21:46, 1230.53, 1000.0 
2024-02-03 11:26:48, 1231.14, 1000.0 
2024-02-03 11:31:50, 1229.68, 1000.0 
2024-02-03 11:36:53, 1229.97, 1000.0 
2024-02-03 11:41:55, 1233.0, 1000.0 
2024-02-03 11:46:58, 1234.0, 1000.0 
2024-02-03 11:52:00, 1230.56, 1000.0 
