TIME, am_PWV(um), balloon_PWV(um) 
2024-01-18 11:01:36, 899.787, 760.0 
2024-01-18 11:06:39, 899.787, 760.0 
2024-01-18 11:11:41, 898.932, 760.0 
2024-01-18 11:16:44, 898.433, 760.0 
2024-01-18 11:21:46, 898.222, 760.0 
2024-01-18 11:26:48, 898.511, 760.0 
2024-01-18 11:31:51, 900.765, 760.0 
2024-01-18 11:36:53, 903.036, 760.0 
2024-01-18 11:41:56, 903.504, 760.0 
2024-01-18 11:46:58, 906.935, 760.0 
2024-01-18 11:52:00, 905.581, 760.0 
2024-01-18 11:01:36, 899.787, 760.0 
2024-01-18 11:06:39, 899.787, 760.0 
2024-01-18 11:11:41, 898.932, 760.0 
2024-01-18 11:16:44, 898.433, 760.0 
2024-01-18 11:21:46, 898.222, 760.0 
2024-01-18 11:26:48, 898.511, 760.0 
2024-01-18 11:31:51, 900.765, 760.0 
2024-01-18 11:36:53, 903.036, 760.0 
2024-01-18 11:41:56, 903.504, 760.0 
2024-01-18 11:46:58, 906.935, 760.0 
2024-01-18 11:52:00, 905.581, 760.0 
