TIME, am_PWV(um), balloon_PWV(um) 
2024-02-05 11:01:36, 865.625, 690.0 
2024-02-05 11:06:39, 868.911, 690.0 
2024-02-05 11:11:41, 871.435, 690.0 
2024-02-05 11:16:43, 872.662, 690.0 
2024-02-05 11:21:46, 872.156, 690.0 
2024-02-05 11:26:48, 872.005, 690.0 
2024-02-05 11:31:51, 872.08, 690.0 
2024-02-05 11:36:53, 870.822, 690.0 
2024-02-05 11:41:55, 871.22, 690.0 
2024-02-05 11:46:58, 870.285, 690.0 
2024-02-05 11:52:00, 868.686, 690.0 
2024-02-05 11:01:36, 865.625, 690.0 
2024-02-05 11:06:39, 868.911, 690.0 
2024-02-05 11:11:41, 871.435, 690.0 
2024-02-05 11:16:43, 872.662, 690.0 
2024-02-05 11:21:46, 872.156, 690.0 
2024-02-05 11:26:48, 872.005, 690.0 
2024-02-05 11:31:51, 872.08, 690.0 
2024-02-05 11:36:53, 870.822, 690.0 
2024-02-05 11:41:55, 871.22, 690.0 
2024-02-05 11:46:58, 870.285, 690.0 
2024-02-05 11:52:00, 868.686, 690.0 
