TIME, am_PWV(um), balloon_PWV(um) 
2024-01-06 11:01:35, 862.905, 710.0 
2024-01-06 11:06:38, 864.802, 710.0 
2024-01-06 11:11:40, 867.154, 710.0 
2024-01-06 11:16:42, 868.118, 710.0 
2024-01-06 11:21:45, 868.696, 710.0 
2024-01-06 11:26:47, 869.952, 710.0 
2024-01-06 11:31:50, 868.546, 710.0 
2024-01-06 11:36:52, 867.186, 710.0 
2024-01-06 11:41:55, 869.061, 710.0 
2024-01-06 11:46:57, 869.426, 710.0 
2024-01-06 11:51:59, 869.619, 710.0 
2024-01-06 11:01:35, 862.905, 710.0 
2024-01-06 11:06:38, 864.802, 710.0 
2024-01-06 11:11:40, 867.154, 710.0 
2024-01-06 11:16:42, 868.118, 710.0 
2024-01-06 11:21:45, 868.696, 710.0 
2024-01-06 11:26:47, 869.952, 710.0 
2024-01-06 11:31:50, 868.546, 710.0 
2024-01-06 11:36:52, 867.186, 710.0 
2024-01-06 11:41:55, 869.061, 710.0 
2024-01-06 11:46:57, 869.426, 710.0 
2024-01-06 11:51:59, 869.619, 710.0 
2024-01-06 11:01:35, 862.905, 710.0 
2024-01-06 11:06:38, 864.802, 710.0 
2024-01-06 11:11:40, 867.154, 710.0 
2024-01-06 11:16:42, 868.118, 710.0 
2024-01-06 11:21:45, 868.696, 710.0 
2024-01-06 11:26:47, 869.952, 710.0 
2024-01-06 11:31:50, 868.546, 710.0 
2024-01-06 11:36:52, 867.186, 710.0 
2024-01-06 11:41:55, 869.061, 710.0 
2024-01-06 11:46:57, 869.426, 710.0 
2024-01-06 11:51:59, 869.619, 710.0 
