TIME, am_PWV(um), balloon_PWV(um) 
2024-02-01 11:01:36, 1000.39, 830.0 
2024-02-01 11:06:39, 1002.59, 830.0 
2024-02-01 11:11:41, 1002.27, 830.0 
2024-02-01 11:16:43, 1001.46, 830.0 
2024-02-01 11:21:46, 1000.92, 830.0 
2024-02-01 11:26:48, 1000.48, 830.0 
2024-02-01 11:31:51, 1002.17, 830.0 
2024-02-01 11:36:53, 1006.31, 830.0 
2024-02-01 11:41:55, 1010.59, 830.0 
2024-02-01 11:46:58, 1015.69, 830.0 
2024-02-01 11:52:00, 1017.7, 830.0 
2024-02-01 11:01:36, 1000.39, 830.0 
2024-02-01 11:06:39, 1002.59, 830.0 
2024-02-01 11:11:41, 1002.27, 830.0 
2024-02-01 11:16:43, 1001.46, 830.0 
2024-02-01 11:21:46, 1000.92, 830.0 
2024-02-01 11:26:48, 1000.48, 830.0 
2024-02-01 11:31:51, 1002.17, 830.0 
2024-02-01 11:36:53, 1006.31, 830.0 
2024-02-01 11:41:55, 1010.59, 830.0 
2024-02-01 11:46:58, 1015.69, 830.0 
2024-02-01 11:52:00, 1017.7, 830.0 
