TIME, am_PWV(um), balloon_PWV(um) 
2024-01-24 11:01:35, 967.098, 810.0 
2024-01-24 11:06:38, 967.994, 810.0 
2024-01-24 11:11:40, 966.549, 810.0 
2024-01-24 11:16:43, 963.618, 810.0 
2024-01-24 11:21:45, 960.435, 810.0 
2024-01-24 11:26:47, 958.35, 810.0 
2024-01-24 11:31:50, 958.137, 810.0 
2024-01-24 11:36:52, 957.735, 810.0 
2024-01-24 11:41:55, 957.629, 810.0 
2024-01-24 11:46:57, 957.286, 810.0 
2024-01-24 11:51:59, 954.937, 810.0 
2024-01-24 11:01:35, 967.098, 810.0 
2024-01-24 11:06:38, 967.994, 810.0 
2024-01-24 11:11:40, 966.549, 810.0 
2024-01-24 11:16:43, 963.618, 810.0 
2024-01-24 11:21:45, 960.435, 810.0 
2024-01-24 11:26:47, 958.35, 810.0 
2024-01-24 11:31:50, 958.137, 810.0 
2024-01-24 11:36:52, 957.735, 810.0 
2024-01-24 11:41:55, 957.629, 810.0 
2024-01-24 11:46:57, 957.286, 810.0 
2024-01-24 11:51:59, 954.937, 810.0 
