TIME, am_PWV(um), balloon_PWV(um) 
2024-01-16 11:01:36, 606.767, 500.0 
2024-01-16 11:06:38, 606.213, 500.0 
2024-01-16 11:11:41, 606.677, 500.0 
2024-01-16 11:16:43, 607.13, 500.0 
2024-01-16 11:21:46, 604.944, 500.0 
2024-01-16 11:26:48, 606.333, 500.0 
2024-01-16 11:31:50, 604.84, 500.0 
2024-01-16 11:36:53, 604.091, 500.0 
2024-01-16 11:41:56, 604.765, 500.0 
2024-01-16 11:46:59, 604.363, 500.0 
2024-01-16 11:52:01, 603.574, 500.0 
2024-01-16 11:01:36, 606.767, 500.0 
2024-01-16 11:06:38, 606.213, 500.0 
2024-01-16 11:11:41, 606.677, 500.0 
2024-01-16 11:16:43, 607.13, 500.0 
2024-01-16 11:21:46, 604.944, 500.0 
2024-01-16 11:26:48, 606.333, 500.0 
2024-01-16 11:31:50, 604.84, 500.0 
2024-01-16 11:36:53, 604.091, 500.0 
2024-01-16 11:41:56, 604.765, 500.0 
2024-01-16 11:46:59, 604.363, 500.0 
2024-01-16 11:52:01, 603.574, 500.0 
