TIME, am_PWV(um), balloon_PWV(um) 
2024-01-28 11:01:36, 1048.4, 880.0 
2024-01-28 11:06:38, 1045.94, 880.0 
2024-01-28 11:11:41, 1042.99, 880.0 
2024-01-28 11:16:43, 1038.37, 880.0 
2024-01-28 11:21:46, 1037.88, 880.0 
2024-01-28 11:26:48, 1039.86, 880.0 
2024-01-28 11:31:51, 1042.44, 880.0 
2024-01-28 11:36:53, 1040.32, 880.0 
2024-01-28 11:41:55, 1030.35, 880.0 
2024-01-28 11:46:58, 1027.06, 880.0 
2024-01-28 11:52:00, 1026.45, 880.0 
2024-01-28 11:01:36, 1048.4, 880.0 
2024-01-28 11:06:38, 1045.94, 880.0 
2024-01-28 11:11:41, 1042.99, 880.0 
2024-01-28 11:16:43, 1038.37, 880.0 
2024-01-28 11:21:46, 1037.88, 880.0 
2024-01-28 11:26:48, 1039.86, 880.0 
2024-01-28 11:31:51, 1042.44, 880.0 
2024-01-28 11:36:53, 1040.32, 880.0 
2024-01-28 11:41:55, 1030.35, 880.0 
2024-01-28 11:46:58, 1027.06, 880.0 
2024-01-28 11:52:00, 1026.45, 880.0 
