TIME, am_PWV(um), balloon_PWV(um) 
2024-01-10 11:01:35, 1180.82, 1010.0 
2024-01-10 11:06:38, 1179.82, 1010.0 
2024-01-10 11:11:40, 1181.38, 1010.0 
2024-01-10 11:16:43, 1181.79, 1010.0 
2024-01-10 11:21:45, 1180.24, 1010.0 
2024-01-10 11:26:48, 1177.35, 1010.0 
2024-01-10 11:31:50, 1173.0, 1010.0 
2024-01-10 11:36:52, 1169.59, 1010.0 
2024-01-10 11:41:55, 1163.08, 1010.0 
2024-01-10 11:46:57, 1158.6, 1010.0 
2024-01-10 11:52:00, 1159.62, 1010.0 
2024-01-10 11:01:35, 1180.82, 1010.0 
2024-01-10 11:06:38, 1179.82, 1010.0 
2024-01-10 11:11:40, 1181.38, 1010.0 
2024-01-10 11:16:43, 1181.79, 1010.0 
2024-01-10 11:21:45, 1180.24, 1010.0 
2024-01-10 11:26:48, 1177.35, 1010.0 
2024-01-10 11:31:50, 1173.0, 1010.0 
2024-01-10 11:36:52, 1169.59, 1010.0 
2024-01-10 11:41:55, 1163.08, 1010.0 
2024-01-10 11:46:57, 1158.6, 1010.0 
2024-01-10 11:52:00, 1159.62, 1010.0 
