TIME, am_PWV(um), balloon_PWV(um) 
2024-02-06 11:01:35, 917.293, 790.0 
2024-02-06 11:06:38, 923.564, 790.0 
2024-02-06 11:11:40, 930.821, 790.0 
2024-02-06 11:16:43, 937.093, 790.0 
2024-02-06 11:21:45, 949.952, 790.0 
2024-02-06 11:26:48, 977.614, 790.0 
2024-02-06 11:31:50, 989.417, 790.0 
2024-02-06 11:36:52, 979.595, 790.0 
2024-02-06 11:41:55, 967.122, 790.0 
2024-02-06 11:46:57, 961.562, 790.0 
2024-02-06 11:52:00, 970.435, 790.0 
2024-02-06 11:01:35, 917.293, 790.0 
2024-02-06 11:06:38, 923.564, 790.0 
2024-02-06 11:11:40, 930.821, 790.0 
2024-02-06 11:16:43, 937.093, 790.0 
2024-02-06 11:21:45, 949.952, 790.0 
2024-02-06 11:26:48, 977.614, 790.0 
2024-02-06 11:31:50, 989.417, 790.0 
2024-02-06 11:36:52, 979.595, 790.0 
2024-02-06 11:41:55, 967.122, 790.0 
2024-02-06 11:46:57, 961.562, 790.0 
2024-02-06 11:52:00, 970.435, 790.0 
