DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240501,010135.903588,011149.451133,613.547545,578.286 um_pwv,705.956 um_pwv,35.0,3.987 K,1.36128
20240501,011150.413153,012203.859634,613.446481,584.365 um_pwv,713.377 um_pwv,35.0,3.948 K,1.37564
20240501,012204.818977,013218.272911,613.453934,593.54 um_pwv,724.578 um_pwv,35.0,3.936 K,1.39733
20240501,013219.227078,014232.674407,613.447329,597.651 um_pwv,729.597 um_pwv,35.0,3.92 K,1.40705
20240501,014233.634440,015247.082603,613.448163,594.184 um_pwv,725.365 um_pwv,35.0,3.978 K,1.39885
20240501,015248.046814,015635.565465,227.518651,588.967 um_pwv,718.996 um_pwv,35.0,3.912 K,1.38652
20240501,020135.709984,021149.260789,613.550805,587.383 um_pwv,717.062 um_pwv,35.0,3.963 K,1.38278
20240501,021150.216768,022203.666796,613.450028,589.744 um_pwv,719.945 um_pwv,35.0,3.859 K,1.38836
20240501,022204.625492,023218.075224,613.449732,588.833 um_pwv,718.832 um_pwv,35.0,3.89 K,1.38620
20240501,023219.033885,024232.481082,613.447197,586.851 um_pwv,716.413 um_pwv,35.0,3.909 K,1.38152
20240501,024233.444437,025246.888986,613.444549,584.621 um_pwv,713.69 um_pwv,35.0,3.93 K,1.37625
20240501,025247.852820,025635.371935,227.519115,583.271 um_pwv,712.042 um_pwv,35.0,3.871 K,1.37306
20240501,030136.524490,031150.076820,613.55233,584.195 um_pwv,713.171 um_pwv,35.0,3.936 K,1.37524
20240501,031151.033327,032204.481461,613.448134,584.149 um_pwv,713.114 um_pwv,35.0,3.934 K,1.37513
20240501,032205.440199,033218.891528,613.451329,586.41 um_pwv,715.875 um_pwv,35.0,3.918 K,1.38048
20240501,033219.849078,034233.299487,613.450409,589.283 um_pwv,719.382 um_pwv,35.0,3.929 K,1.38727
20240501,034234.257510,035247.706675,613.449165,589.054 um_pwv,719.102 um_pwv,35.0,3.93 K,1.38673
20240501,035248.664851,035636.187034,227.522183,586.757 um_pwv,716.298 um_pwv,35.0,3.942 K,1.38130
20240501,050136.331035,051149.878889,613.547854,586.891 um_pwv,716.461 um_pwv,35.0,3.765 K,1.38162
20240501,051150.840118,052204.291183,613.451065,589.076 um_pwv,719.129 um_pwv,35.0,3.789 K,1.38678
20240501,052205.247495,053218.694337,613.446842,585.922 um_pwv,715.279 um_pwv,35.0,3.754 K,1.37933
20240501,053219.657566,054233.105242,613.447676,584.552 um_pwv,713.606 um_pwv,35.0,3.793 K,1.37609
20240501,054234.067104,055247.512349,613.445245,588.325 um_pwv,718.212 um_pwv,35.0,3.802 K,1.38500
20240501,055248.474580,055635.992999,227.518419,586.79 um_pwv,716.338 um_pwv,35.0,3.769 K,1.38138
20240501,060136.184297,061149.733327,613.54903,586.096 um_pwv,715.491 um_pwv,35.0,3.827 K,1.37974
20240501,061150.695161,062204.142870,613.447709,584.966 um_pwv,714.112 um_pwv,35.0,3.843 K,1.37707
20240501,062205.104890,063218.552793,613.447903,584.221 um_pwv,713.202 um_pwv,35.0,3.883 K,1.37530
20240501,063219.510049,064232.960811,613.450762,584.332 um_pwv,713.338 um_pwv,35.0,3.897 K,1.37557
20240501,064233.919946,065247.368098,613.448152,583.958 um_pwv,712.881 um_pwv,35.0,3.891 K,1.37468
20240501,065248.326155,065635.847725,227.52157,584.105 um_pwv,713.061 um_pwv,35.0,3.873 K,1.37503
20240501,070136.012244,071149.586844,613.5746,581.204 um_pwv,709.519 um_pwv,35.0,3.892 K,1.36818
20240501,071150.548337,072203.999666,613.451329,579.559 um_pwv,707.511 um_pwv,35.0,3.827 K,1.36429
20240501,072204.955890,073218.405465,613.449575,579.948 um_pwv,707.986 um_pwv,35.0,3.822 K,1.36521
20240501,073219.367533,074232.811863,613.44433,577.591 um_pwv,705.108 um_pwv,35.0,3.834 K,1.35964
