DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20241201,010136.039040,011149.591228,613.552188,615.202 um_pwv,751.023 um_pwv,35.0,4.837 K,1.44853
20241201,011150.548128,012203.996370,613.448242,616.523 um_pwv,752.636 um_pwv,35.0,4.798 K,1.45165
20241201,012204.959404,013218.405947,613.446543,620.718 um_pwv,757.756 um_pwv,35.0,4.817 K,1.46156
20241201,013219.362852,014232.815618,613.452766,622.971 um_pwv,760.508 um_pwv,35.0,4.814 K,1.46689
20241201,014233.774056,015247.219115,613.445059,626.082 um_pwv,764.305 um_pwv,35.0,4.806 K,1.47424
20241201,015248.182776,015635.703078,227.520302,626.901 um_pwv,765.305 um_pwv,35.0,4.794 K,1.47617
20241201,020135.856325,021149.393876,613.537551,627.329 um_pwv,765.828 um_pwv,35.0,4.802 K,1.47719
20241201,021150.356327,022203.805452,613.449125,627.457 um_pwv,765.984 um_pwv,35.0,4.748 K,1.47749
20241201,022204.762661,023218.214109,613.451448,626.406 um_pwv,764.701 um_pwv,35.0,4.817 K,1.47501
20241201,023219.171735,024232.619059,613.447324,626.974 um_pwv,765.394 um_pwv,35.0,4.812 K,1.47635
20241201,024233.581812,025247.026649,613.444837,625.018 um_pwv,763.006 um_pwv,35.0,4.813 K,1.47172
20241201,025247.989400,025635.508901,227.519501,621.56 um_pwv,758.785 um_pwv,35.0,4.796 K,1.46355
20241201,030135.653584,031149.198073,613.544489,620.58 um_pwv,757.588 um_pwv,35.0,4.83 K,1.46124
20241201,031150.160244,032203.606213,613.445969,623.786 um_pwv,761.502 um_pwv,35.0,4.886 K,1.46881
20241201,032204.570400,033218.013924,613.443524,623.832 um_pwv,761.559 um_pwv,35.0,4.872 K,1.46892
20241201,033218.977316,034232.424703,613.447387,626.835 um_pwv,765.224 um_pwv,35.0,4.874 K,1.47602
20241201,034233.384414,035246.830392,613.445978,631.509 um_pwv,770.93 um_pwv,35.0,4.903 K,1.48706
20241201,035247.787448,035635.311517,227.524069,631.415 um_pwv,770.816 um_pwv,35.0,4.917 K,1.48684
20241201,050136.557836,051150.108576,613.55074,629.86 um_pwv,768.917 um_pwv,35.0,5.153 K,1.48317
20241201,051151.065011,052204.514464,613.449453,633.849 um_pwv,773.786 um_pwv,35.0,5.213 K,1.49259
20241201,052205.476825,053218.926251,613.449426,636.354 um_pwv,776.845 um_pwv,35.0,5.246 K,1.49852
20241201,053219.884359,054233.331408,613.447049,632.147 um_pwv,771.709 um_pwv,35.0,5.264 K,1.48857
20241201,054234.294115,055247.741151,613.447036,629.39 um_pwv,768.343 um_pwv,35.0,5.268 K,1.48206
20241201,055248.703334,055636.223653,227.520319,625.449 um_pwv,763.533 um_pwv,35.0,5.26 K,1.47274
20241201,060136.414705,061149.965239,613.550534,623.371 um_pwv,760.995 um_pwv,35.0,5.308 K,1.46783
20241201,061150.926576,062204.373318,613.446742,625.773 um_pwv,763.928 um_pwv,35.0,5.311 K,1.47351
20241201,062205.335404,063218.778588,613.443184,625.485 um_pwv,763.576 um_pwv,35.0,5.288 K,1.47283
20241201,063219.740687,064233.189613,613.448926,632.865 um_pwv,772.585 um_pwv,35.0,5.26 K,1.49027
20241201,064234.146546,065247.596463,613.449917,635.879 um_pwv,776.265 um_pwv,35.0,5.249 K,1.49739
20241201,065248.559204,065636.077707,227.518503,635.268 um_pwv,775.519 um_pwv,35.0,5.161 K,1.49595
20241201,070136.223535,071149.771036,613.547501,644.519 um_pwv,786.813 um_pwv,35.0,5.217 K,1.51781
20241201,071150.729731,072204.180256,613.450525,651.481 um_pwv,795.312 um_pwv,35.0,5.219 K,1.53427
20241201,072205.141971,073218.592042,613.450071,655.607 um_pwv,800.349 um_pwv,35.0,5.182 K,1.54402
20241201,073219.547987,074232.998597,613.45061,658.821 um_pwv,804.273 um_pwv,35.0,5.173 K,1.55161
20241201,074233.954335,075247.404938,613.450603,659.158 um_pwv,804.683 um_pwv,35.0,5.194 K,1.55241
20241201,075248.366357,075635.884553,227.518196,656.858 um_pwv,801.876 um_pwv,35.0,5.177 K,1.54697
20241201,090135.992064,091149.532722,613.540658,650.769 um_pwv,794.442 um_pwv,35.0,5.272 K,1.53258
20241201,091150.488667,092203.936911,613.448244,647.434 um_pwv,790.371 um_pwv,35.0,5.325 K,1.52470
20241201,092204.899879,093218.343977,613.444098,637.454 um_pwv,778.187 um_pwv,35.0,5.368 K,1.50111
20241201,093219.306983,094232.752411,613.445428,633.771 um_pwv,773.691 um_pwv,35.0,5.489 K,1.49241
20241201,094233.716055,095247.164054,613.447999,631.695 um_pwv,771.158 um_pwv,35.0,5.592 K,1.48751
20241201,095248.120991,095635.643635,227.522644,630.637 um_pwv,769.866 um_pwv,35.0,5.606 K,1.48500
20241201,100135.788937,101149.340241,613.551304,631.022 um_pwv,770.335 um_pwv,35.0,5.815 K,1.48591
20241201,101150.296586,102203.744479,613.447893,621.579 um_pwv,758.808 um_pwv,35.0,5.861 K,1.46360
20241201,102204.708158,103218.157229,613.449071,612.387 um_pwv,747.587 um_pwv,35.0,5.895 K,1.44187
20241201,103219.116335,104232.561664,613.445329,606.378 um_pwv,740.251 um_pwv,35.0,5.938 K,1.42767
20241201,104233.524660,105246.970601,613.445941,597.298 um_pwv,729.166 um_pwv,35.0,5.996 K,1.40621
