DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20241001,010136.049036,011149.620800,613.571764,481.997 um_pwv,588.41 um_pwv,35.0,3.505 K,1.13371
20241001,011150.584481,012204.032617,613.448136,481.821 um_pwv,588.194 um_pwv,35.0,3.425 K,1.13329
20241001,012204.991334,013218.437712,613.446378,492.863 um_pwv,601.675 um_pwv,35.0,3.316 K,1.15939
20241001,013219.400718,014232.845055,613.444337,491.07 um_pwv,599.485 um_pwv,35.0,3.353 K,1.15515
20241001,014233.807813,015247.250855,613.443042,495.663 um_pwv,605.093 um_pwv,35.0,3.331 K,1.16601
20241001,015248.214754,015635.735625,227.520871,503.415 um_pwv,614.556 um_pwv,35.0,3.228 K,1.18433
20241001,020108.679776,021122.259765,613.579989,514.815 um_pwv,628.474 um_pwv,35.0,3.17 K,1.21127
20241001,021123.216371,022136.666829,613.450458,521.762 um_pwv,636.954 um_pwv,35.0,3.22 K,1.22769
20241001,022137.623800,023151.071678,613.447878,531.873 um_pwv,649.297 um_pwv,35.0,3.169 K,1.25159
20241001,023152.034930,024205.478919,613.443989,546.608 um_pwv,667.286 um_pwv,35.0,3.06 K,1.28641
20241001,024206.443115,025219.890710,613.447595,553.426 um_pwv,675.609 um_pwv,35.0,3.001 K,1.30252
20241001,025220.847919,025608.368744,227.520825,554.286 um_pwv,676.658 um_pwv,35.0,2.92 K,1.30456
20241001,030109.376898,031122.929163,613.552265,554.819 um_pwv,677.309 um_pwv,35.0,3.074 K,1.30582
20241001,031123.886453,032137.333671,613.447218,566.917 um_pwv,692.078 um_pwv,35.0,3.027 K,1.33441
20241001,032138.296407,033151.739712,613.443305,573.929 um_pwv,700.638 um_pwv,35.0,3.073 K,1.35098
20241001,033152.702927,034206.152292,613.449365,584.048 um_pwv,712.991 um_pwv,35.0,3.124 K,1.37490
20241001,034207.109470,035220.557861,613.448391,594.034 um_pwv,725.182 um_pwv,35.0,3.066 K,1.39850
20241001,035221.514805,035609.038235,227.52343,592.794 um_pwv,723.668 um_pwv,35.0,3.08 K,1.39557
20241001,050136.201376,051149.749165,613.547789,645.787 um_pwv,788.36 um_pwv,35.0,3.125 K,1.52081
20241001,051150.711397,052204.158985,613.447588,650.138 um_pwv,793.672 um_pwv,35.0,3.051 K,1.53109
20241001,052205.121085,053218.566525,613.44544,652.821 um_pwv,796.947 um_pwv,35.0,3.167 K,1.53743
20241001,053219.528892,054232.975124,613.446232,649.497 um_pwv,792.89 um_pwv,35.0,3.092 K,1.52958
20241001,054233.931456,055247.380546,613.44909,647.019 um_pwv,789.865 um_pwv,35.0,3.067 K,1.52372
20241001,055248.342571,055635.860637,227.518066,643.688 um_pwv,785.798 um_pwv,35.0,2.99 K,1.51585
20241001,060109.318071,061122.864688,613.546617,652.623 um_pwv,796.706 um_pwv,35.0,3.107 K,1.53696
20241001,061123.827547,062137.274635,613.447088,656.956 um_pwv,801.995 um_pwv,35.0,3.103 K,1.54720
20241001,062138.236405,063151.680914,613.444509,661.78 um_pwv,807.884 um_pwv,35.0,3.146 K,1.55861
20241001,063152.642197,064206.090454,613.448257,665.517 um_pwv,812.446 um_pwv,35.0,3.166 K,1.56744
20241001,064207.047346,065220.495695,613.448349,649.305 um_pwv,792.655 um_pwv,35.0,3.119 K,1.52912
20241001,065221.457753,065608.977734,227.519981,641.954 um_pwv,783.681 um_pwv,35.0,2.95 K,1.51175
20241001,070108.977467,071122.523111,613.545644,636.993 um_pwv,777.625 um_pwv,35.0,3.032 K,1.50003
20241001,071123.484745,072136.932316,613.447571,636.794 um_pwv,777.382 um_pwv,35.0,2.976 K,1.49955
20241001,072137.894072,073151.342832,613.44876,642.631 um_pwv,784.507 um_pwv,35.0,2.999 K,1.51335
20241001,073152.298741,074205.748057,613.449316,647.988 um_pwv,791.048 um_pwv,35.0,2.934 K,1.52601
20241001,074206.709885,075220.157506,613.447621,648.105 um_pwv,791.19 um_pwv,35.0,2.901 K,1.52629
20241001,075221.113534,075608.636743,227.523209,647.152 um_pwv,790.026 um_pwv,35.0,2.844 K,1.52403
20241001,090136.141665,091149.686093,613.544428,689.392 um_pwv,841.592 um_pwv,35.0,2.943 K,1.62386
20241001,091150.642414,092204.089768,613.447354,698.394 um_pwv,852.582 um_pwv,35.0,2.874 K,1.64514
20241001,092205.052420,093218.495781,613.443361,697.155 um_pwv,851.069 um_pwv,35.0,2.833 K,1.64221
20241001,093219.458761,094232.903382,613.444621,692.22 um_pwv,845.045 um_pwv,35.0,2.823 K,1.63054
20241001,094233.866658,095247.313432,613.446774,683.157 um_pwv,833.98 um_pwv,35.0,2.756 K,1.60913
20241001,095248.276133,095635.793632,227.517499,680.516 um_pwv,830.757 um_pwv,35.0,2.804 K,1.60289
20241001,100109.777703,101123.327337,613.549634,689.896 um_pwv,842.208 um_pwv,35.0,2.943 K,1.62505
20241001,101124.284774,102137.733991,613.449217,698.268 um_pwv,852.428 um_pwv,35.0,3.073 K,1.64484
20241001,102138.696621,103152.139476,613.442855,706.661 um_pwv,862.673 um_pwv,35.0,3.103 K,1.66467
20241001,103153.102111,104206.549881,613.44777,710.121 um_pwv,866.897 um_pwv,35.0,3.123 K,1.67285
20241001,104207.508967,105220.956414,613.447447,704.323 um_pwv,859.819 um_pwv,35.0,3.171 K,1.65915
20241001,105221.913418,105609.436178,227.52276,700.995 um_pwv,855.756 um_pwv,35.0,3.026 K,1.65128
20241001,110109.440564,111122.985994,613.54543,709.607 um_pwv,866.27 um_pwv,35.0,3.177 K,1.67163
20241001,111123.947867,112137.395026,613.447159,712.437 um_pwv,869.725 um_pwv,35.0,3.132 K,1.67832
20241001,112138.353791,113151.800960,613.447169,717.204 um_pwv,875.545 um_pwv,35.0,2.974 K,1.68959
20241001,113152.757884,114206.210042,613.452158,715.124 um_pwv,873.006 um_pwv,35.0,3.021 K,1.68467
20241001,114207.168181,115220.612624,613.444443,705.54 um_pwv,861.305 um_pwv,35.0,3.011 K,1.66202
20241001,115221.575870,115609.094817,227.518947,701.098 um_pwv,855.883 um_pwv,35.0,3.059 K,1.65153
20241001,130136.126313,131149.666508,613.540195,702.68 um_pwv,857.814 um_pwv,35.0,2.975 K,1.65526
20241001,131150.621697,132204.073162,613.451465,702.327 um_pwv,857.383 um_pwv,35.0,2.861 K,1.65443
20241001,132205.030618,133218.480515,613.449897,701.866 um_pwv,856.82 um_pwv,35.0,2.807 K,1.65334
20241001,133219.436253,134232.887064,613.450811,712.747 um_pwv,870.103 um_pwv,35.0,2.821 K,1.67906
20241001,134233.848559,135247.292108,613.443549,714.454 um_pwv,872.188 um_pwv,35.0,2.832 K,1.68309
20241001,135248.254577,135635.775004,227.520427,715.036 um_pwv,872.898 um_pwv,35.0,2.742 K,1.68447
20241001,140108.855830,141122.440909,613.585079,731.493 um_pwv,892.988 um_pwv,35.0,2.88 K,1.72336
20241001,141123.401848,142136.852946,613.451098,745.633 um_pwv,910.25 um_pwv,35.0,2.865 K,1.75677
20241001,142137.809855,143151.255768,613.445913,763.034 um_pwv,931.493 um_pwv,35.0,2.878 K,1.79790
20241001,143152.218107,144205.667712,613.449605,773.491 um_pwv,944.258 um_pwv,35.0,2.767 K,1.82261
20241001,144206.623529,145220.075644,613.452115,761.522 um_pwv,929.647 um_pwv,35.0,2.669 K,1.79432
20241001,145221.031443,145608.553786,227.522343,755.69 um_pwv,922.527 um_pwv,35.0,2.751 K,1.78054
20241001,150108.525756,151122.153976,613.62822,755.857 um_pwv,922.732 um_pwv,35.0,2.861 K,1.78094
20241001,151123.109136,152136.559185,613.450049,762.891 um_pwv,931.318 um_pwv,35.0,2.744 K,1.79756
20241001,152137.521035,153150.966714,613.445679,759.428 um_pwv,927.09 um_pwv,35.0,2.582 K,1.78937
20241001,153151.928833,154205.376529,613.447696,757.942 um_pwv,925.276 um_pwv,35.0,2.492 K,1.78586
20241001,154206.333170,155219.784277,613.451107,771.428 um_pwv,941.74 um_pwv,35.0,2.472 K,1.81773
20241001,155220.739956,155608.262437,227.522481,776.099 um_pwv,947.441 um_pwv,35.0,2.461 K,1.82877
20241001,170136.148954,171149.699714,613.55076,827.365 um_pwv,1010.03 um_pwv,35.0,2.737 K,1.94992
20241001,171150.661528,172204.108184,613.446656,829.123 um_pwv,1012.17 um_pwv,35.0,2.556 K,1.95408
20241001,172205.065020,173218.516940,613.45192,827.283 um_pwv,1009.93 um_pwv,35.0,2.51 K,1.94973
20241001,173219.473888,174232.924389,613.450501,826.385 um_pwv,1008.83 um_pwv,35.0,2.563 K,1.94761
20241001,174233.881334,175247.332655,613.451321,833.543 um_pwv,1017.57 um_pwv,35.0,2.569 K,1.96452
20241001,175248.289458,175635.813568,227.52411,838.114 um_pwv,1023.15 um_pwv,35.0,2.537 K,1.97533
20241001,180135.957846,181149.505336,613.54749,833.996 um_pwv,1018.12 um_pwv,35.0,2.568 K,1.96559
20241001,181150.467783,182203.917563,613.44978,826.965 um_pwv,1009.54 um_pwv,35.0,2.606 K,1.94898
20241001,182204.875074,183218.325925,613.450851,819.286 um_pwv,1000.16 um_pwv,35.0,2.62 K,1.93083
20241001,183219.283192,184232.730917,613.447725,816.017 um_pwv,996.173 um_pwv,35.0,2.66 K,1.92311
20241001,184233.688459,185247.140473,613.452014,812.561 um_pwv,991.953 um_pwv,35.0,2.736 K,1.91494
20241001,185248.097334,185635.619830,227.522496,813.527 um_pwv,993.133 um_pwv,35.0,2.74 K,1.91722
20241001,190135.763737,191149.317378,613.553641,818.319 um_pwv,998.983 um_pwv,35.0,2.851 K,1.92855
20241001,191150.275132,192203.724821,613.449689,819.974 um_pwv,1001 um_pwv,35.0,2.827 K,1.93246
20241001,192204.684186,193218.132024,613.447838,828.745 um_pwv,1011.71 um_pwv,35.0,2.778 K,1.95319
20241001,193219.090195,194232.539882,613.449687,827.315 um_pwv,1009.97 um_pwv,35.0,2.7 K,1.94981
20241001,194233.497414,195246.949021,613.451607,828.018 um_pwv,1010.82 um_pwv,35.0,2.658 K,1.95147
20241001,195247.906643,195635.428049,227.521406,826.773 um_pwv,1009.3 um_pwv,35.0,2.52 K,1.94852
20241001,210135.591355,211149.166122,613.574767,876.115 um_pwv,1069.54 um_pwv,35.0,2.442 K,2.06513
20241001,211150.121714,212203.569400,613.447686,863.874 um_pwv,1054.6 um_pwv,35.0,2.589 K,2.03620
20241001,212204.532469,213217.978570,613.446101,856.602 um_pwv,1045.72 um_pwv,35.0,2.637 K,2.01902
20241001,213218.940374,214232.383684,613.44331,856.242 um_pwv,1045.28 um_pwv,35.0,2.748 K,2.01817
20241001,214233.346074,215246.795802,613.449728,855.367 um_pwv,1044.21 um_pwv,35.0,2.787 K,2.01610
20241001,215247.752160,215635.275562,227.523402,855.62 um_pwv,1044.52 um_pwv,35.0,2.811 K,2.01670
20241001,220136.335474,221149.880914,613.54544,853.373 um_pwv,1041.78 um_pwv,35.0,3.025 K,2.01138
20241001,221150.841689,222204.285820,613.444131,851.753 um_pwv,1039.8 um_pwv,35.0,3.095 K,2.00756
20241001,222205.248218,223218.693076,613.444858,852.531 um_pwv,1040.75 um_pwv,35.0,2.953 K,2.00939
20241001,223219.654884,224233.104738,613.449854,846.148 um_pwv,1032.96 um_pwv,35.0,2.986 K,1.99431
20241001,224234.063277,225247.509775,613.446498,844.563 um_pwv,1031.02 um_pwv,35.0,3.116 K,1.99056
20241001,225248.471606,225635.991640,227.520034,838.88 um_pwv,1024.08 um_pwv,35.0,3.156 K,1.97713
20241002,010136.032278,011149.577569,613.545291,807.582 um_pwv,985.876 um_pwv,35.0,3.81 K,1.90317
20241002,011150.540366,012203.988775,613.448409,808.36 um_pwv,986.826 um_pwv,35.0,3.732 K,1.90501
20241002,012204.947190,013218.395683,613.448493,806.937 um_pwv,985.088 um_pwv,35.0,3.68 K,1.90165
20241002,013219.352816,014232.803172,613.450356,807.543 um_pwv,985.828 um_pwv,35.0,3.913 K,1.90308
20241002,014233.760134,015247.209664,613.44953,798.458 um_pwv,974.738 um_pwv,35.0,4.085 K,1.88161
20241002,015248.172416,015635.691863,227.519447,793.547 um_pwv,968.742 um_pwv,35.0,4.077 K,1.87001
20241002,020135.834158,021149.385968,613.55181,792.686 um_pwv,967.691 um_pwv,35.0,4.051 K,1.86797
20241002,021150.342313,022203.793130,613.450817,791.845 um_pwv,966.665 um_pwv,35.0,4.049 K,1.86598
20241002,022204.750014,023218.200139,613.450125,797.139 um_pwv,973.127 um_pwv,35.0,4.284 K,1.87849
20241002,023219.156982,024232.603948,613.446966,810.909 um_pwv,989.937 um_pwv,35.0,4.342 K,1.91104
20241002,024233.566995,025247.014217,613.447222,807.574 um_pwv,985.866 um_pwv,35.0,4.125 K,1.90315
20241002,025247.971687,025635.495461,227.523774,795.763 um_pwv,971.448 um_pwv,35.0,4.158 K,1.87524
20241002,030108.543052,031122.117910,613.574858,776.761 um_pwv,948.251 um_pwv,35.0,4.1 K,1.83034
20241002,031123.073915,032136.525846,613.451931,767.585 um_pwv,937.049 um_pwv,35.0,4.019 K,1.80865
20241002,032137.483954,033150.932276,613.448322,759.147 um_pwv,926.747 um_pwv,35.0,3.956 K,1.78871
20241002,033151.889178,034205.340847,613.451669,754.311 um_pwv,920.844 um_pwv,35.0,3.863 K,1.77728
20241002,034206.297744,035219.749259,613.451515,755.951 um_pwv,922.845 um_pwv,35.0,3.845 K,1.78116
20241002,035220.706801,035608.227918,227.521117,755.522 um_pwv,922.322 um_pwv,35.0,3.9 K,1.78014
20241002,050136.209768,051149.756053,613.546285,719.673 um_pwv,878.558 um_pwv,35.0,4.076 K,1.69542
