DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240801,010136.514103,011150.063212,613.549109,481.394 um_pwv,587.673 um_pwv,35.0,10.52 K,1.13228
20240801,011151.025290,012204.471245,613.445955,510.232 um_pwv,622.878 um_pwv,35.0,10.96 K,1.20044
20240801,012205.429063,013218.876447,613.447384,530.63 um_pwv,647.779 um_pwv,35.0,11.35 K,1.24865
20240801,013219.839420,014233.285646,613.446226,551.724 um_pwv,673.531 um_pwv,35.0,11.62 K,1.29850
20240801,014234.242884,015247.693356,613.450472,601.717 um_pwv,734.56 um_pwv,35.0,11.95 K,1.41665
20240801,015248.650554,015636.173647,227.523093,625.423 um_pwv,763.5 um_pwv,35.0,11.02 K,1.47268
20240801,020136.319205,021149.869842,613.550637,677.491 um_pwv,827.064 um_pwv,35.0,10.66 K,1.59573
20240801,021150.826219,022204.272124,613.445905,692.767 um_pwv,845.712 um_pwv,35.0,10.18 K,1.63184
20240801,022205.235465,023218.681598,613.446133,695.638 um_pwv,849.217 um_pwv,35.0,9.306 K,1.63862
20240801,023219.644622,024233.093187,613.448565,703.669 um_pwv,859.021 um_pwv,35.0,8.561 K,1.65760
20240801,024234.050880,025247.500259,613.449379,706.033 um_pwv,861.908 um_pwv,35.0,7.589 K,1.66319
20240801,025248.459135,025635.979965,227.52083,725.133 um_pwv,885.223 um_pwv,35.0,8.168 K,1.70833
20240801,030136.121913,031149.675041,613.553128,717.895 um_pwv,876.388 um_pwv,35.0,6.911 K,1.69122
20240801,031150.631725,032204.079144,613.447419,704.381 um_pwv,859.89 um_pwv,35.0,6.439 K,1.65928
20240801,032205.043485,033218.490335,613.44685,711.892 um_pwv,869.06 um_pwv,35.0,6.756 K,1.67704
20240801,033219.447644,034232.900194,613.45255,710.278 um_pwv,867.09 um_pwv,35.0,6.692 K,1.67322
20240801,034233.859781,035247.305599,613.445818,702.385 um_pwv,857.454 um_pwv,35.0,6.366 K,1.65457
20240801,035248.263520,035635.786915,227.523395,700.068 um_pwv,854.625 um_pwv,35.0,6.15 K,1.64909
20240801,050135.940856,051149.475399,613.534543,699.371 um_pwv,853.775 um_pwv,35.0,6.301 K,1.64744
20240801,051150.437272,052203.885283,613.448011,704.913 um_pwv,860.54 um_pwv,35.0,6.406 K,1.66054
20240801,052204.847171,053218.293745,613.446574,706.155 um_pwv,862.056 um_pwv,35.0,6.87 K,1.66348
20240801,053219.255552,054232.698770,613.443218,706.8 um_pwv,862.844 um_pwv,35.0,6.817 K,1.66500
20240801,054233.660288,055247.110439,613.450151,712.314 um_pwv,869.575 um_pwv,35.0,6.819 K,1.67803
20240801,055248.066096,055635.588410,227.522314,704.548 um_pwv,860.095 um_pwv,35.0,6.618 K,1.65968
20240801,060135.733191,061149.280755,613.547564,691.049 um_pwv,843.615 um_pwv,35.0,6.654 K,1.62778
20240801,061150.242024,062203.691987,613.449963,677.312 um_pwv,826.846 um_pwv,35.0,6.8 K,1.59531
20240801,062204.648610,063218.095016,613.446406,656 um_pwv,800.829 um_pwv,35.0,6.191 K,1.54495
20240801,063219.057776,064232.506739,613.448963,655.467 um_pwv,800.177 um_pwv,35.0,6.29 K,1.54368
20240801,064233.462756,065246.913031,613.450275,652.29 um_pwv,796.299 um_pwv,35.0,6.424 K,1.53618
20240801,065247.875086,065635.395594,227.520508,655.079 um_pwv,799.704 um_pwv,35.0,6.425 K,1.54277
20240801,070136.544774,071150.096979,613.552205,646.796 um_pwv,789.592 um_pwv,35.0,6.135 K,1.52319
20240801,071151.057950,072204.500536,613.442586,650.78 um_pwv,794.455 um_pwv,35.0,6.112 K,1.53261
20240801,072205.462702,073218.912638,613.449936,642.979 um_pwv,784.933 um_pwv,35.0,6.095 K,1.51417
20240801,073219.874076,074233.317196,613.44312,639.627 um_pwv,780.84 um_pwv,35.0,6.073 K,1.50625
20240801,074234.279730,075247.723912,613.444182,637.517 um_pwv,778.264 um_pwv,35.0,6.103 K,1.50126
20240801,075248.685710,075636.209117,227.523407,623.321 um_pwv,760.934 um_pwv,35.0,6.141 K,1.46771
20240801,090136.395159,091149.943456,613.548297,593.701 um_pwv,724.775 um_pwv,35.0,6.855 K,1.39771
20240801,091150.906097,092204.353374,613.447277,599.274 um_pwv,731.578 um_pwv,35.0,6.904 K,1.41088
20240801,092205.310276,093218.767204,613.456928,586.24 um_pwv,715.667 um_pwv,35.0,6.972 K,1.38008
20240801,093219.719536,094233.168720,613.449184,566.271 um_pwv,691.29 um_pwv,35.0,7.029 K,1.33288
20240801,094234.127127,095247.576593,613.449466,565.323 um_pwv,690.132 um_pwv,35.0,7.093 K,1.33064
20240801,095248.534109,095636.054293,227.520184,561.74 um_pwv,685.758 um_pwv,35.0,7.074 K,1.32217
20240801,100136.207785,101149.750287,613.542502,565.616 um_pwv,690.489 um_pwv,35.0,7.147 K,1.33133
20240801,101150.706661,102204.156482,613.449821,561.297 um_pwv,685.217 um_pwv,35.0,7.116 K,1.32113
20240801,102205.113398,103218.563769,613.450371,557.203 um_pwv,680.22 um_pwv,35.0,7.285 K,1.31145
20240801,103219.521604,104232.968659,613.447055,551.887 um_pwv,673.73 um_pwv,35.0,7.432 K,1.29889
20240801,104233.932311,105247.377171,613.44486,549.55 um_pwv,670.877 um_pwv,35.0,7.447 K,1.29336
20240801,105248.339851,105635.857903,227.518052,540.94 um_pwv,660.366 um_pwv,35.0,7.333 K,1.27302
20240801,110136.050483,111149.602021,613.551538,530.837 um_pwv,648.032 um_pwv,35.0,7.466 K,1.24914
20240801,111150.558375,112204.005167,613.446792,517.076 um_pwv,631.233 um_pwv,35.0,7.529 K,1.21661
20240801,112204.968523,113218.414087,613.445564,497.571 um_pwv,607.423 um_pwv,35.0,7.596 K,1.17052
20240801,113219.377666,114232.819773,613.442107,483.044 um_pwv,589.688 um_pwv,35.0,7.661 K,1.13618
