DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20250101,010136.531267,011735.683115,959.151848,846.88 um_pwv,1033.85 um_pwv,35.0,2.81 K,1.99604
20250101,011736.646396,013335.700167,959.053771,843.01 um_pwv,1029.13 um_pwv,35.0,2.798 K,1.98690
20250101,013336.657694,014935.714121,959.056427,844.926 um_pwv,1031.46 um_pwv,35.0,2.8 K,1.99142
20250101,014936.671445,015636.196302,419.524857,854.457 um_pwv,1043.1 um_pwv,35.0,2.776 K,2.01395
