DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20250101,010136.531267,010623.677892,287.146625,848.698 um_pwv,1036.07 um_pwv,35.0,2.824 K,2.00034
20250101,010624.639155,011111.683081,287.043926,847.328 um_pwv,1034.4 um_pwv,35.0,2.79 K,1.99710
20250101,011112.639150,011559.682928,287.043778,845.406 um_pwv,1032.05 um_pwv,35.0,2.814 K,1.99256
20250101,011600.646244,012047.686128,287.039884,844.665 um_pwv,1031.15 um_pwv,35.0,2.812 K,1.99081
20250101,012048.649083,012535.692802,287.043719,843.602 um_pwv,1029.85 um_pwv,35.0,2.8 K,1.98829
20250101,012536.655493,013023.695369,287.039876,841.991 um_pwv,1027.88 um_pwv,35.0,2.781 K,1.98449
20250101,013024.658286,013511.699419,287.041133,841.513 um_pwv,1027.3 um_pwv,35.0,2.806 K,1.98336
20250101,013512.662099,013959.706042,287.043943,841.742 um_pwv,1027.58 um_pwv,35.0,2.784 K,1.98390
20250101,014000.663287,014447.709114,287.045827,844.114 um_pwv,1030.47 um_pwv,35.0,2.815 K,1.98950
20250101,014448.668888,014935.714121,287.045233,850.324 um_pwv,1038.05 um_pwv,35.0,2.8 K,2.00418
20250101,014936.671445,015423.713449,287.042004,855.292 um_pwv,1044.12 um_pwv,35.0,2.773 K,2.01592
20250101,015424.677069,015636.196302,131.519233,852.669 um_pwv,1040.92 um_pwv,35.0,2.784 K,2.00972
