Time,AZ,Zen
2025-01-02 01:04:12.024599,1894.125,35.0
2025-01-02 01:04:12.986651,1905.825,35.0
2025-01-02 01:04:13.948378,1917.525,35.0
2025-01-02 01:04:14.904379,1929.15,35.0
2025-01-02 01:04:15.865865,1940.85,35.0
2025-01-02 01:04:16.827897,1952.55,35.0
2025-01-02 01:04:17.783780,1964.175,35.0
2025-01-02 01:04:18.745017,1975.875,35.0
2025-01-02 01:04:19.706488,1987.575,35.0
2025-01-02 01:04:20.667892,1999.275,35.0
2025-01-02 01:04:21.623794,2010.9,35.0
2025-01-02 01:04:22.584894,2022.6,35.0
2025-01-02 01:04:23.546900,2034.3,35.0
2025-01-02 01:04:24.508384,2046.0,35.0
2025-01-02 01:04:25.469798,2057.625,35.0
2025-01-02 01:04:26.425795,2069.325,35.0
2025-01-02 01:04:27.388709,2081.025,35.0
2025-01-02 01:04:28.349971,2092.65,35.0
2025-01-02 01:04:29.305919,2104.35,35.0
2025-01-02 01:04:30.267622,2116.05,35.0
2025-01-02 01:04:31.229341,2127.675,35.0
2025-01-02 01:04:32.185842,2139.375,35.0
2025-01-02 01:04:33.147401,2151.075,35.0
2025-01-02 01:04:34.104523,2162.7,35.0
2025-01-02 01:04:35.065919,2174.4,35.0
2025-01-02 01:04:36.028502,2186.1,35.0
2025-01-02 01:04:36.990189,2197.725,35.0
2025-01-02 01:04:37.946153,2209.425,35.0
2025-01-02 01:04:38.907995,2221.125,35.0
2025-01-02 01:04:39.869443,2232.75,35.0
2025-01-02 01:04:40.825662,2244.45,35.0
2025-01-02 01:04:41.787038,2256.15,35.0
2025-01-02 01:04:42.748727,2267.85,35.0
2025-01-02 01:04:43.710240,2279.475,35.0
2025-01-02 01:04:44.666332,2291.175,35.0
2025-01-02 01:04:45.628099,2302.875,35.0
2025-01-02 01:04:46.590296,2314.5,35.0
2025-01-02 01:04:47.546254,2326.2,35.0
2025-01-02 01:04:48.509932,2337.825,35.0
2025-01-02 01:04:49.466832,2349.525,35.0
2025-01-02 01:04:50.428851,2361.225,35.0
2025-01-02 01:04:51.384197,2372.85,35.0
2025-01-02 01:04:52.345425,2384.55,35.0
2025-01-02 01:04:53.306941,2396.25,35.0
2025-01-02 01:04:54.268977,2407.875,35.0
2025-01-02 01:04:55.225351,2419.575,35.0
2025-01-02 01:04:56.189181,2431.2,35.0
2025-01-02 01:04:57.145046,2442.9,35.0
2025-01-02 01:04:58.107174,2454.6,35.0
2025-01-02 01:04:59.069191,2466.225,35.0
2025-01-02 01:05:00.025162,2477.925,35.0
2025-01-02 01:05:00.987217,2489.625,35.0
2025-01-02 01:05:01.949249,2501.325,35.0
2025-01-02 01:05:02.905308,2512.95,35.0
2025-01-02 01:05:03.867404,2524.65,35.0
2025-01-02 01:05:04.829735,2536.275,35.0
2025-01-02 01:05:05.785481,2547.975,35.0
2025-01-02 01:05:06.747689,2559.675,35.0
2025-01-02 01:05:07.709139,2571.3,35.0
2025-01-02 01:05:08.666681,2583.0,35.0
2025-01-02 01:05:09.629025,2594.7,35.0
2025-01-02 01:05:10.590503,2606.325,35.0
2025-01-02 01:05:11.547706,2618.025,35.0
2025-01-02 01:05:12.509136,2629.725,35.0
2025-01-02 01:05:13.470376,2641.35,35.0
2025-01-02 01:05:14.426398,2653.05,35.0
2025-01-02 01:05:15.387641,2664.75,35.0
2025-01-02 01:05:16.349159,2676.45,35.0
2025-01-02 01:05:17.310680,2688.075,35.0
2025-01-02 01:05:18.266877,2699.775,35.0
2025-01-02 01:05:19.229348,2711.475,35.0
2025-01-02 01:05:20.185279,2723.1,35.0
2025-01-02 01:05:21.147488,2734.8,35.0
2025-01-02 01:05:22.109245,2746.5,35.0
2025-01-02 01:05:23.070728,2758.125,35.0
2025-01-02 01:05:24.026399,2769.825,35.0
2025-01-02 01:05:24.987633,2781.525,35.0
2025-01-02 01:05:25.949583,2793.225,35.0
2025-01-02 01:05:26.905539,2804.85,35.0
2025-01-02 01:05:27.867331,2816.55,35.0
2025-01-02 01:05:28.829333,2828.25,35.0
2025-01-02 01:05:29.790491,2839.875,35.0
2025-01-02 01:05:30.746727,2851.575,35.0
2025-01-02 01:05:31.708769,2863.275,35.0
2025-01-02 01:05:32.670009,2874.9,35.0
2025-01-02 01:05:33.626596,2886.6,35.0
2025-01-02 01:05:34.588546,2898.3,35.0
2025-01-02 01:05:35.550307,2909.925,35.0
2025-01-02 01:05:36.505679,2921.625,35.0
2025-01-02 01:05:37.468325,2933.325,35.0
2025-01-02 01:05:38.430108,2944.95,35.0
2025-01-02 01:05:39.386208,2956.65,35.0
2025-01-02 01:05:40.347514,2968.35,35.0
2025-01-02 01:05:41.308655,2980.05,35.0
2025-01-02 01:05:42.270077,2991.675,35.0
2025-01-02 01:05:43.226685,3003.375,35.0
2025-01-02 01:05:44.189617,3015.075,35.0
2025-01-02 01:05:45.150870,3026.7,35.0
2025-01-02 01:05:46.106852,3038.4,35.0
2025-01-02 01:05:47.068897,3050.1,35.0
2025-01-02 01:05:48.030925,3061.725,35.0
2025-01-02 01:05:48.989841,3073.425,35.0
2025-01-02 01:05:49.945332,3085.05,35.0
2025-01-02 01:05:50.906826,3096.75,35.0
2025-01-02 01:05:51.868887,3108.45,35.0
2025-01-02 01:05:52.830684,3120.075,35.0
2025-01-02 01:05:53.786913,3131.775,35.0
2025-01-02 01:05:54.748647,3143.475,35.0
2025-01-02 01:05:55.705831,3155.1,35.0
2025-01-02 01:05:56.667006,3166.8,35.0
2025-01-02 01:05:57.629753,3178.5,35.0
2025-01-02 01:05:58.586075,3190.125,35.0
2025-01-02 01:05:59.547832,3201.825,35.0
2025-01-02 01:06:00.510004,3213.525,35.0
2025-01-02 01:06:01.465685,3225.15,35.0
2025-01-02 01:06:02.427760,3236.85,35.0
2025-01-02 01:06:03.389771,3248.475,35.0
2025-01-02 01:06:04.346139,3260.175,35.0
2025-01-02 01:06:05.307894,3271.875,35.0
2025-01-02 01:06:06.271503,3283.65,35.0
2025-01-02 01:06:07.232859,3295.2,35.0
2025-01-02 01:06:08.188874,3306.9,35.0
2025-01-02 01:06:09.150511,3318.525,35.0
2025-01-02 01:06:10.106205,3330.225,35.0
2025-01-02 01:06:11.068358,3341.925,35.0
2025-01-02 01:06:12.030242,3353.55,35.0
2025-01-02 01:06:12.987329,3365.25,35.0
2025-01-02 01:06:13.949940,3376.95,35.0
2025-01-02 01:06:14.906321,3388.575,35.0
2025-01-02 01:06:15.868095,3400.275,35.0
2025-01-02 01:06:16.830219,3411.9,35.0
2025-01-02 01:06:17.786209,3423.6,35.0
2025-01-02 01:06:18.750139,3435.225,35.0
2025-01-02 01:06:19.706281,3446.925,35.0
2025-01-02 01:06:20.669062,3458.625,35.0
2025-01-02 01:06:21.630856,3470.25,35.0
2025-01-02 01:06:22.586577,3481.95,35.0
2025-01-02 01:06:23.548316,3493.65,35.0
2025-01-02 01:06:24.510078,3505.35,35.0
2025-01-02 01:06:25.466291,3516.975,35.0
2025-01-02 01:06:26.428230,3528.675,35.0
2025-01-02 01:06:27.390005,3540.375,35.0
2025-01-02 01:06:28.351236,3552.0,35.0
2025-01-02 01:06:29.306696,3563.7,35.0
2025-01-02 01:06:30.268245,3575.4,35.0
2025-01-02 01:06:31.230235,3587.1,35.0
2025-01-02 01:06:32.186369,3598.8,35.0
2025-01-02 01:06:33.148134,3610.5,35.0
2025-01-02 01:06:34.110687,3622.05,35.0
2025-01-02 01:06:35.067340,3633.75,35.0
2025-01-02 01:06:36.030239,3645.45,35.0
2025-01-02 01:06:36.991658,3657.075,35.0
2025-01-02 01:06:37.947614,3668.775,35.0
2025-01-02 01:06:38.910236,3680.475,35.0
2025-01-02 01:06:39.871532,3692.1,35.0
2025-01-02 01:06:40.827792,3703.8,35.0
2025-01-02 01:06:41.789250,3715.5,35.0
2025-01-02 01:06:42.750741,3727.125,35.0
2025-01-02 01:06:43.707022,3738.825,35.0
2025-01-02 01:06:44.668764,3750.525,35.0
2025-01-02 01:06:45.630918,3762.15,35.0
2025-01-02 01:06:46.586633,3773.85,35.0
2025-01-02 01:06:47.548408,3785.55,35.0
2025-01-02 01:06:48.509672,3797.25,35.0
2025-01-02 01:06:49.471174,3808.875,35.0
2025-01-02 01:06:50.426911,3820.575,35.0
2025-01-02 01:06:51.388672,3832.275,35.0
2025-01-02 01:06:52.346227,3843.9,35.0
2025-01-02 01:06:53.307719,3855.6,35.0
2025-01-02 01:06:54.269459,3867.3,35.0
2025-01-02 01:06:55.230994,3878.925,35.0
2025-01-02 01:06:56.187659,3890.625,35.0
2025-01-02 01:06:57.149375,3902.325,35.0
2025-01-02 01:06:58.110903,3914.025,35.0
2025-01-02 01:06:59.066322,3925.65,35.0
2025-01-02 01:07:00.027848,3937.35,35.0
2025-01-02 01:07:00.989609,3949.05,35.0
2025-01-02 01:07:01.951426,3960.675,35.0
2025-01-02 01:07:02.906844,3972.375,35.0
2025-01-02 01:07:03.870739,3984.075,35.0
2025-01-02 01:07:04.831929,3995.7,35.0
2025-01-02 01:07:05.787693,4007.4,35.0
2025-01-02 01:07:06.749789,4019.1,35.0
2025-01-02 01:07:07.711059,4030.725,35.0
2025-01-02 01:07:08.668341,4042.425,35.0
2025-01-02 01:07:09.630630,4054.125,35.0
2025-01-02 01:07:10.586373,4065.75,35.0
2025-01-02 01:07:11.548760,4077.45,35.0
2025-01-02 01:07:12.510787,4089.15,35.0
2025-01-02 01:07:13.472035,4100.775,35.0
2025-01-02 01:07:14.429926,4112.475,35.0
2025-01-02 01:07:15.391512,4124.1,35.0
2025-01-02 01:07:16.346897,4135.8,35.0
2025-01-02 01:07:17.309841,4147.5,35.0
2025-01-02 01:07:18.271636,4159.125,35.0
2025-01-02 01:07:19.227071,4170.825,35.0
2025-01-02 01:07:20.188338,4182.525,35.0
2025-01-02 01:07:21.149813,4194.225,35.0
2025-01-02 01:07:22.111366,4205.85,35.0
2025-01-02 01:07:23.067381,4217.55,35.0
2025-01-02 01:07:24.029353,4229.25,35.0
2025-01-02 01:07:24.991214,4240.95,35.0
2025-01-02 01:07:25.947375,4252.575,35.0
2025-01-02 01:07:26.908727,4264.275,35.0
2025-01-02 01:07:27.870705,4275.975,35.0
2025-01-02 01:07:28.826387,4287.6,35.0
2025-01-02 01:07:29.787701,4299.3,35.0
2025-01-02 01:07:30.748884,4311.0,35.0
2025-01-02 01:07:31.710452,4322.7,35.0
2025-01-02 01:07:32.671673,4334.325,35.0
2025-01-02 01:07:33.628045,4346.025,35.0
2025-01-02 01:07:34.589388,4357.725,35.0
2025-01-02 01:07:35.551279,4369.425,35.0
2025-01-02 01:07:36.512636,4381.05,35.0
2025-01-02 01:07:37.469339,4392.75,35.0
2025-01-02 01:07:38.428153,4404.375,35.0
2025-01-02 01:07:39.391953,4416.0,35.0
2025-01-02 01:07:40.347463,4427.7,35.0
2025-01-02 01:07:41.311394,4439.4,35.0
2025-01-02 01:07:42.266777,4451.025,35.0
2025-01-02 01:07:43.228323,4462.725,35.0
2025-01-02 01:07:44.189584,4474.425,35.0
2025-01-02 01:07:45.151079,4486.125,35.0
2025-01-02 01:07:46.106803,4497.75,35.0
2025-01-02 01:07:47.068706,4509.45,35.0
2025-01-02 01:07:48.031136,4521.15,35.0
2025-01-02 01:07:48.987529,4532.775,35.0
2025-01-02 01:07:49.951140,4544.475,35.0
2025-01-02 01:07:50.907188,4556.1,35.0
2025-01-02 01:07:51.868686,4567.8,35.0
2025-01-02 01:07:52.831124,4579.5,35.0
2025-01-02 01:07:53.792331,4591.125,35.0
2025-01-02 01:07:54.748334,4602.825,35.0
2025-01-02 01:07:55.710362,4614.6,35.0
2025-01-02 01:07:56.671636,4626.225,35.0
2025-01-02 01:07:57.627363,4637.85,35.0
2025-01-02 01:07:58.589356,4649.55,35.0
2025-01-02 01:07:59.551652,4661.175,35.0
2025-01-02 01:08:00.508521,4672.875,35.0
2025-01-02 01:08:01.471477,4684.575,35.0
2025-01-02 01:08:02.426913,4696.2,35.0
2025-01-02 01:08:03.388387,4707.9,35.0
2025-01-02 01:08:04.351074,4719.6,35.0
2025-01-02 01:08:05.312573,4731.225,35.0
2025-01-02 01:08:06.268532,4742.925,35.0
2025-01-02 01:08:07.231765,4754.625,35.0
2025-01-02 01:08:08.192998,4766.25,35.0
2025-01-02 01:08:09.149486,4777.95,35.0
2025-01-02 01:08:10.111657,4789.575,35.0
2025-01-02 01:08:11.067435,4801.275,35.0
2025-01-02 01:08:12.028843,4812.975,35.0
2025-01-02 01:08:12.991519,4824.675,35.0
2025-01-02 01:08:13.952671,4836.3,35.0
2025-01-02 01:08:14.909595,4848.0,35.0
2025-01-02 01:08:15.871620,4859.7,35.0
2025-01-02 01:08:16.827632,4871.325,35.0
2025-01-02 01:08:17.789088,4883.025,35.0
2025-01-02 01:08:18.750564,4894.725,35.0
2025-01-02 01:08:19.712093,4906.35,35.0
2025-01-02 01:08:20.668172,4918.05,35.0
2025-01-02 01:08:21.631230,4929.75,35.0
2025-01-02 01:08:22.593093,4941.375,35.0
2025-01-02 01:08:23.550877,4953.075,35.0
2025-01-02 01:08:24.509133,4964.7,35.0
2025-01-02 01:08:25.472159,4976.325,35.0
2025-01-02 01:08:26.428528,4988.025,35.0
2025-01-02 01:08:27.392248,4999.65,35.0
2025-01-02 01:08:28.349182,5011.35,35.0
2025-01-02 01:08:29.312794,5022.975,35.0
2025-01-02 01:08:30.270912,5034.675,35.0
2025-01-02 01:08:31.233000,5046.3,35.0
2025-01-02 01:08:32.189002,5058.0,35.0
2025-01-02 01:08:33.152132,5069.625,35.0
2025-01-02 01:08:34.111868,5081.325,35.0
2025-01-02 01:08:35.067908,5092.95,35.0
2025-01-02 01:08:36.031851,5104.65,35.0
2025-01-02 01:08:36.988145,5116.275,35.0
2025-01-02 01:08:37.950507,5127.975,35.0
2025-01-02 01:08:38.912609,5139.6,35.0
2025-01-02 01:08:39.869882,5151.3,35.0
2025-01-02 01:08:40.827770,5162.925,35.0
2025-01-02 01:08:41.790552,5174.625,35.0
2025-01-02 01:08:42.752679,5186.25,35.0
2025-01-02 01:08:43.708929,5197.95,35.0
2025-01-02 01:08:44.671712,5209.65,35.0
2025-01-02 01:08:45.627793,5221.275,35.0
2025-01-02 01:08:46.591104,5232.975,35.0
2025-01-02 01:08:47.552866,5244.6,35.0
2025-01-02 01:08:48.510492,5256.3,35.0
2025-01-02 01:08:49.472354,5267.925,35.0
2025-01-02 01:08:50.429062,5279.625,35.0
2025-01-02 01:08:51.392118,5291.325,35.0
2025-01-02 01:08:52.348187,5302.95,35.0
2025-01-02 01:08:53.310381,5314.65,35.0
2025-01-02 01:08:54.267992,5326.275,35.0
2025-01-02 01:08:55.230446,5337.975,35.0
2025-01-02 01:08:56.193431,5349.6,35.0
2025-01-02 01:08:57.150439,5361.3,35.0
2025-01-02 01:08:58.112274,5373.0,35.0
2025-01-02 01:08:59.069259,5384.625,35.0
2025-01-02 01:09:00.032314,5396.325,35.0
2025-01-02 01:09:00.988319,5407.95,35.0
2025-01-02 01:09:01.950391,5419.65,35.0
2025-01-02 01:09:02.912853,5431.275,35.0
2025-01-02 01:09:03.869494,5442.975,35.0
2025-01-02 01:09:04.831927,5454.675,35.0
2025-01-02 01:09:05.788616,5466.3,35.0
2025-01-02 01:09:06.751457,5478.0,35.0
2025-01-02 01:09:07.713180,5489.625,35.0
2025-01-02 01:09:08.670221,5501.325,35.0
2025-01-02 01:09:09.632617,5513.025,35.0
2025-01-02 01:09:10.589404,5524.65,35.0
2025-01-02 01:09:11.552886,5536.275,35.0
2025-01-02 01:09:12.509205,5547.975,35.0
2025-01-02 01:09:13.472605,5559.675,35.0
2025-01-02 01:09:14.428760,5571.3,35.0
2025-01-02 01:09:15.391487,5583.0,35.0
2025-01-02 01:09:16.353552,5594.625,35.0
2025-01-02 01:09:17.311178,5606.325,35.0
2025-01-02 01:09:18.273301,5617.95,35.0
2025-01-02 01:09:19.229904,5629.65,35.0
2025-01-02 01:09:20.192644,5641.35,35.0
2025-01-02 01:09:21.148717,5652.975,35.0
2025-01-02 01:09:22.112203,5664.675,35.0
2025-01-02 01:09:23.068294,5676.3,35.0
2025-01-02 01:09:24.031694,5688.0,35.0
2025-01-02 01:09:24.993846,5699.625,35.0
2025-01-02 01:09:25.950201,5711.325,35.0
2025-01-02 01:09:26.912906,5722.95,35.0
2025-01-02 01:09:27.869327,5734.65,35.0
2025-01-02 01:09:28.831838,5746.35,35.0
2025-01-02 01:09:29.793673,5757.975,35.0
2025-01-02 01:09:30.750326,5769.675,35.0
2025-01-02 01:09:31.712740,5781.3,35.0
2025-01-02 01:09:32.669443,5793.0,35.0
2025-01-02 01:09:33.632197,5804.7,35.0
2025-01-02 01:09:34.593954,5816.325,35.0
2025-01-02 01:09:35.550922,5828.025,35.0
2025-01-02 01:09:36.513269,5839.65,35.0
2025-01-02 01:09:37.470312,5851.35,35.0
2025-01-02 01:09:38.432989,5862.975,35.0
2025-01-02 01:09:39.389365,5874.675,35.0
2025-01-02 01:09:40.351882,5886.375,35.0
2025-01-02 01:09:41.309370,5898.0,35.0
2025-01-02 01:09:42.272782,5909.625,35.0
2025-01-02 01:09:43.229452,5921.325,35.0
2025-01-02 01:09:44.193331,5933.025,35.0
2025-01-02 01:09:45.149246,5944.65,35.0
2025-01-02 01:09:46.112029,5956.35,35.0
2025-01-02 01:09:47.073859,5967.975,35.0
2025-01-02 01:09:48.029937,5979.675,35.0
2025-01-02 01:09:48.992152,5991.375,35.0
2025-01-02 01:09:49.948541,6003.0,35.0
2025-01-02 01:09:50.910666,6014.7,35.0
2025-01-02 01:09:51.873062,6026.4,35.0
2025-01-02 01:09:52.829041,6038.025,35.0
2025-01-02 01:09:53.791193,6049.725,35.0
2025-01-02 01:09:54.753046,6061.425,35.0
2025-01-02 01:09:55.709071,6073.05,35.0
2025-01-02 01:09:56.673271,6084.675,35.0
2025-01-02 01:09:57.629984,6096.375,35.0
2025-01-02 01:09:58.593016,6108.075,35.0
2025-01-02 01:09:59.549402,6119.7,35.0
2025-01-02 01:10:00.511524,6131.4,35.0
2025-01-02 01:10:01.474267,6143.025,35.0
2025-01-02 01:10:02.432345,6154.725,35.0
2025-01-02 01:10:03.389395,6166.35,35.0
2025-01-02 01:10:04.349649,6177.975,35.0
2025-01-02 01:10:05.314227,6189.6,35.0
2025-01-02 01:10:06.273545,6201.225,35.0
2025-01-02 01:10:07.230019,6212.925,35.0
2025-01-02 01:10:08.192281,6224.625,35.0
2025-01-02 01:10:09.154106,6236.25,35.0
2025-01-02 01:10:10.110212,6247.95,35.0
2025-01-02 01:10:11.073534,6259.575,35.0
2025-01-02 01:10:12.030582,6271.275,35.0
2025-01-02 01:10:12.993298,6282.9,35.0
2025-01-02 01:10:13.949920,6294.6,35.0
2025-01-02 01:10:14.912320,6306.3,35.0
2025-01-02 01:10:15.874368,6317.925,35.0
2025-01-02 01:10:16.830800,6329.625,35.0
2025-01-02 01:10:17.793528,6341.325,35.0
2025-01-02 01:10:18.749547,6352.95,35.0
2025-01-02 01:10:19.712860,6364.65,35.0
2025-01-02 01:10:20.674686,6376.275,35.0
2025-01-02 01:10:21.630661,6387.975,35.0
2025-01-02 01:10:22.593442,6399.6,35.0
2025-01-02 01:10:23.549722,6411.3,35.0
2025-01-02 01:10:24.511832,6423.0,35.0
2025-01-02 01:10:25.474003,6434.625,35.0
2025-01-02 01:10:26.430927,6446.325,35.0
2025-01-02 01:10:27.393641,6457.95,35.0
2025-01-02 01:10:28.350313,6469.65,35.0
2025-01-02 01:10:29.313394,6481.35,35.0
2025-01-02 01:10:30.269362,6492.975,35.0
2025-01-02 01:10:31.233331,6504.675,35.0
2025-01-02 01:10:32.189372,6516.3,35.0
2025-01-02 01:10:33.151797,6528.0,35.0
2025-01-02 01:10:34.114203,6539.625,35.0
2025-01-02 01:10:35.070784,6551.325,35.0
