DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240201,010136.003535,010637.579903,301.576368,918.913 um_pwv,1121.79 um_pwv,35.0,2.024 K,2.16626
20240201,010638.536551,011139.981763,301.445212,916.455 um_pwv,1118.79 um_pwv,35.0,2.044 K,2.16046
20240201,011140.944824,011642.385107,301.440283,912.628 um_pwv,1114.11 um_pwv,35.0,2.114 K,2.15141
20240201,011643.347789,012144.793241,301.445452,909.109 um_pwv,1109.82 um_pwv,35.0,2.118 K,2.14310
20240201,012145.751048,012647.198151,301.447103,906.599 um_pwv,1106.75 um_pwv,35.0,2.181 K,2.13716
20240201,012648.157150,013149.597264,301.440114,905.961 um_pwv,1105.97 um_pwv,35.0,2.17 K,2.13566
20240201,013150.561237,013652.002544,301.441307,904.207 um_pwv,1103.83 um_pwv,35.0,2.192 K,2.13151
20240201,013652.965854,014154.406725,301.440871,904.676 um_pwv,1104.41 um_pwv,35.0,2.147 K,2.13262
20240201,014155.369769,014656.812953,301.443184,902.913 um_pwv,1102.25 um_pwv,35.0,2.155 K,2.12846
20240201,014657.773171,015159.216712,301.443541,902 um_pwv,1101.14 um_pwv,35.0,2.188 K,2.12630
20240201,015200.173956,015635.695646,275.52169,899.154 um_pwv,1097.66 um_pwv,35.0,2.088 K,2.11957
20240201,020135.791873,020637.339892,301.548019,901.399 um_pwv,1100.4 um_pwv,35.0,2.186 K,2.12488
20240201,020638.296596,021139.744511,301.447915,902.557 um_pwv,1101.82 um_pwv,35.0,2.142 K,2.12761
20240201,021140.701748,021642.142685,301.440937,902.824 um_pwv,1102.14 um_pwv,35.0,2.141 K,2.12824
20240201,021643.105982,022144.549226,301.443244,901.555 um_pwv,1100.6 um_pwv,35.0,2.115 K,2.12524
20240201,022145.511957,022646.951212,301.439255,898.433 um_pwv,1096.78 um_pwv,35.0,2.105 K,2.11787
20240201,022647.915533,023149.355759,301.440226,895.234 um_pwv,1092.88 um_pwv,35.0,2.117 K,2.11031
20240201,023150.319030,023651.758223,301.439193,893.082 um_pwv,1090.25 um_pwv,35.0,2.148 K,2.10522
