DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20240901,010134.989393,011148.537947,613.548554,1113.71 um_pwv,1359.59 um_pwv,35.0,1.083 K,2.62657
20240901,011149.500636,012202.948041,613.447405,1108.48 um_pwv,1353.21 um_pwv,35.0,1.026 K,2.61422
20240901,012203.908293,013217.354581,613.446288,1118.77 um_pwv,1365.76 um_pwv,35.0,1.005 K,2.63852
20240901,013218.311842,014231.760831,613.448989,1113.29 um_pwv,1359.08 um_pwv,35.0,0.9345 K,2.62559
20240901,014232.724174,015246.167796,613.443622,1115.91 um_pwv,1362.27 um_pwv,35.0,0.8933 K,2.63177
20240901,015247.130423,015634.648286,227.517863,1116.44 um_pwv,1362.92 um_pwv,35.0,0.9414 K,2.63302
20240901,020120.491409,021134.034959,613.54355,1118.42 um_pwv,1365.34 um_pwv,35.0,0.9223 K,2.63770
20240901,021134.997740,022148.443183,613.445443,1125.29 um_pwv,1373.73 um_pwv,35.0,0.9634 K,2.65394
20240901,022149.406109,023202.849374,613.443265,1128.77 um_pwv,1377.98 um_pwv,35.0,0.8914 K,2.66217
20240901,023203.812341,024217.261025,613.448684,1127.05 um_pwv,1375.87 um_pwv,35.0,0.8196 K,2.65808
20240901,024218.218831,025231.667776,613.448945,1124.15 um_pwv,1372.34 um_pwv,35.0,0.8518 K,2.65125
20240901,025232.624928,025620.147051,227.522123,1131.59 um_pwv,1381.42 um_pwv,35.0,0.8641 K,2.66883
20240901,030115.893701,031129.473710,613.580009,1137.23 um_pwv,1388.3 um_pwv,35.0,0.863 K,2.68214
20240901,031130.429774,032143.880123,613.450349,1128.34 um_pwv,1377.45 um_pwv,35.0,0.8133 K,2.66115
20240901,032144.837325,033158.285675,613.44835,1127.77 um_pwv,1376.76 um_pwv,35.0,0.806 K,2.65980
20240901,033159.244162,034212.692152,613.44799,1125.07 um_pwv,1373.46 um_pwv,35.0,0.7997 K,2.65342
20240901,034213.651552,035227.099608,613.448056,1121.1 um_pwv,1368.62 um_pwv,35.0,0.8133 K,2.64404
20240901,035228.058913,035615.583522,227.524609,1122.49 um_pwv,1370.31 um_pwv,35.0,0.7633 K,2.64732
20240901,050136.428291,051150.004184,613.575893,1070.14 um_pwv,1306.4 um_pwv,35.0,0.9621 K,2.52363
20240901,051150.965738,052204.415537,613.449799,1060.55 um_pwv,1294.7 um_pwv,35.0,1.014 K,2.50097
20240901,052205.372171,053218.823080,613.450909,1038.24 um_pwv,1267.46 um_pwv,35.0,1.109 K,2.44824
20240901,053219.779702,054233.229627,613.449925,1028.72 um_pwv,1255.84 um_pwv,35.0,1.02 K,2.42574
20240901,054234.185342,055247.638391,613.453049,1015.61 um_pwv,1239.83 um_pwv,35.0,1.056 K,2.39476
20240901,055248.594755,055636.116867,227.522112,979.813 um_pwv,1196.13 um_pwv,35.0,1.067 K,2.31018
20240901,060110.008635,061123.554248,613.545613,947.679 um_pwv,1156.9 um_pwv,35.0,1.023 K,2.23424
20240901,061124.510548,062137.959213,613.448665,936.596 um_pwv,1143.37 um_pwv,35.0,1.12 K,2.20805
20240901,062138.921948,063152.367566,613.445618,956.388 um_pwv,1167.53 um_pwv,35.0,1.073 K,2.25482
20240901,063153.329586,064206.778589,613.449003,1004.57 um_pwv,1226.35 um_pwv,35.0,0.9755 K,2.36868
20240901,064207.734650,065221.186677,613.452027,973.411 um_pwv,1188.32 um_pwv,35.0,1.183 K,2.29505
20240901,065222.142654,065609.665519,227.522865,936.295 um_pwv,1143.01 um_pwv,35.0,1.081 K,2.20734
20240901,070109.426435,071122.973807,613.547372,893.633 um_pwv,1090.92 um_pwv,35.0,0.9665 K,2.10652
20240901,071123.934773,072137.384017,613.449244,891.232 um_pwv,1087.99 um_pwv,35.0,0.951 K,2.10085
20240901,072138.339963,073151.788448,613.448485,887.105 um_pwv,1082.96 um_pwv,35.0,0.9898 K,2.09110
20240901,073152.750800,074206.198748,613.447948,866.063 um_pwv,1057.27 um_pwv,35.0,1.106 K,2.04137
20240901,074207.155952,075220.604606,613.448654,826.822 um_pwv,1009.36 um_pwv,35.0,1.234 K,1.94864
20240901,075221.567083,075609.085872,227.518789,807.335 um_pwv,985.574 um_pwv,35.0,1.286 K,1.90259
20240901,090136.206629,091149.752752,613.546123,749.118 um_pwv,914.504 um_pwv,35.0,1.46 K,1.76501
20240901,091150.714390,092204.160469,613.446079,713.187 um_pwv,870.64 um_pwv,35.0,1.55 K,1.68009
20240901,092205.117806,093218.564392,613.446586,693.268 um_pwv,846.324 um_pwv,35.0,1.525 K,1.63302
20240901,093219.527987,094232.972234,613.444247,666.782 um_pwv,813.991 um_pwv,35.0,1.524 K,1.57043
20240901,094233.935176,095247.382708,613.447532,681.138 um_pwv,831.516 um_pwv,35.0,1.478 K,1.60435
20240901,095248.339944,095635.862128,227.522184,699.757 um_pwv,854.245 um_pwv,35.0,1.369 K,1.64836
20240901,100136.017594,101149.555238,613.537644,714.919 um_pwv,872.755 um_pwv,35.0,1.327 K,1.68419
20240901,101150.517085,102203.964320,613.447235,715.854 um_pwv,873.897 um_pwv,35.0,1.32 K,1.68640
20240901,102204.921913,103218.370801,613.448888,726.612 um_pwv,887.03 um_pwv,35.0,1.309 K,1.71182
20240901,103219.327695,104232.777481,613.449786,768.969 um_pwv,938.738 um_pwv,35.0,1.123 K,1.81192
20240901,104233.740147,105247.185486,613.445339,803.34 um_pwv,980.697 um_pwv,35.0,0.9937 K,1.89315
20240901,105248.142426,105635.666869,227.524443,833.587 um_pwv,1017.62 um_pwv,35.0,0.9003 K,1.96463
20240901,110108.900111,111122.480202,613.580091,805.882 um_pwv,983.8 um_pwv,35.0,0.9159 K,1.89915
20240901,111123.438657,112136.882834,613.444177,756.473 um_pwv,923.483 um_pwv,35.0,0.955 K,1.78239
20240901,112137.847115,113151.293227,613.446112,730.555 um_pwv,891.843 um_pwv,35.0,1.025 K,1.72114
20240901,113152.251084,114205.699562,613.448478,698.475 um_pwv,852.68 um_pwv,35.0,1.101 K,1.64533
20240901,114206.663110,115220.109687,613.446577,683.691 um_pwv,834.632 um_pwv,35.0,1.126 K,1.61039
20240901,115221.067233,115608.589287,227.522054,676.105 um_pwv,825.372 um_pwv,35.0,1.128 K,1.59246
20240901,130136.585428,131150.166707,613.581279,727.774 um_pwv,888.448 um_pwv,35.0,1.031 K,1.71457
20240901,131151.124623,132204.571690,613.447067,680.136 um_pwv,830.293 um_pwv,35.0,1.113 K,1.60199
20240901,132205.533529,133218.988870,613.455341,632.807 um_pwv,772.514 um_pwv,35.0,1.219 K,1.49013
20240901,133219.940284,134233.387553,613.447269,643.392 um_pwv,785.436 um_pwv,35.0,1.201 K,1.51515
20240901,134234.350287,135247.796366,613.446079,655.876 um_pwv,800.677 um_pwv,35.0,1.227 K,1.54465
20240901,135248.758442,135636.278057,227.519615,662.144 um_pwv,808.329 um_pwv,35.0,1.169 K,1.55947
20240901,140109.213842,141122.752113,613.538271,684.275 um_pwv,835.346 um_pwv,35.0,1.164 K,1.61177
20240901,141123.713045,142137.164020,613.450975,700.747 um_pwv,855.455 um_pwv,35.0,1.077 K,1.65070
20240901,142138.120172,143151.570517,613.450345,691.998 um_pwv,844.774 um_pwv,35.0,1.078 K,1.63002
20240901,143152.531828,144205.978515,613.446687,673.808 um_pwv,822.568 um_pwv,35.0,1.112 K,1.58703
20240901,144206.940090,145220.432199,613.492109,660.106 um_pwv,805.841 um_pwv,35.0,1.148 K,1.55465
20240901,145221.395048,145608.915088,227.52004,651.449 um_pwv,795.273 um_pwv,35.0,1.125 K,1.53419
20240901,150109.298075,151122.849474,613.551399,652.741 um_pwv,796.849 um_pwv,35.0,1.266 K,1.53724
20240901,151123.807129,152137.255876,613.448747,651.31 um_pwv,795.102 um_pwv,35.0,1.349 K,1.53386
20240901,152138.217297,153151.666711,613.449414,662.34 um_pwv,808.568 um_pwv,35.0,1.355 K,1.55993
20240901,153152.622759,154206.070280,613.447521,684.664 um_pwv,835.82 um_pwv,35.0,1.375 K,1.61269
20240901,154207.032104,155220.476749,613.444645,715.619 um_pwv,873.609 um_pwv,35.0,1.284 K,1.68584
20240901,155221.438230,155608.957169,227.518939,749.636 um_pwv,915.136 um_pwv,35.0,1.195 K,1.76623
20240901,170136.093173,171149.668730,613.575557,876.072 um_pwv,1069.49 um_pwv,35.0,1.094 K,2.06503
20240901,171150.630874,172204.080668,613.449794,899.743 um_pwv,1098.38 um_pwv,35.0,1.048 K,2.12096
