DATE(YYYYMMDD),START TIME(HHMMSS.Microsec),END TIME(HHMMSS.Microsec),TIME PASSED (sec),PWV TOTAL zenith,PWV TOTAL line-of-sight,zenith angle,standard_deviation_of_residuals,Nscale_troposphere_h2o
20241201,010136.039040,010637.586787,301.547747,614.581 um_pwv,750.264 um_pwv,35.0,4.848 K,1.44706
20241201,010638.542517,011139.987486,301.444969,615.688 um_pwv,751.616 um_pwv,35.0,4.827 K,1.44967
20241201,011140.949878,011642.393094,301.443216,616.022 um_pwv,752.024 um_pwv,35.0,4.788 K,1.45046
20241201,011643.355827,012144.794609,301.438782,617.147 um_pwv,753.397 um_pwv,35.0,4.805 K,1.45312
20241201,012145.757962,012647.203607,301.445645,619.143 um_pwv,755.834 um_pwv,35.0,4.826 K,1.45784
20241201,012648.161374,013149.607457,301.446083,621.77 um_pwv,759.041 um_pwv,35.0,4.812 K,1.46405
20241201,013150.565183,013652.009334,301.444151,622.5 um_pwv,759.932 um_pwv,35.0,4.814 K,1.46577
20241201,013652.966255,014154.410685,301.44443,622.941 um_pwv,760.47 um_pwv,35.0,4.808 K,1.46681
20241201,014155.374312,014656.814392,301.44008,626.576 um_pwv,764.908 um_pwv,35.0,4.801 K,1.47541
20241201,014657.777326,015159.221238,301.443912,626.078 um_pwv,764.3 um_pwv,35.0,4.815 K,1.47423
20241201,015200.178525,015635.703078,275.524553,626.36 um_pwv,764.644 um_pwv,35.0,4.795 K,1.47490
20241201,020135.856325,020637.390043,301.533718,627.628 um_pwv,766.192 um_pwv,35.0,4.848 K,1.47789
20241201,020638.351248,021139.798269,301.447021,626.958 um_pwv,765.375 um_pwv,35.0,4.757 K,1.47631
20241201,021140.755610,021642.197913,301.442303,627.782 um_pwv,766.381 um_pwv,35.0,4.757 K,1.47826
20241201,021643.160895,022144.604828,301.443933,627.488 um_pwv,766.022 um_pwv,35.0,4.745 K,1.47756
20241201,022145.562063,022647.009681,301.447618,625.773 um_pwv,763.928 um_pwv,35.0,4.772 K,1.47351
20241201,022647.968427,023149.413910,301.445483,626.742 um_pwv,765.111 um_pwv,35.0,4.848 K,1.47580
20241201,023150.371101,023651.813442,301.442341,626.7 um_pwv,765.059 um_pwv,35.0,4.834 K,1.47570
20241201,023652.776454,024154.217986,301.441532,627.024 um_pwv,765.455 um_pwv,35.0,4.794 K,1.47647
20241201,024155.180697,024656.622829,301.442132,625.893 um_pwv,764.074 um_pwv,35.0,4.8 K,1.47379
20241201,024657.580592,025159.025964,301.445372,624.967 um_pwv,762.944 um_pwv,35.0,4.824 K,1.47160
20241201,025159.988722,025635.508901,275.520179,621.816 um_pwv,759.098 um_pwv,35.0,4.802 K,1.46416
20241201,030135.653584,030637.193638,301.540054,619.662 um_pwv,756.468 um_pwv,35.0,4.813 K,1.45907
20241201,030638.155446,031139.602617,301.447171,621.361 um_pwv,758.541 um_pwv,35.0,4.846 K,1.46308
20241201,031140.560218,031642.004625,301.444407,622.745 um_pwv,760.232 um_pwv,35.0,4.856 K,1.46635
20241201,031642.961878,032144.407515,301.445637,624.941 um_pwv,762.912 um_pwv,35.0,4.911 K,1.47154
20241201,032145.370713,032646.813753,301.44304,624.956 um_pwv,762.931 um_pwv,35.0,4.88 K,1.47158
20241201,032647.770991,033149.211784,301.440793,622.737 um_pwv,760.221 um_pwv,35.0,4.873 K,1.46633
20241201,033150.174820,033651.617522,301.442702,623.648 um_pwv,761.333 um_pwv,35.0,4.848 K,1.46849
20241201,033652.575770,034154.021395,301.445625,628.944 um_pwv,767.799 um_pwv,35.0,4.887 K,1.48100
20241201,034154.984088,034656.426786,301.442698,631.248 um_pwv,770.612 um_pwv,35.0,4.911 K,1.48645
20241201,034657.384267,035158.831788,301.447521,631.831 um_pwv,771.324 um_pwv,35.0,4.903 K,1.48783
20241201,035159.791152,035635.311517,275.520365,631.504 um_pwv,770.924 um_pwv,35.0,4.911 K,1.48705
20241201,050136.557836,050638.100698,301.542862,627.431 um_pwv,765.952 um_pwv,35.0,5.123 K,1.47743
20241201,050639.061493,051140.508307,301.446814,631.976 um_pwv,771.5 um_pwv,35.0,5.182 K,1.48817
20241201,051141.463908,051642.912522,301.448614,633.458 um_pwv,773.309 um_pwv,35.0,5.178 K,1.49167
20241201,051643.871343,052145.316159,301.444816,634.459 um_pwv,774.531 um_pwv,35.0,5.25 K,1.49404
20241201,052146.272509,052647.718755,301.446246,636.354 um_pwv,776.845 um_pwv,35.0,5.231 K,1.49852
20241201,052648.680868,053150.122307,301.441439,636.323 um_pwv,776.807 um_pwv,35.0,5.256 K,1.49844
20241201,053151.085042,053652.529473,301.444431,633.505 um_pwv,773.367 um_pwv,35.0,5.248 K,1.49178
20241201,053653.485453,054154.933075,301.447622,631.326 um_pwv,770.707 um_pwv,35.0,5.276 K,1.48663
20241201,054155.894966,054657.338269,301.443303,630.098 um_pwv,769.207 um_pwv,35.0,5.271 K,1.48373
20241201,054658.295579,055159.739589,301.44401,628.836 um_pwv,767.667 um_pwv,35.0,5.271 K,1.48075
20241201,055200.702620,055636.223653,275.521033,626.047 um_pwv,764.262 um_pwv,35.0,5.258 K,1.47416
20241201,060136.414705,060637.963391,301.548686,622.895 um_pwv,760.414 um_pwv,35.0,5.312 K,1.46671
20241201,060638.917822,061140.364234,301.446412,623.663 um_pwv,761.352 um_pwv,35.0,5.3 K,1.46852
20241201,061141.324888,061642.766321,301.441433,625.959 um_pwv,764.154 um_pwv,35.0,5.307 K,1.47395
20241201,061643.727845,062145.171634,301.443789,626.067 um_pwv,764.286 um_pwv,35.0,5.325 K,1.47420
20241201,062146.130853,062647.576519,301.445666,624.294 um_pwv,762.122 um_pwv,35.0,5.283 K,1.47001
20241201,062648.538931,063149.982953,301.444022,626.02 um_pwv,764.23 um_pwv,35.0,5.291 K,1.47409
20241201,063150.939346,063652.382633,301.443287,630.897 um_pwv,770.183 um_pwv,35.0,5.267 K,1.48562
20241201,063653.343995,064154.790498,301.446503,634.114 um_pwv,774.111 um_pwv,35.0,5.258 K,1.49322
20241201,064155.747164,064657.190786,301.443622,635.085 um_pwv,775.295 um_pwv,35.0,5.276 K,1.49552
20241201,064658.153235,065159.594963,301.441728,636.742 um_pwv,777.319 um_pwv,35.0,5.219 K,1.49943
20241201,065200.557471,065636.077707,275.520236,635.241 um_pwv,775.486 um_pwv,35.0,5.174 K,1.49589
20241201,070136.223535,070637.765857,301.542322,641.744 um_pwv,783.424 um_pwv,35.0,5.225 K,1.51125
20241201,070638.726044,071140.174280,301.448236,647.051 um_pwv,789.904 um_pwv,35.0,5.208 K,1.52380
20241201,071141.129856,071642.573039,301.443183,649.625 um_pwv,793.046 um_pwv,35.0,5.23 K,1.52988
20241201,071643.534878,072144.981793,301.446915,653.401 um_pwv,797.655 um_pwv,35.0,5.213 K,1.53880
20241201,072145.937489,072647.386136,301.448647,654.067 um_pwv,798.468 um_pwv,35.0,5.171 K,1.54038
20241201,072648.342124,073149.790878,301.448754,656.535 um_pwv,801.481 um_pwv,35.0,5.188 K,1.54621
20241201,073150.746917,073652.191760,301.444843,658.264 um_pwv,803.592 um_pwv,35.0,5.198 K,1.55030
20241201,073653.153804,074154.594210,301.440406,659.374 um_pwv,804.947 um_pwv,35.0,5.157 K,1.55292
20241201,074155.556422,074656.999554,301.443132,658.415 um_pwv,803.777 um_pwv,35.0,5.18 K,1.55065
20241201,074657.961270,075159.401809,301.440539,659.504 um_pwv,805.106 um_pwv,35.0,5.206 K,1.55323
20241201,075200.363897,075635.884553,275.520656,657.685 um_pwv,802.885 um_pwv,35.0,5.174 K,1.54893
20241201,090135.992064,090637.527750,301.535686,650.427 um_pwv,794.024 um_pwv,35.0,5.26 K,1.53177
20241201,090638.483564,091139.932646,301.449082,650.908 um_pwv,794.612 um_pwv,35.0,5.284 K,1.53291
20241201,091140.889034,091642.331679,301.442645,649.518 um_pwv,792.915 um_pwv,35.0,5.316 K,1.52963
20241201,091643.294916,092144.740060,301.445144,646.27 um_pwv,788.95 um_pwv,35.0,5.329 K,1.52195
20241201,092145.697543,092647.139608,301.442065,639.075 um_pwv,780.166 um_pwv,35.0,5.354 K,1.50495
20241201,092648.102608,093149.548103,301.445495,636.124 um_pwv,776.564 um_pwv,35.0,5.383 K,1.49797
20241201,093150.505254,093651.952225,301.446971,634.49 um_pwv,774.569 um_pwv,35.0,5.416 K,1.49411
20241201,093652.909497,094154.351878,301.442381,633.349 um_pwv,773.176 um_pwv,35.0,5.527 K,1.49141
20241201,094155.315038,094656.759222,301.444184,630.699 um_pwv,769.942 um_pwv,35.0,5.583 K,1.48515
20241201,094657.716117,095159.161469,301.445352,632.319 um_pwv,771.919 um_pwv,35.0,5.624 K,1.48898
20241201,095200.124177,095635.643635,275.519458,631.322 um_pwv,770.702 um_pwv,35.0,5.589 K,1.48662
20241201,100135.788937,100637.336791,301.547854,630.964 um_pwv,770.265 um_pwv,35.0,5.815 K,1.48578
20241201,100638.292543,101139.737256,301.444713,630.866 um_pwv,770.145 um_pwv,35.0,5.818 K,1.48555
20241201,101140.699955,101642.139821,301.439866,626.314 um_pwv,764.588 um_pwv,35.0,5.865 K,1.47479
20241201,101643.100048,102144.547855,301.447807,617.984 um_pwv,754.419 um_pwv,35.0,5.852 K,1.45510
20241201,102145.504712,102646.950721,301.446009,613.854 um_pwv,749.377 um_pwv,35.0,5.875 K,1.44534
20241201,102647.908004,103149.356089,301.448085,611.166 um_pwv,746.095 um_pwv,35.0,5.915 K,1.43899
20241201,103150.313902,103651.755968,301.442066,609.39 um_pwv,743.928 um_pwv,35.0,5.909 K,1.43479
20241201,103652.719225,104154.163794,301.444569,604.214 um_pwv,737.609 um_pwv,35.0,5.95 K,1.42256
20241201,104155.120979,104656.566070,301.445091,598.506 um_pwv,730.641 um_pwv,35.0,6.018 K,1.40907
20241201,104657.528517,105158.968430,301.439913,597.091 um_pwv,728.914 um_pwv,35.0,5.968 K,1.40572
20241201,105159.931742,105635.451518,275.519776,593.101 um_pwv,724.043 um_pwv,35.0,6.002 K,1.39629
20241201,110135.595622,110637.139704,301.544082,592.064 um_pwv,722.777 um_pwv,35.0,6.021 K,1.39384
20241201,110638.101186,111139.547115,301.445929,590.839 um_pwv,721.282 um_pwv,35.0,5.999 K,1.39095
20241201,111140.503159,111641.950103,301.446944,589.937 um_pwv,720.18 um_pwv,35.0,6.019 K,1.38881
20241201,111642.912753,112144.355428,301.442675,588.031 um_pwv,717.854 um_pwv,35.0,6.021 K,1.38431
20241201,112145.313502,112646.759417,301.445915,588.441 um_pwv,718.354 um_pwv,35.0,5.968 K,1.38528
20241201,112647.716293,113149.163295,301.447002,593.994 um_pwv,725.132 um_pwv,35.0,5.946 K,1.39840
20241201,113150.123567,113651.566502,301.442935,600.72 um_pwv,733.343 um_pwv,35.0,5.91 K,1.41430
20241201,113652.523441,114153.972142,301.448701,607.126 um_pwv,741.164 um_pwv,35.0,5.918 K,1.42944
20241201,114154.930258,114656.375618,301.44536,610.037 um_pwv,744.717 um_pwv,35.0,5.915 K,1.43632
20241201,114657.335507,115158.779468,301.443961,613.26 um_pwv,748.652 um_pwv,35.0,5.937 K,1.44393
20241201,115159.736401,115635.260667,275.524266,614.899 um_pwv,750.653 um_pwv,35.0,5.891 K,1.44781
20241201,130136.431748,130638.005678,301.57393,626.762 um_pwv,765.135 um_pwv,35.0,5.748 K,1.47584
20241201,130638.961594,131140.407696,301.446102,627.38 um_pwv,765.89 um_pwv,35.0,5.822 K,1.47731
20241201,131141.368699,131642.814457,301.445758,627.55 um_pwv,766.097 um_pwv,35.0,5.821 K,1.47771
20241201,131643.770440,132145.216694,301.446254,625.619 um_pwv,763.74 um_pwv,35.0,5.832 K,1.47314
20241201,132146.178459,132647.620836,301.442377,620.228 um_pwv,757.159 um_pwv,35.0,5.782 K,1.46040
20241201,132648.582227,133150.022193,301.439966,618.224 um_pwv,754.712 um_pwv,35.0,5.819 K,1.45567
20241201,133150.983751,133652.426872,301.443121,620.656 um_pwv,757.682 um_pwv,35.0,5.834 K,1.46142
20241201,133653.389276,134154.834514,301.445238,619.999 um_pwv,756.879 um_pwv,35.0,5.872 K,1.45986
20241201,134155.790708,134657.235451,301.444743,617.634 um_pwv,753.992 um_pwv,35.0,5.842 K,1.45427
20241201,134658.197476,135159.641176,301.4437,617.147 um_pwv,753.397 um_pwv,35.0,5.829 K,1.45312
20241201,135200.596934,135636.121686,275.524752,615.601 um_pwv,751.51 um_pwv,35.0,5.803 K,1.44947
20241201,140136.264972,140637.811204,301.546232,617.588 um_pwv,753.936 um_pwv,35.0,5.839 K,1.45416
20241201,140638.771995,141140.212288,301.440293,617.542 um_pwv,753.88 um_pwv,35.0,5.83 K,1.45406
20241201,141141.175885,141642.619204,301.443319,617.756 um_pwv,754.14 um_pwv,35.0,5.854 K,1.45456
20241201,141643.581289,142145.024017,301.442728,614.111 um_pwv,749.691 um_pwv,35.0,5.882 K,1.44595
20241201,142145.980093,142647.426340,301.446247,612.704 um_pwv,747.974 um_pwv,35.0,5.887 K,1.44262
20241201,142648.388682,143149.827983,301.439301,612.614 um_pwv,747.863 um_pwv,35.0,5.91 K,1.44241
20241201,143150.790389,143652.232792,301.442403,613.854 um_pwv,749.377 um_pwv,35.0,5.914 K,1.44534
20241201,143653.195797,144154.639037,301.44324,614.626 um_pwv,750.32 um_pwv,35.0,5.924 K,1.44716
20241201,144155.600988,144657.040158,301.43917,611.422 um_pwv,746.408 um_pwv,35.0,5.923 K,1.43959
20241201,144658.003124,145159.446914,301.44379,609.691 um_pwv,744.295 um_pwv,35.0,5.967 K,1.43550
20241201,145200.408722,145635.928404,275.519682,605.422 um_pwv,739.084 um_pwv,35.0,5.896 K,1.42541
20241201,150136.079537,150637.616688,301.537151,610.578 um_pwv,745.378 um_pwv,35.0,5.958 K,1.43760
20241201,150638.576652,151140.021116,301.444464,613.43 um_pwv,748.86 um_pwv,35.0,5.982 K,1.44434
20241201,151140.982070,151642.422969,301.440899,613.048 um_pwv,748.393 um_pwv,35.0,6.024 K,1.44343
20241201,151643.385985,152144.829323,301.443338,616.827 um_pwv,753.007 um_pwv,35.0,6.056 K,1.45237
20241201,152145.791805,152647.232079,301.440274,619.582 um_pwv,756.37 um_pwv,35.0,6.041 K,1.45888
20241201,152648.193821,153149.637915,301.444094,624.386 um_pwv,762.235 um_pwv,35.0,6.061 K,1.47023
20241201,153150.599528,153652.042634,301.443106,629.224 um_pwv,768.14 um_pwv,35.0,6.202 K,1.48166
20241201,153653.004131,154154.445628,301.441497,632.631 um_pwv,772.3 um_pwv,35.0,6.298 K,1.48972
20241201,154155.407533,154656.848880,301.441347,633.454 um_pwv,773.304 um_pwv,35.0,6.38 K,1.49166
