# WVR data file, version 2017-12-05
#As Scanning Observation 
#
TIME TIMEWVR HOT_TEMP HOT_SETP HOT_PWM COLD_TEMP COLD_SETP COLD_PWM CHOP_PWM CHOP_CURR TP_TEMP TP_SETP BE_TEMP BE_SETP BE_PWM CS_TEMP CS_SETP CS_PWM LNA_TEMP TSRC0 TSRC1 TSRC2 TSRC3 EL AZ
2026-02-10T19:01:35.362012 93.36000061035156 363.15093994140625 363.1499938964844 31.640625 283.1422424316406 283.1499938964844 33.203125 8.203125 0.057630229741334915 296.56341552734375 294.1499938964844 311.62579345703125 312.1499938964844 51.171875 304.22918701171875 304.1499938964844 35.546875 307.5774230957031 166.39022827148438 96.01525115966797 52.05548095703125 37.2869987487793 55.0 2.625
2026-02-10T19:01:36.423114 94.41600036621094 363.1548767089844 363.1499938964844 31.25 283.15142822265625 283.1499938964844 33.59375 7.8125 0.06289563328027725 296.5733337402344 294.1499938964844 311.63726806640625 312.1499938964844 50.0 304.2452697753906 304.1499938964844 39.0625 307.5853576660156 166.72691345214844 96.20538330078125 52.207969665527344 37.47138214111328 55.0 14.325
2026-02-10T19:01:37.382570 95.3759994506836 363.1499328613281 363.1499938964844 31.25 283.14483642578125 283.1499938964844 33.203125 8.59375 0.042847443372011185 296.5694885253906 294.1499938964844 311.64093017578125 312.1499938964844 49.609375 304.23919677734375 304.1499938964844 37.890625 307.5746765136719 166.67672729492188 96.4063949584961 52.40471267700195 37.63227081298828 55.0 26.025
2026-02-10T19:01:38.342943 96.33599853515625 363.152587890625 363.1499938964844 31.25 283.15765380859375 283.1499938964844 33.984375 8.59375 0.026769256219267845 296.56781005859375 294.1499938964844 311.6109924316406 312.1499938964844 52.734375 304.25738525390625 304.1499938964844 42.578125 307.57769775390625 166.92018127441406 96.59439849853516 52.743431091308594 37.880516052246094 55.0 37.725
2026-02-10T19:01:39.302985 97.2959976196289 363.1504821777344 363.1499938964844 31.25 283.1441955566406 283.1499938964844 32.8125 8.59375 0.06067061424255371 296.56982421875 294.1499938964844 311.61053466796875 312.1499938964844 52.34375 304.2370300292969 304.1499938964844 36.328125 307.57427978515625 167.08547973632812 96.85414123535156 52.92858123779297 38.130828857421875 55.0 49.425
2026-02-10T19:01:40.260153 98.25599670410156 363.1549377441406 363.1499938964844 30.859375 283.1539001464844 283.1499938964844 33.984375 8.59375 -0.008282780647277832 296.57159423828125 294.1499938964844 311.620361328125 312.1499938964844 51.953125 304.2468566894531 304.1499938964844 40.625 307.56915283203125 167.30264282226562 97.09269714355469 53.11066818237305 38.34917449951172 55.0 61.05
2026-02-10T19:01:41.221066 99.21600341796875 363.13775634765625 363.1499938964844 31.640625 283.14764404296875 283.1499938964844 33.203125 8.203125 0.020223641768097878 296.5690002441406 294.1499938964844 311.6124572753906 312.1499938964844 52.34375 304.2431640625 304.1499938964844 39.453125 307.56744384765625 167.3680877685547 97.1659927368164 53.08879470825195 38.408599853515625 55.0 72.75
2026-02-10T19:01:42.182444 100.1760025024414 363.1551208496094 363.1499938964844 31.25 283.14959716796875 283.1499938964844 33.203125 8.59375 0.04690127447247505 296.5636901855469 294.1499938964844 311.6213073730469 312.1499938964844 51.5625 304.2454528808594 304.1499938964844 39.453125 307.57952880859375 167.26321411132812 97.12713623046875 53.03351593017578 38.29973220825195 55.0 84.45
2026-02-10T19:01:43.141843 101.13600158691406 363.1412048339844 363.1499938964844 31.640625 283.1440734863281 283.1499938964844 33.203125 8.59375 0.020299863070249557 296.58282470703125 294.1499938964844 311.6301574707031 312.1499938964844 50.78125 304.24005126953125 304.1499938964844 37.890625 307.55291748046875 167.36154174804688 97.06391906738281 53.094032287597656 38.242515563964844 55.0 96.15
2026-02-10T19:01:44.102970 102.09600067138672 363.1485900878906 363.1499938964844 31.25 283.1525573730469 283.1499938964844 33.59375 8.203125 0.030251551419496536 296.5665588378906 294.1499938964844 311.6041259765625 312.1499938964844 52.34375 304.245361328125 304.1499938964844 39.84375 307.57012939453125 167.21240234375 96.83111572265625 52.83796310424805 38.1248779296875 55.0 107.85
2026-02-10T19:01:45.062483 103.05599975585938 363.1556396484375 363.1499938964844 31.25 283.13995361328125 283.1499938964844 32.8125 8.203125 -0.003680276917293668 296.565673828125 294.1499938964844 311.61407470703125 312.1499938964844 52.34375 304.23187255859375 304.1499938964844 35.9375 307.58538818359375 166.95205688476562 96.65228271484375 52.64116668701172 38.01044464111328 55.0 119.55
2026-02-10T19:01:46.022770 104.01599884033203 363.15753173828125 363.1499938964844 31.25 283.14837646484375 283.1499938964844 33.203125 8.59375 0.023241138085722923 296.5677185058594 294.1499938964844 311.6151428222656 312.1499938964844 51.953125 304.24395751953125 304.1499938964844 39.0625 307.58416748046875 166.73593139648438 96.42576599121094 52.37122344970703 37.79425811767578 55.0 131.25
2026-02-10T19:01:46.984078 104.97599792480469 363.15228271484375 363.1499938964844 31.25 283.14337158203125 283.1499938964844 32.8125 8.59375 0.02991628646850586 296.571533203125 294.1499938964844 311.63629150390625 312.1499938964844 50.0 304.2340087890625 304.1499938964844 35.9375 307.57659912109375 166.77700805664062 96.13349151611328 52.14882278442383 37.609764099121094 55.0 142.875
2026-02-10T19:01:47.939755 105.93599700927734 363.1507263183594 363.1499938964844 31.25 283.15240478515625 283.1499938964844 33.59375 8.203125 0.022021938115358353 296.5661926269531 294.1499938964844 311.62353515625 312.1499938964844 51.171875 304.24383544921875 304.1499938964844 38.671875 307.5706787109375 166.4954071044922 96.22562408447266 52.04253387451172 37.584556579589844 55.0 154.575
2026-02-10T19:01:48.900067 106.89600372314453 363.15545654296875 363.1499938964844 31.25 283.1583557128906 283.1499938964844 33.984375 8.59375 0.017114663496613503 296.5624694824219 294.1499938964844 311.6011962890625 312.1499938964844 53.515625 304.250244140625 304.1499938964844 40.234375 307.58782958984375 166.6613006591797 96.09950256347656 52.08807373046875 37.30603790283203 55.0 166.275
2026-02-10T19:01:49.863377 107.85600280761719 363.1480712890625 363.1499938964844 31.25 283.15496826171875 283.1499938964844 33.59375 8.59375 0.05381264537572861 296.56854248046875 294.1499938964844 311.6054382324219 312.1499938964844 53.125 304.24700927734375 304.1499938964844 39.84375 307.56744384765625 166.71847534179688 96.2137680053711 52.1649169921875 37.443885803222656 55.0 177.975
