pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 150.0,12930,-49.5,-83.5,-79.4,  1,  1, 0.00,145,13.4
 137.0,13529,-48.4,-83.5,-79.4,  1,  1, 0.00,135,14.9
 116.0,14628,-46.3,-83.6,-79.5,  1,  1, 0.00,150,16.0
 102.0,15478,-44.7,-83.7,-79.6,  1,  1, 0.00,154,13.7
 100.0,15610,-44.9,-83.9,-79.8,  1,  1, 0.00,155,13.4
  88.0,16470,-43.5,-83.2,-79.0,  0,  1, 0.00,145,12.4
  81.0,17028,-42.5,-82.7,-78.6,  0,  1, 0.01,160,12.9
  77.0,17369,-42.0,-82.4,-78.3,  0,  1, 0.01,140,13.4
  72.0,17820,-41.2,-82.1,-77.9,  0,  1, 0.01,150, 9.8
  70.0,18010,-40.9,-81.9,-77.7,  0,  1, 0.01,155,10.8
  67.0,18308,-40.5,-81.7,-77.5,  0,  1, 0.01,165,12.9
  63.0,18727,-40.0,-81.3,-77.1,  0,  1, 0.01,145,11.3
  61.0,18947,-39.8,-81.2,-77.0,  0,  1, 0.01,170,11.8
  58.0,19290,-39.3,-80.9,-76.7,  0,  1, 0.01,160,12.4
  55.0,19651,-38.9,-80.6,-76.4,  0,  1, 0.01,170,14.9
  54.0,19776,-38.7,-80.5,-76.3,  0,  1, 0.01,160,17.5
  52.0,20033,-38.4,-80.3,-76.1,  0,  1, 0.01,140,12.4
  51.0,20165,-38.3,-80.2,-76.0,  0,  1, 0.01,145, 9.8
  50.0,20300,-38.1,-80.1,-75.9,  0,  1, 0.01,160,11.8
  49.0,20440,-37.9,-80.0,-75.7,  0,  1, 0.01,150,12.4
  45.0,21032,-37.0,-79.4,-75.2,  0,  1, 0.02,165,11.8
  43.0,21348,-36.5,-79.1,-74.9,  0,  1, 0.02,145, 9.3
  41.0,21679,-36.0,-78.8,-74.5,  0,  1, 0.02,160,10.8
  40.0,21851,-35.7,-78.6,-74.4,  0,  1, 0.02,150,10.3
  38.0,22207,-35.2,-78.3,-74.0,  0,  1, 0.02,175, 8.8
  37.0,22393,-34.9,-78.1,-73.8,  0,  1, 0.02,155,11.8
  36.0,22583,-34.6,-77.9,-73.7,  0,  1, 0.03,140, 9.3
  35.0,22779,-34.3,-77.7,-73.5,  0,  1, 0.03,145, 4.6
  33.0,23188,-33.7,-77.3,-73.1,  0,  1, 0.03,155, 8.8
  31.0,23622,-33.0,-76.9,-72.6,  0,  1, 0.04,180, 9.8
  30.0,23850,-32.7,-76.7,-72.4,  0,  1, 0.04,165, 9.8
  29.0,24090,-32.4,-76.5,-72.2,  0,  1, 0.04,175,12.9
  27.0,24596,-31.7,-76.1,-71.8,  0,  1, 0.05,155, 8.8
  24.0,25429,-30.6,-75.4,-71.1,  0,  1, 0.06,160, 7.7
  23.0,25730,-30.2,-75.2,-70.9,  0,  1, 0.06,155, 8.2
  22.7,25823,-30.1,-75.1,-70.8,  0,  1, 0.06,   ,    
