pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 686.0, 2835,-31.9,-35.6,-32.4, 70, 95, 0.27,110, 4.1
 685.0, 2845,-30.1,-33.4,-30.3, 73, 98, 0.33,102, 4.3
 684.0, 2856,-31.1,-34.1,-31.0, 75,101, 0.31, 94, 4.5
 681.0, 2887,-30.1,-33.4,-30.3, 73, 98, 0.34, 70, 5.2
 674.0, 2961,-27.7,-31.7,-28.7, 69, 90, 0.40, 63, 5.9
 667.0, 3036,-27.4,-31.6,-28.6, 67, 88, 0.41, 55, 6.7
 666.0, 3047,-27.3,-31.6,-28.6, 67, 87, 0.41, 57, 6.6
 655.0, 3166,-27.6,-34.1,-30.9, 54, 71, 0.33, 75, 6.2
 647.0, 3255,-27.9,-35.9,-32.6, 46, 61, 0.28, 75, 6.4
 624.0, 3513,-28.5,-37.2,-33.8, 43, 57, 0.25, 75, 7.2
 603.0, 3758,-29.1,-38.4,-35.0, 40, 54, 0.23, 45, 7.2
 581.0, 4024,-29.7,-39.7,-36.2, 37, 50, 0.21, 60, 5.2
 568.0, 4183,-30.6,-41.0,-37.5, 35, 48, 0.19, 50, 6.2
 518.0, 4833,-34.3,-46.3,-42.5, 29, 40, 0.12, 50, 5.7
 516.0, 4861,-34.5,-46.5,-42.7, 29, 40, 0.11, 52, 5.6
 500.0, 5080,-35.9,-45.9,-42.1, 35, 50, 0.13, 65, 5.2
 482.0, 5334,-37.1,-45.2,-41.4, 43, 61, 0.14, 80, 5.2
 464.0, 5597,-38.3,-44.4,-40.7, 53, 76, 0.16, 75, 6.2
 450.0, 5809,-39.3,-43.8,-40.1, 62, 91, 0.18, 85, 6.9
 436.0, 6025,-40.5,-56.5,-52.4, 16, 24, 0.04, 95, 7.6
 415.0, 6360,-42.2,-55.6,-51.5, 22, 33, 0.05,110, 8.8
 404.0, 6543,-43.1,-55.1,-51.0, 25, 39, 0.05,110, 9.5
 400.0, 6610,-43.5,-56.5,-52.4, 22, 34, 0.05,110, 9.8
 386.0, 6848,-45.5,-50.5,-46.5, 57, 88, 0.10,112,10.6
 341.0, 7660,-51.3,-59.3,-55.1, 38, 62, 0.04,119,13.3
 334.0, 7794,-52.3,-57.3,-53.1, 55, 90, 0.05,120,13.7
 309.0, 8292,-54.9,-62.9,-58.6, 36, 61, 0.03,125,15.4
 300.0, 8480,-55.1,-65.1,-60.8, 28, 47, 0.02,125,16.5
 298.0, 8523,-55.1,-65.5,-61.2, 26, 44, 0.02,125,16.5
 260.0, 9398,-54.1,-74.2,-69.9,  7, 11, 0.01,115,13.9
 253.0, 9573,-53.9,-75.9,-71.6,  5,  8, 0.01,122,12.8
 250.0, 9650,-53.5,-76.5,-72.2,  4,  7, 0.00,125,12.4
 234.0,10080,-52.7,-78.6,-74.4,  3,  5, 0.00,140,13.4
 210.0,10783,-51.3,-82.1,-77.9,  1,  2, 0.00,130,11.8
 200.0,11100,-50.7,-83.7,-79.6,  1,  2, 0.00,135,12.9
