pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 171.0,12121,-48.9,-84.9,-80.8,  1,  1, 0.00,132,13.1
 150.0,12980,-48.3,-85.3,-81.2,  1,  1, 0.00,130,13.4
 100.0,15670,-44.9,-84.9,-80.8,  0,  1, 0.00,150,16.5
  88.0,16534,-43.5,-83.8,-79.7,  0,  1, 0.00,135,13.9
  79.0,17263,-42.3,-82.9,-78.8,  0,  1, 0.01,160,13.9
  75.0,17614,-41.7,-82.5,-78.3,  0,  1, 0.01,140,17.0
  73.0,17796,-41.4,-82.3,-78.1,  0,  1, 0.01,155,14.4
  70.0,18080,-40.9,-81.9,-77.7,  0,  1, 0.01,150,13.9
  66.0,18484,-40.2,-81.4,-77.2,  0,  1, 0.01,135,12.9
  64.0,18695,-39.9,-81.2,-77.0,  0,  1, 0.01,140,10.8
  62.0,18913,-39.5,-80.9,-76.7,  0,  1, 0.01,175,11.3
  54.0,19862,-38.0,-79.7,-75.5,  0,  1, 0.01,140,11.8
  50.0,20390,-37.1,-79.1,-74.9,  0,  1, 0.02,140,10.3
  47.5,20745,-36.9,-78.9,-74.7,  0,  1, 0.02,152,10.5
  45.0,21123,-35.0,-77.8,-73.6,  0,  1, 0.02,165,10.8
  44.0,21280,-34.3,-77.4,-73.1,  0,  1, 0.02,155,12.4
  42.0,21605,-32.7,-76.4,-72.2,  0,  1, 0.03,145,10.3
  41.3,21723,-32.1,-76.1,-71.8,  0,  1, 0.03,117, 8.1
  41.0,21774,-32.3,-76.3,-72.0,  0,  1, 0.03,105, 7.2
  40.0,21947,-33.2,-76.8,-72.6,  0,  1, 0.03,100, 5.2
  39.0,22124,-34.1,-77.4,-73.2,  0,  1, 0.03,160, 2.1
  38.0,22307,-34.9,-78.1,-73.8,  0,  1, 0.02,200, 5.2
  37.6,22381,-35.3,-78.3,-74.0,  0,  1, 0.02,190, 6.2
  37.0,22493,-35.2,-78.2,-74.0,  0,  1, 0.02,175, 7.7
  35.0,22882,-34.7,-78.0,-73.8,  0,  1, 0.03,175,11.3
  34.0,23085,-34.5,-77.9,-73.7,  0,  1, 0.03,160,13.4
  32.0,23509,-34.0,-77.7,-73.5,  0,  1, 0.03,120, 8.8
  31.0,23731,-33.8,-77.6,-73.4,  0,  1, 0.03,115, 5.2
  30.0,23960,-33.5,-77.5,-73.2,  0,  1, 0.03,145, 3.1
  29.0,24199,-33.3,-77.3,-73.1,  0,  1, 0.04,140, 8.2
  27.0,24703,-32.8,-77.0,-72.8,  0,  1, 0.04,130, 5.7
  26.0,24969,-32.5,-76.9,-72.6,  0,  1, 0.04,105, 5.2
  25.0,25246,-32.2,-76.7,-72.4,  0,  1, 0.05,100, 6.2
  24.0,25534,-32.0,-76.5,-72.2,  0,  1, 0.05, 80, 5.2
  20.0,26820,-30.7,-75.7,-71.4,  0,  1, 0.07,170, 6.2
  19.5,27000,-30.7,-75.7,-71.4,  0,  1, 0.07,165, 5.9
  19.0,27184,-30.7,-75.7,-71.4,  0,  1, 0.07,160, 5.7
  18.0,27568,-30.7,-75.7,-71.4,  0,  1, 0.07,135, 5.7
  17.0,27973,-30.7,-75.7,-71.4,  0,  1, 0.08, 95, 5.2
  16.3,28272,-30.7,-75.7,-71.4,  0,  1, 0.08,140, 4.1
