pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 684.0, 2835,-24.3,-28.2,-25.5, 70, 89, 0.55,315, 3.1
 652.0, 3182,-26.7,-29.3,-26.5, 79,102, 0.52,304, 3.2
 635.0, 3373,-25.7,-28.3,-25.6, 79,101, 0.59,297, 3.3
 599.0, 3793,-28.1,-30.3,-27.4, 81,107, 0.52,283, 3.5
 595.0, 3841,-27.7,-31.2,-28.3, 72, 94, 0.48,282, 3.5
 534.0, 4607,-34.5,-35.0,-31.8, 95,133, 0.37,256, 3.9
 533.0, 4620,-34.7,-35.2,-32.0, 95,134, 0.36,255, 3.9
 531.0, 4646,-31.5,-33.7,-30.6, 81,110, 0.42,254, 3.9
 501.0, 5056,-32.7,-35.6,-32.4, 75,104, 0.37,240, 4.1
 500.0, 5070,-32.7,-35.7,-32.5, 74,103, 0.37,240, 4.1
 458.0, 5683,-36.3,-39.7,-36.2, 71,101, 0.27,199, 3.7
 404.0, 6543,-41.7,-43.1,-39.5, 86,129, 0.21,140, 3.1
 401.0, 6593,-42.1,-43.1,-39.5, 90,135, 0.21,136, 3.1
 400.0, 6610,-42.3,-43.4,-39.7, 89,134, 0.21,135, 3.1
 389.0, 6799,-43.5,-46.5,-42.7, 72,110, 0.15,134, 3.5
 380.0, 6956,-44.9,-46.0,-42.2, 89,137, 0.16,134, 3.9
 368.0, 7170,-46.3,-54.3,-50.2, 40, 62, 0.06,133, 4.4
 357.0, 7372,-47.9,-49.6,-45.7, 82,131, 0.12,132, 4.9
 330.0, 7884,-51.8,-55.0,-50.9, 69,113, 0.07,130, 6.2
 313.0, 8229,-54.5,-58.6,-54.4, 60,101, 0.04,127, 6.8
 300.0, 8500,-56.7,-59.1,-54.9, 74,126, 0.04,125, 7.2
 286.0, 8800,-58.5,-60.4,-56.2, 79,136, 0.04,129, 9.0
 284.0, 8844,-58.7,-61.8,-57.5, 67,117, 0.03,130, 9.3
 282.0, 8888,-58.3,-64.3,-60.0, 46, 79, 0.02,129, 9.3
 273.0, 9091,-58.5,-66.5,-62.2, 35, 61, 0.02,124, 9.6
 267.0, 9230,-59.2,-64.1,-59.8, 53, 92, 0.03,120, 9.8
 266.0, 9253,-59.3,-63.7,-59.4, 56, 98, 0.03,121, 9.7
 261.0, 9371,-59.1,-72.1,-67.8, 17, 30, 0.01,125, 9.1
 256.0, 9492,-58.7,-74.7,-70.4, 11, 19, 0.01,130, 8.5
 250.0, 9640,-58.7,-73.7,-69.4, 13, 22, 0.01,135, 7.7
 209.0,10780,-55.3,-80.8,-76.6,  3,  5, 0.00,155, 7.7
 200.0,11060,-54.5,-82.5,-78.3,  2,  3, 0.00,150, 7.7
 186.0,11527,-53.6,-83.1,-78.9,  2,  3, 0.00,155, 7.7
 183.0,11631,-53.4,-83.2,-79.1,  1,  2, 0.00,170, 6.7
 150.0,12910,-50.9,-84.9,-80.8,  1,  1, 0.00,160,10.8
 136.0,13551,-50.1,-84.8,-80.7,  1,  1, 0.00,150, 8.2
 129.0,13897,-49.7,-84.7,-80.6,  1,  1, 0.00,152, 8.9
 100.0,15590,-43.9,-83.9,-79.8,  0,  1, 0.00,160,11.8
  82.0,16936,-40.8,-81.9,-77.7,  0,  1, 0.01,160,12.4
  76.0,17452,-39.6,-81.1,-76.9,  0,  1, 0.01,150, 9.8
  72.0,17819,-38.7,-80.6,-76.4,  0,  1, 0.01,155,10.8
  71.0,17914,-38.5,-80.4,-76.2,  0,  1, 0.01,175,10.8
  70.0,18010,-38.3,-80.3,-76.1,  0,  1, 0.01,175,11.3
  65.0,18523,-36.3,-79.1,-74.8,  0,  1, 0.01,160,10.8
  63.6,18673,-35.7,-78.7,-74.5,  0,  1, 0.01,174, 8.7
  63.0,18739,-35.9,-78.8,-74.5,  0,  1, 0.01,180, 7.7
  60.0,19077,-36.8,-79.1,-74.9,  0,  1, 0.01,180,13.4
  59.0,19194,-37.1,-79.2,-75.0,  0,  1, 0.01,165,14.9
  58.4,19265,-37.3,-79.3,-75.1,  0,  1, 0.01,162,14.2
  57.0,19433,-37.1,-79.3,-75.1,  0,  1, 0.01,155,12.4
  55.0,19680,-36.9,-79.3,-75.1,  0,  1, 0.01,170, 8.2
  54.0,19807,-36.8,-79.3,-75.1,  0,  1, 0.01,180,10.3
  51.0,20203,-36.4,-79.3,-75.1,  0,  1, 0.01,165,16.5
  50.0,20340,-36.3,-79.3,-75.1,  0,  1, 0.01,150,14.4
  49.0,20480,-36.3,-79.3,-75.1,  0,  1, 0.02,135,12.4
  48.0,20623,-36.3,-79.3,-75.1,  0,  1, 0.02,135, 9.8
  47.0,20769,-36.4,-79.4,-75.1,  0,  1, 0.02,165,10.8
  43.0,21385,-36.4,-79.4,-75.2,  0,  1, 0.02,150, 7.7
  41.0,21715,-36.5,-79.5,-75.2,  0,  1, 0.02,170, 7.7
  39.3,22009,-36.5,-79.5,-75.3,  0,  1, 0.02,173, 6.9
  38.0,22243,-36.2,-79.2,-74.9,  0,  1, 0.02,175, 6.2
  37.0,22429,-35.9,-78.9,-74.7,  0,  1, 0.02,180, 8.8
  36.0,22620,-35.7,-78.7,-74.4,  0,  1, 0.02,200, 9.3
  35.0,22816,-35.4,-78.4,-74.1,  0,  1, 0.02,175, 9.3
  33.0,23226,-34.8,-77.8,-73.6,  0,  1, 0.03,165,10.3
  32.0,23440,-34.5,-77.5,-73.3,  0,  1, 0.03,185,12.4
  30.0,23890,-33.9,-76.9,-72.6,  1,  1, 0.04,175,15.4
  29.0,24130,-33.5,-76.7,-72.4,  0,  1, 0.04,170,10.3
  28.0,24378,-33.0,-76.4,-72.1,  0,  1, 0.04,190,10.8
  25.0,25179,-31.6,-75.6,-71.4,  0,  1, 0.05,150, 9.8
  24.0,25467,-31.1,-75.4,-71.1,  0,  1, 0.06,175, 4.6
  23.0,25768,-30.5,-75.1,-70.8,  0,  1, 0.06,195, 7.2
  22.0,26082,-30.0,-74.8,-70.5,  0,  1, 0.07,155,12.4
  21.2,26344,-29.5,-74.5,-70.2,  0,  1, 0.07,167, 7.8
