pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 685.0, 2835,-27.9,-32.0,-29.0, 68, 89, 0.38, 15, 2.6
 672.0, 2974,-24.7,-29.0,-26.2, 67, 86, 0.52,  1, 2.8
 614.0, 3627,-29.9,-30.5,-27.6, 94,127, 0.49,296, 4.1
 572.0, 4129,-33.3,-35.4,-32.2, 81,112, 0.33,245, 5.2
 549.0, 4419,-35.3,-38.3,-34.9, 74,104, 0.26,238, 6.6
 539.0, 4547,-35.7,-38.2,-34.9, 78,110, 0.26,235, 7.2
 531.0, 4652,-36.1,-38.2,-34.8, 81,115, 0.27,255, 5.6
 529.0, 4678,-36.1,-39.8,-36.3, 69, 98, 0.23,260, 5.2
 526.0, 4718,-36.1,-42.1,-38.5, 54, 77, 0.18,266, 5.0
 500.0, 5070,-37.9,-39.9,-36.4, 81,118, 0.24,320, 3.6
 474.0, 5436,-38.9,-39.9,-36.4, 90,132, 0.25,320, 4.5
 467.0, 5537,-39.7,-46.7,-42.9, 47, 69, 0.12,320, 4.7
 454.0, 5729,-40.4,-43.2,-39.5, 75,111, 0.19,320, 5.2
 452.0, 5759,-40.5,-42.6,-39.0, 80,119, 0.20,321, 5.2
 438.0, 5972,-41.9,-43.5,-39.8, 84,127, 0.19,324, 5.4
 420.0, 6254,-43.3,-46.8,-43.0, 68,104, 0.14,329, 5.8
 400.0, 6580,-45.5,-47.5,-43.7, 80,124, 0.13,335, 6.2
 373.0, 7043,-48.5,-50.0,-46.1, 84,134, 0.11,346, 5.4
 365.0, 7184,-49.3,-51.5,-47.5, 78,125, 0.09,350, 5.2
 339.0, 7666,-52.1,-56.6,-52.5, 58, 96, 0.05,350, 5.2
 330.0, 7839,-53.1,-57.0,-52.9, 62,103, 0.05,350, 5.2
 311.0, 8220,-55.3,-57.9,-53.7, 73,122, 0.05,345, 4.2
 309.0, 8262,-55.5,-59.2,-55.0, 63,107, 0.04,345, 4.1
 300.0, 8450,-55.3,-63.3,-59.0, 36, 61, 0.03,340, 3.1
 299.0, 8471,-55.3,-63.3,-59.0, 36, 61, 0.03,338, 3.1
 277.0, 8957,-56.3,-66.3,-62.0, 27, 46, 0.02,301, 3.1
 262.0, 9310,-55.1,-73.1,-68.8,  9, 15, 0.01,273, 3.1
 250.0, 9610,-53.5,-73.5,-69.2,  7, 12, 0.01,250, 3.1
 212.0,10681,-51.0,-80.6,-76.4,  2,  3, 0.00,230, 5.2
 210.0,10743,-50.8,-81.0,-76.8,  2,  3, 0.00,215, 5.2
 200.0,11060,-50.1,-83.1,-78.9,  1,  2, 0.00,210, 3.6
 192.0,11327,-49.5,-82.9,-78.8,  1,  2, 0.00,225, 5.7
 183.0,11641,-48.7,-82.7,-78.5,  1,  1, 0.00,215, 5.7
 170.0,12123,-49.5,-83.5,-79.4,  1,  1, 0.00,200, 5.7
 166.0,12278,-49.8,-83.8,-79.6,  1,  1, 0.00,220, 6.2
 163.0,12398,-50.0,-84.0,-79.8,  1,  1, 0.00,205, 5.2
 161.0,12478,-50.1,-84.1,-80.0,  1,  1, 0.00,210, 5.2
 159.0,12560,-50.1,-84.2,-80.1,  1,  1, 0.00,215, 5.2
 150.0,12940,-49.9,-84.9,-80.8,  1,  1, 0.00,210, 6.7
 149.0,12984,-49.9,-85.0,-80.9,  1,  1, 0.00,210, 6.2
 145.0,13162,-49.8,-85.2,-81.1,  1,  1, 0.00,225, 7.2
 142.0,13299,-49.8,-85.5,-81.4,  1,  1, 0.00,210, 7.2
 134.0,13679,-49.6,-86.0,-82.0,  1,  1, 0.00,225, 8.2
 128.0,13979,-49.5,-86.5,-82.4,  1,  1, 0.00,208, 6.0
 127.0,14031,-49.3,-86.4,-82.3,  1,  1, 0.00,205, 5.7
 124.0,14189,-48.7,-86.1,-82.0,  1,  1, 0.00,220, 5.2
 114.0,14748,-46.4,-85.0,-80.9,  0,  1, 0.00,195, 7.2
 112.0,14866,-46.0,-84.7,-80.6,  0,  1, 0.00,200, 6.2
 110.0,14985,-45.5,-84.5,-80.4,  0,  1, 0.00,185, 5.2
 106.0,15231,-44.5,-84.0,-79.9,  0,  1, 0.00,225, 5.2
 102.0,15487,-43.5,-83.5,-79.4,  0,  1, 0.00,205, 6.2
 100.0,15620,-43.7,-83.7,-79.6,  0,  1, 0.00,210, 6.2
  98.0,15757,-43.5,-83.6,-79.4,  0,  1, 0.00,225, 6.2
  93.0,16112,-42.8,-83.2,-79.1,  0,  1, 0.00,195, 6.7
  84.0,16803,-41.5,-82.5,-78.4,  0,  1, 0.01,215, 7.2
  81.0,17050,-41.1,-82.3,-78.1,  0,  1, 0.01,210, 8.8
  77.0,17393,-40.5,-81.9,-77.8,  0,  1, 0.01,170, 7.2
  74.0,17663,-40.0,-81.7,-77.5,  0,  1, 0.01,200, 5.2
  71.0,17944,-39.5,-81.4,-77.2,  0,  1, 0.01,205, 6.2
  70.0,18040,-39.3,-81.3,-77.1,  0,  1, 0.01,195, 6.2
  67.0,18342,-39.0,-81.0,-76.8,  0,  1, 0.01,175, 5.2
  59.0,19219,-38.1,-80.1,-75.9,  0,  1, 0.01,195, 7.2
  57.0,19457,-37.8,-79.8,-75.6,  0,  1, 0.01,175, 7.2
  50.0,20360,-36.9,-78.9,-74.7,  0,  1, 0.02,175, 8.2
  49.0,20501,-36.6,-78.8,-74.5,  0,  1, 0.02,180, 8.2
  47.0,20791,-36.0,-78.5,-74.2,  0,  1, 0.02,145, 7.7
  45.0,21094,-35.4,-78.2,-73.9,  0,  1, 0.02,180, 7.2
  39.0,22092,-33.4,-77.2,-73.0,  0,  1, 0.03,170, 7.7
  38.2,22236,-33.1,-77.1,-72.8,  0,  1, 0.03,174, 7.7
  37.0,22460,-33.6,-77.3,-73.0,  0,  1, 0.03,180, 7.7
  35.0,22849,-34.5,-77.6,-73.4,  0,  1, 0.03,155, 8.2
  34.6,22930,-34.7,-77.7,-73.4,  0,  1, 0.03,   ,    
