pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 682.0, 2835,-28.5,-32.6,-29.6, 68, 90, 0.36, 40, 3.1
 678.0, 2878,-27.9,-32.0,-29.0, 68, 89, 0.39, 10, 5.2
 668.0, 2985,-26.3,-30.5,-27.6, 68, 88, 0.45,  8, 5.2
 654.0, 3139,-26.1,-33.1,-30.0, 52, 67, 0.36,  4, 5.2
 638.0, 3318,-26.9,-31.8,-28.8, 63, 82, 0.42,  1, 5.3
 626.0, 3456,-26.9,-38.9,-35.5, 31, 41, 0.21,358, 5.3
 622.0, 3502,-26.7,-34.7,-31.5, 47, 61, 0.32,357, 5.3
 611.0, 3632,-27.1,-40.1,-36.6, 28, 37, 0.19,354, 5.4
 581.0, 3995,-28.7,-38.7,-35.3, 38, 50, 0.23,346, 5.5
 573.0, 4094,-29.3,-32.2,-29.2, 76,101, 0.45,344, 5.5
 555.0, 4322,-30.5,-35.4,-32.2, 62, 84, 0.34,339, 5.5
 523.0, 4743,-33.3,-34.7,-31.6, 87,120, 0.38,330, 5.7
 516.0, 4839,-33.9,-34.6,-31.4, 93,130, 0.39,333, 6.2
 510.0, 4921,-34.2,-35.9,-32.6, 84,118, 0.35,335, 6.7
 500.0, 5060,-34.7,-38.1,-34.7, 71,100, 0.29,325, 6.7
 490.0, 5201,-35.5,-40.5,-37.0, 60, 85, 0.23,320, 6.7
 477.0, 5387,-36.7,-41.4,-37.8, 62, 88, 0.21,323, 7.0
 400.0, 6580,-45.9,-48.7,-44.8, 73,114, 0.11,340, 9.3
 395.0, 6664,-46.5,-49.0,-45.1, 76,118, 0.11,340, 9.6
 393.0, 6697,-46.8,-49.4,-45.5, 74,116, 0.11,340, 9.8
 389.0, 6765,-47.3,-50.3,-46.3, 71,112, 0.10,341, 9.8
 386.0, 6816,-47.5,-53.5,-49.4, 50, 79, 0.07,342, 9.8
 365.0, 7184,-49.7,-51.9,-47.9, 77,125, 0.09,349, 9.8
 362.0, 7237,-50.1,-55.7,-51.6, 51, 82, 0.06,350, 9.8
 360.0, 7274,-50.3,-58.3,-54.1, 38, 62, 0.04,350, 9.7
 351.0, 7438,-51.3,-55.2,-51.1, 63,103, 0.06,351, 9.4
 331.0, 7818,-52.5,-63.5,-59.2, 25, 42, 0.02,352, 8.6
 324.0, 7956,-53.3,-62.3,-58.0, 33, 54, 0.03,353, 8.3
 311.0, 8219,-53.7,-65.7,-61.4, 22, 36, 0.02,354, 7.7
 300.0, 8450,-54.5,-63.5,-59.2, 32, 54, 0.02,355, 7.2
 297.0, 8514,-54.7,-63.7,-59.5, 32, 54, 0.02,355, 6.7
 295.0, 8557,-54.9,-63.9,-59.6, 32, 54, 0.02,354, 6.6
 288.0, 8709,-55.1,-70.1,-65.8, 14, 23, 0.01,352, 6.4
 283.0, 8820,-55.7,-65.7,-61.4, 28, 47, 0.02,350, 6.2
 278.0, 8934,-55.3,-68.0,-63.7, 19, 32, 0.01,355, 5.2
 272.0, 9072,-54.7,-70.8,-66.5, 12, 20, 0.01,335, 5.2
 265.0, 9238,-54.1,-74.1,-69.8,  7, 11, 0.01,329, 4.2
 250.0, 9610,-53.5,-73.5,-69.2,  7, 12, 0.01,315, 2.1
 226.0,10268,-50.7,-80.5,-76.3,  2,  3, 0.00,185, 0.5
 221.0,10413,-50.1,-82.1,-77.9,  1,  2, 0.00,190, 1.1
 220.0,10443,-49.9,-81.9,-77.7,  1,  2, 0.00,191, 1.2
 200.0,11070,-49.7,-81.7,-77.5,  1,  2, 0.00,210, 3.6
 194.0,11270,-49.5,-81.9,-77.7,  1,  2, 0.00,205, 5.2
 187.0,11512,-49.3,-82.2,-78.0,  1,  2, 0.00,215, 6.2
 172.0,12061,-48.8,-82.9,-78.7,  1,  1, 0.00,190, 7.7
 150.0,12960,-47.9,-83.9,-79.8,  1,  1, 0.00,215,10.3
 140.0,13415,-47.7,-84.6,-80.4,  1,  1, 0.00,200,11.8
 127.0,14057,-47.5,-85.5,-81.4,  1,  1, 0.00,203,11.3
 116.0,14660,-45.6,-84.5,-80.4,  0,  1, 0.00,205,10.8
 113.0,14834,-45.0,-84.2,-80.1,  0,  1, 0.00,220,10.8
 104.0,15387,-43.3,-83.3,-79.1,  0,  1, 0.00,203,11.9
 100.0,15650,-43.7,-83.7,-79.6,  0,  1, 0.00,195,12.4
  83.0,16909,-41.9,-82.4,-78.3,  0,  1, 0.01,215,10.3
  70.0,18060,-40.3,-81.3,-77.1,  0,  1, 0.01,185, 8.8
  66.0,18463,-40.0,-81.3,-77.1,  0,  1, 0.01,195, 7.7
  63.0,18782,-39.8,-81.2,-77.0,  0,  1, 0.01,185, 8.2
  61.0,19004,-39.7,-81.2,-77.0,  0,  1, 0.01,210, 8.8
  59.0,19232,-39.6,-81.2,-77.0,  0,  1, 0.01,190, 9.8
  53.0,19968,-39.1,-81.1,-76.9,  0,  1, 0.01,201, 9.0
  51.0,20233,-37.8,-79.8,-75.6,  0,  1, 0.01,205, 8.8
  50.0,20370,-37.1,-79.1,-74.9,  0,  1, 0.02,195,10.3
  46.0,20948,-36.0,-78.4,-74.1,  0,  1, 0.02,195,10.3
  43.0,21416,-35.1,-77.7,-73.5,  0,  1, 0.02,165, 9.3
  40.0,21917,-34.1,-77.1,-72.8,  0,  1, 0.03,195, 6.7
  35.0,22851,-33.5,-76.9,-72.6,  0,  1, 0.03,170, 8.2
  34.0,23054,-33.3,-76.9,-72.6,  0,  1, 0.03,180, 8.2
  33.0,23263,-33.2,-76.8,-72.6,  0,  1, 0.03,160, 7.2
  32.0,23478,-33.0,-76.8,-72.5,  0,  1, 0.03,195, 5.7
  30.0,23930,-32.7,-76.7,-72.4,  0,  1, 0.04,175, 8.2
  28.0,24417,-32.4,-76.6,-72.3,  0,  1, 0.04,150, 8.8
  27.0,24673,-32.2,-76.5,-72.2,  0,  1, 0.04,175, 8.8
  26.0,24939,-32.1,-76.4,-72.1,  0,  1, 0.05,155, 8.2
  24.0,25504,-31.7,-76.3,-72.0,  0,  1, 0.05,190, 5.7
  23.0,25804,-31.5,-76.2,-71.9,  0,  1, 0.05,160, 6.2
  22.0,26118,-31.3,-76.1,-71.8,  0,  1, 0.06,175, 7.7
  21.0,26446,-31.1,-76.0,-71.7,  0,  1, 0.06,200, 6.7
  20.0,26790,-30.9,-75.9,-71.6,  0,  1, 0.06,200, 7.2
  19.0,27157,-30.5,-75.6,-71.3,  0,  1, 0.07,150, 7.2
  18.0,27543,-30.0,-75.2,-70.9,  0,  1, 0.08,145, 6.2
  17.0,27952,-29.5,-74.8,-70.5,  0,  1, 0.09,185, 5.2
  16.0,28385,-29.0,-74.5,-70.2,  0,  1, 0.10,210, 2.6
  15.0,28847,-28.4,-74.0,-69.7,  0,  1, 0.11,140, 5.7
  14.0,29340,-27.8,-73.6,-69.3,  0,  1, 0.13,210, 1.0
  13.0,29870,-27.2,-73.1,-68.8,  0,  1, 0.15,175, 5.2
  12.6,30093,-26.9,-72.9,-68.6,  0,  1, 0.16,   ,    
