pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 269.0, 9189,-53.8,-73.0,-68.7,  8, 13, 0.01,105,14.9
 257.0, 9482,-53.1,-76.1,-71.8,  4,  7, 0.00,111,14.0
 250.0, 9660,-52.7,-76.7,-72.4,  4,  6, 0.00,115,13.4
 200.0,11110,-49.9,-81.9,-77.7,  1,  2, 0.00,130,14.9
 199.0,11143,-49.9,-81.9,-77.7,  1,  2, 0.00,130,14.9
 162.0,12494,-48.9,-83.1,-78.9,  1,  1, 0.00,125,12.9
 156.0,12742,-48.7,-83.3,-79.1,  1,  1, 0.00,140,12.9
 150.0,13000,-48.5,-83.5,-79.4,  1,  1, 0.00,135,13.9
 143.0,13316,-48.0,-83.4,-79.2,  1,  1, 0.00,140,16.0
 113.0,14871,-45.6,-82.9,-78.7,  1,  1, 0.00,135,15.4
 104.0,15419,-44.7,-82.7,-78.5,  1,  1, 0.00,145,15.8
 100.0,15680,-44.9,-82.9,-78.7,  1,  1, 0.00,150,16.0
  90.0,16392,-43.3,-82.2,-78.0,  1,  1, 0.01,140,13.9
  86.0,16699,-42.6,-81.9,-77.7,  1,  1, 0.01,155,13.9
  78.0,17359,-41.1,-81.2,-77.0,  1,  1, 0.01,145,14.4
  73.0,17806,-40.1,-80.8,-76.6,  1,  1, 0.01,155,14.9
  70.0,18090,-39.5,-80.5,-76.3,  0,  1, 0.01,145,16.0
  66.0,18494,-38.8,-80.2,-76.0,  0,  1, 0.01,140,14.4
  61.0,19035,-37.9,-79.8,-75.5,  0,  1, 0.01,155,15.4
  59.0,19264,-37.6,-79.6,-75.4,  0,  1, 0.01,140,17.5
  56.0,19622,-37.0,-79.3,-75.1,  0,  1, 0.01,135,12.4
  51.0,20264,-35.9,-78.8,-74.6,  0,  1, 0.02,155,10.8
  50.0,20400,-35.7,-78.7,-74.5,  0,  1, 0.02,155,11.3
  49.7,20442,-35.5,-78.5,-74.2,  0,  1, 0.02,154,11.0
  45.0,21136,-35.2,-78.2,-73.9,  0,  1, 0.02,140, 6.2
  44.0,21293,-35.1,-78.1,-73.9,  0,  1, 0.02,160, 3.6
  43.0,21454,-35.0,-78.0,-73.8,  0,  1, 0.02,180, 5.2
  41.0,21787,-34.9,-77.9,-73.6,  0,  1, 0.02,160,12.9
  40.0,21959,-34.8,-77.8,-73.6,  0,  1, 0.02,150,10.3
  37.0,22504,-34.6,-77.6,-73.3,  0,  1, 0.03,145, 6.7
  34.0,23095,-34.3,-77.3,-73.0,  0,  1, 0.03,170, 9.8
  31.0,23741,-34.0,-77.0,-72.7,  0,  1, 0.03,140, 6.7
  30.0,23970,-33.9,-76.9,-72.6,  1,  1, 0.04,160, 8.8
  29.0,24209,-33.6,-76.8,-72.5,  0,  1, 0.04,135, 7.7
  28.0,24457,-33.3,-76.7,-72.4,  0,  1, 0.04,175, 5.7
  27.0,24713,-33.0,-76.6,-72.3,  0,  1, 0.04,135, 8.2
  26.0,24979,-32.7,-76.5,-72.2,  0,  1, 0.04, 85, 5.2
  25.0,25256,-32.4,-76.3,-72.1,  0,  1, 0.05,  0, 0.0
  23.0,25844,-31.7,-76.1,-71.8,  0,  1, 0.05,215, 5.2
  22.0,26157,-31.4,-75.9,-71.7,  0,  1, 0.06,210, 7.2
  21.0,26485,-31.0,-75.8,-71.5,  0,  1, 0.06,155, 5.2
  20.3,26724,-30.7,-75.7,-71.4,  0,  1, 0.06,138, 4.1
  20.0,26830,-30.9,-75.9,-71.6,  0,  1, 0.06,130, 3.6
  19.7,26937,-30.7,-75.7,-71.4,  0,  1, 0.07,   ,    
