pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 687.0, 2835,-31.7,-35.5,-32.3, 69, 94, 0.27, 90, 5.2
 685.0, 2856,-30.6,-34.7,-31.5, 67, 91, 0.29, 65, 5.2
 678.0, 2929,-26.9,-31.9,-28.9, 63, 81, 0.39, 60, 5.9
 669.0, 3026,-25.5,-33.5,-30.4, 47, 61, 0.34, 52, 6.9
 666.0, 3058,-25.5,-33.5,-30.4, 47, 61, 0.34, 50, 7.2
 662.0, 3102,-25.5,-33.5,-30.4, 47, 61, 0.34, 51, 7.3
 612.0, 3667,-28.0,-38.2,-34.9, 37, 49, 0.23, 65, 8.2
 576.0, 4102,-29.9,-41.9,-38.3, 30, 40, 0.17, 53, 7.3
 552.0, 4403,-31.3,-44.6,-40.9, 26, 35, 0.13, 45, 6.7
 523.0, 4785,-33.1,-48.1,-44.2, 21, 29, 0.09, 50, 6.4
 500.0, 5100,-35.3,-50.3,-46.3, 20, 28, 0.08, 55, 6.2
 451.0, 5804,-39.7,-53.7,-49.6, 21, 31, 0.06, 75, 6.7
 432.0, 6098,-41.6,-55.1,-51.0, 22, 32, 0.05, 65, 6.7
 417.0, 6340,-43.1,-56.2,-52.1, 22, 34, 0.05, 85, 7.7
 411.0, 6439,-43.7,-56.7,-52.6, 22, 34, 0.04, 85, 8.1
 400.0, 6620,-44.9,-53.9,-49.8, 36, 55, 0.06, 85, 8.8
 385.0, 6874,-46.5,-53.5,-49.4, 45, 70, 0.07, 89, 9.7
 370.0, 7137,-48.5,-60.5,-56.3, 24, 37, 0.03, 93,10.7
 351.0, 7482,-50.5,-57.5,-53.3, 43, 70, 0.05, 99,11.9
 345.0, 7594,-51.1,-63.1,-58.8, 23, 37, 0.02,101,12.4
 331.0, 7861,-53.1,-62.2,-58.0, 32, 53, 0.03,105,13.4
 326.0, 7959,-53.9,-61.9,-57.6, 37, 61, 0.03,106,13.5
 306.0, 8364,-55.5,-65.5,-61.2, 28, 47, 0.02,110,13.9
 300.0, 8490,-55.5,-65.5,-61.2, 28, 47, 0.02,110,13.9
