pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 146.0,13138,-48.6,-84.6,-80.5,  1,  1, 0.00,185, 7.7
 141.0,13368,-48.7,-84.7,-80.6,  1,  1, 0.00,177, 7.4
 130.0,13910,-47.4,-84.4,-80.2,  1,  1, 0.00,160, 6.7
 125.0,14171,-46.8,-84.2,-80.1,  1,  1, 0.00,195, 6.2
 111.0,14964,-44.9,-83.7,-79.6,  1,  1, 0.00,170, 8.2
 109.0,15085,-44.7,-83.7,-79.5,  1,  1, 0.00,190, 7.2
 106.0,15271,-44.2,-83.5,-79.4,  0,  1, 0.00,180, 8.2
 102.0,15528,-43.6,-83.4,-79.2,  0,  1, 0.00,195, 9.3
 100.0,15660,-43.3,-83.3,-79.1,  0,  1, 0.00,180, 9.8
  92.0,16226,-42.0,-82.5,-78.3,  0,  1, 0.00,180, 8.2
  89.0,16451,-41.5,-82.1,-77.9,  0,  1, 0.01,200, 8.8
  84.0,16843,-40.6,-81.5,-77.3,  0,  1, 0.01,185, 8.8
  81.0,17090,-40.0,-81.2,-77.0,  0,  1, 0.01,205, 8.2
  72.0,17889,-38.1,-80.0,-75.8,  0,  1, 0.01,180, 6.7
  70.0,18080,-37.7,-79.7,-75.5,  0,  1, 0.01,190, 8.2
  69.1,18169,-37.1,-79.1,-74.9,  0,  1, 0.01,197, 7.3
  67.0,18382,-36.9,-79.0,-74.7,  0,  1, 0.01,215, 5.2
  58.0,19376,-35.9,-78.5,-74.2,  0,  1, 0.01,205, 9.3
  55.0,19743,-35.5,-78.3,-74.0,  0,  1, 0.02,220, 8.2
  52.0,20130,-35.2,-78.0,-73.8,  0,  1, 0.02,190,12.4
  50.0,20400,-34.9,-77.9,-73.6,  0,  1, 0.02,185, 8.2
  49.0,20541,-34.8,-77.8,-73.5,  0,  1, 0.02,170, 7.2
  46.5,20907,-34.5,-77.5,-73.2,  0,  1, 0.02,185, 7.5
  45.0,21135,-35.1,-77.9,-73.6,  0,  1, 0.02,195, 7.7
  42.0,21615,-36.3,-78.6,-74.4,  0,  1, 0.02,180, 8.8
  40.3,21902,-37.1,-79.1,-74.9,  0,  1, 0.02,146, 7.0
  40.0,21954,-37.0,-79.0,-74.8,  0,  1, 0.02,140, 6.7
  39.0,22130,-36.7,-78.9,-74.6,  0,  1, 0.02,200, 1.5
  38.0,22312,-36.3,-78.7,-74.5,  0,  1, 0.02,245, 5.2
  37.0,22498,-35.9,-78.5,-74.3,  0,  1, 0.02,210, 9.3
  36.0,22689,-35.6,-78.3,-74.1,  0,  1, 0.02,180,10.3
  34.0,23087,-34.8,-77.9,-73.7,  0,  1, 0.03,175, 5.7
  33.0,23295,-34.4,-77.7,-73.5,  0,  1, 0.03,215, 5.2
  31.0,23731,-33.5,-77.3,-73.1,  0,  1, 0.03,165, 7.2
  30.0,23960,-33.1,-77.1,-72.8,  0,  1, 0.04,150, 7.7
  29.1,24174,-31.7,-75.7,-71.4,  0,  1, 0.05,163, 5.4
  29.0,24199,-31.7,-75.7,-71.4,  0,  1, 0.05,165, 5.2
  28.0,24447,-31.6,-75.7,-71.4,  0,  1, 0.05,140, 5.7
  27.0,24705,-31.4,-75.7,-71.4,  0,  1, 0.05,170, 3.1
  26.0,24972,-31.3,-75.6,-71.3,  0,  1, 0.05,205, 5.2
  25.0,25250,-31.2,-75.6,-71.3,  0,  1, 0.05,205, 5.7
  24.0,25539,-31.0,-75.6,-71.3,  0,  1, 0.06,185, 7.7
  23.0,25840,-30.9,-75.6,-71.3,  0,  1, 0.06,190, 7.7
  22.0,26155,-30.7,-75.5,-71.3,  0,  1, 0.06,160, 5.7
  21.0,26484,-30.6,-75.5,-71.2,  0,  1, 0.06,170, 5.2
  20.5,26655,-30.5,-75.5,-71.2,  0,  1, 0.07,182, 6.7
  20.0,26830,-30.7,-75.7,-71.4,  0,  1, 0.07,195, 8.2
  18.0,27578,-30.7,-75.7,-71.4,  0,  1, 0.07,145, 5.7
  17.0,27983,-30.7,-75.7,-71.4,  0,  1, 0.08,180, 5.7
  16.1,28369,-30.7,-75.7,-71.4,  0,  1, 0.08,162, 5.7
