pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 682.0, 2835,-28.9,-33.6,-30.5, 64, 85, 0.33, 50, 3.1
 677.0, 2888,-26.5,-30.3,-27.4, 70, 91, 0.46, 48, 3.0
 650.0, 3183,-24.5,-44.5,-40.8, 14, 18, 0.11, 39, 2.8
 648.0, 3206,-24.3,-40.3,-36.8, 21, 27, 0.18, 38, 2.8
 646.0, 3228,-24.5,-35.5,-32.3, 35, 45, 0.29, 38, 2.7
 630.0, 3411,-24.7,-49.7,-45.8,  8, 10, 0.06, 32, 2.6
 622.0, 3504,-24.9,-36.9,-33.6, 32, 41, 0.26, 29, 2.5
 602.0, 3742,-25.3,-45.3,-41.5, 14, 18, 0.11, 22, 2.3
 580.0, 4012,-26.9,-34.9,-31.7, 47, 61, 0.34, 13, 2.0
 555.0, 4329,-28.3,-43.3,-39.6, 22, 30, 0.15,  4, 1.7
 510.0, 4931,-32.5,-38.5,-35.1, 55, 76, 0.27,344, 1.2
 500.0, 5070,-33.3,-40.3,-36.8, 49, 68, 0.23,340, 1.0
 491.0, 5196,-34.1,-41.1,-37.6, 49, 69, 0.21,  0, 0.0
 433.0, 6070,-39.9,-46.9,-43.1, 47, 69, 0.13,110, 0.9
 412.0, 6410,-42.1,-43.6,-39.9, 85,128, 0.20,154, 1.3
 409.0, 6459,-42.1,-47.1,-43.3, 58, 87, 0.13,160, 1.4
 402.0, 6576,-42.9,-47.9,-44.0, 58, 88, 0.12,176, 1.5
 400.0, 6610,-43.1,-46.8,-43.0, 67,101, 0.14,180, 1.5
 398.0, 6644,-43.5,-46.1,-42.3, 75,115, 0.15,180, 1.6
 389.0, 6797,-44.5,-49.5,-45.6, 57, 88, 0.11,178, 1.8
 384.0, 6883,-45.1,-46.6,-42.8, 85,131, 0.15,176, 2.0
 379.0, 6970,-45.5,-51.5,-47.5, 51, 79, 0.09,175, 2.1
 373.0, 7076,-45.7,-51.7,-47.7, 51, 79, 0.09,174, 2.3
 300.0, 8490,-56.3,-58.4,-54.2, 77,131, 0.05,155, 4.6
 295.0, 8596,-57.0,-59.2,-55.0, 76,130, 0.04,155, 5.2
 283.0, 8857,-58.7,-61.2,-57.0, 73,126, 0.04,145, 4.1
 276.0, 9014,-57.1,-72.1,-67.8, 13, 23, 0.01,145, 4.0
 250.0, 9640,-55.7,-69.7,-65.4, 16, 27, 0.01,145, 3.6
 234.0,10066,-54.3,-73.8,-69.5,  7, 12, 0.01,135, 5.2
 226.0,10291,-53.5,-76.0,-71.7,  5,  8, 0.01,155, 5.2
 220.0,10464,-52.9,-77.6,-73.4,  3,  6, 0.00,130, 7.2
 207.0,10857,-51.6,-81.4,-77.2,  2,  3, 0.00,150, 7.2
 204.0,10951,-51.3,-82.3,-78.1,  1,  2, 0.00,138, 6.6
 202.0,11015,-51.3,-82.3,-78.1,  1,  2, 0.00,130, 6.2
 200.0,11080,-51.3,-82.3,-78.1,  1,  2, 0.00,135, 5.7
 160.0,12538,-49.7,-83.1,-78.9,  1,  2, 0.00,155,10.3
 151.0,12917,-49.3,-83.3,-79.1,  1,  1, 0.00,145,13.4
 150.0,12960,-49.3,-83.3,-79.1,  1,  1, 0.00,150,12.9
 101.0,15564,-46.5,-83.5,-79.4,  1,  1, 0.00,160,14.9
 100.0,15630,-46.5,-83.5,-79.4,  1,  1, 0.00,160,14.9
  91.0,16262,-45.2,-83.3,-79.1,  1,  1, 0.00,155,13.4
  88.0,16487,-44.8,-83.2,-79.1,  1,  1, 0.00,170,13.9
  81.0,17042,-43.7,-83.0,-78.9,  1,  1, 0.01,155,14.4
  78.0,17295,-43.2,-82.9,-78.8,  0,  1, 0.01,170,14.4
  74.0,17648,-42.4,-82.8,-78.7,  0,  1, 0.01,160,14.9
  70.0,18020,-41.7,-82.7,-78.5,  0,  1, 0.01,160,13.4
  61.0,18957,-40.6,-82.0,-77.9,  0,  1, 0.01,175,13.4
  57.0,19418,-40.1,-81.7,-77.5,  0,  1, 0.01,150,11.8
  55.0,19661,-39.8,-81.6,-77.4,  0,  1, 0.01,170,12.9
  51.0,20175,-39.3,-81.2,-77.0,  0,  1, 0.01,150,10.8
  50.0,20310,-39.1,-81.1,-76.9,  0,  1, 0.01,155, 9.8
  48.0,20593,-38.6,-80.8,-76.6,  0,  1, 0.01,175,12.4
  44.0,21196,-37.6,-80.1,-75.9,  0,  1, 0.01,155,12.9
  37.0,22397,-35.6,-78.7,-74.5,  0,  1, 0.02,150, 9.3
  36.0,22587,-35.2,-78.5,-74.3,  0,  1, 0.02,175, 9.8
  34.0,22983,-34.6,-78.1,-73.8,  0,  1, 0.03,160, 7.7
  31.0,23623,-33.5,-77.4,-73.1,  0,  1, 0.03,180,10.3
  30.0,23850,-33.1,-77.1,-72.8,  0,  1, 0.04,170, 9.8
  29.0,24089,-32.0,-76.0,-71.7,  0,  1, 0.04,165, 8.8
  28.9,24113,-31.9,-75.9,-71.6,  0,  1, 0.04,   ,    
