pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
  94.0,16042,-41.5,-82.5,-78.3,  0,  1, 0.00,165, 9.8
  92.0,16188,-41.3,-82.3,-78.2,  0,  1, 0.00,155, 8.2
  88.0,16491,-41.0,-82.0,-77.9,  0,  1, 0.01,165, 7.2
  83.0,16889,-40.6,-81.6,-77.5,  0,  1, 0.01,140, 5.2
  75.0,17580,-40.0,-81.0,-76.8,  0,  1, 0.01,185, 3.1
  74.0,17671,-39.9,-80.9,-76.7,  0,  1, 0.01,205, 5.2
  72.0,17858,-39.7,-80.7,-76.5,  0,  1, 0.01,185, 6.7
  70.0,18050,-39.5,-80.5,-76.3,  0,  1, 0.01,180, 6.7
  69.0,18149,-39.3,-80.4,-76.2,  0,  1, 0.01,180, 7.2
  66.0,18456,-38.8,-80.2,-76.0,  0,  1, 0.01,145, 6.2
  64.0,18668,-38.5,-80.0,-75.8,  0,  1, 0.01,190, 5.2
  63.0,18776,-38.3,-79.9,-75.7,  0,  1, 0.01,200, 7.2
  60.0,19113,-37.8,-79.7,-75.4,  0,  1, 0.01,165, 7.7
  57.0,19467,-37.2,-79.4,-75.2,  0,  1, 0.01,180, 6.2
  56.0,19589,-37.0,-79.3,-75.1,  0,  1, 0.01,180, 6.2
  54.0,19839,-36.6,-79.1,-74.9,  0,  1, 0.01,155, 7.2
  52.0,20100,-36.1,-78.9,-74.7,  0,  1, 0.02,165, 8.2
  50.0,20370,-35.7,-78.7,-74.5,  0,  1, 0.02,125, 6.2
  49.0,20511,-34.8,-77.8,-73.5,  0,  1, 0.02,170, 1.0
  48.7,20554,-34.5,-77.5,-73.2,  0,  1, 0.02,177, 1.6
  47.0,20801,-35.5,-78.1,-73.8,  0,  1, 0.02,220, 5.2
  44.6,21166,-36.9,-78.9,-74.7,  0,  1, 0.02,188, 6.8
  44.0,21261,-36.8,-78.8,-74.6,  0,  1, 0.02,180, 7.2
  42.0,21585,-36.5,-78.6,-74.4,  0,  1, 0.02,175, 7.2
  41.0,21753,-36.3,-78.5,-74.3,  0,  1, 0.02,200, 7.2
  39.0,22101,-36.0,-78.3,-74.0,  0,  1, 0.02,160,11.3
  38.0,22282,-35.8,-78.2,-73.9,  0,  1, 0.02,150, 9.3
  37.0,22468,-35.6,-78.1,-73.8,  0,  1, 0.02,175, 6.7
  36.0,22659,-35.4,-77.9,-73.7,  0,  1, 0.03,140, 5.7
  35.0,22856,-35.2,-77.8,-73.5,  0,  1, 0.03,190, 6.2
  34.0,23058,-35.0,-77.7,-73.4,  0,  1, 0.03,190, 7.7
  33.0,23266,-34.8,-77.5,-73.3,  0,  1, 0.03,170, 5.2
  31.0,23701,-34.3,-77.2,-73.0,  0,  1, 0.03,190, 9.8
  30.0,23930,-34.1,-77.1,-72.8,  0,  1, 0.04,160, 9.3
  28.0,24418,-33.6,-76.9,-72.6,  0,  1, 0.04,165, 7.2
  27.0,24676,-33.3,-76.8,-72.5,  0,  1, 0.04,190, 4.1
  26.0,24943,-33.0,-76.7,-72.4,  0,  1, 0.04,200, 5.2
  25.0,25221,-32.7,-76.6,-72.3,  0,  1, 0.05,175, 7.7
  24.0,25509,-32.3,-76.4,-72.2,  0,  1, 0.05,195, 6.2
  23.0,25811,-32.0,-76.3,-72.0,  0,  1, 0.05,190, 7.2
  22.0,26125,-31.7,-76.2,-71.9,  0,  1, 0.06,155, 7.2
  21.0,26455,-31.3,-76.0,-71.8,  0,  1, 0.06,210, 5.2
  20.0,26800,-30.9,-75.9,-71.6,  0,  1, 0.06,200, 6.2
  19.0,27165,-30.2,-75.2,-71.0,  0,  1, 0.07,195, 9.3
  18.0,27550,-29.6,-74.6,-70.3,  0,  1, 0.09,115, 5.2
  17.1,27915,-28.9,-73.9,-69.6,  0,  1, 0.10,151, 1.0
