pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 684.0, 2835,-29.9,-33.4,-30.3, 71, 96, 0.34,330, 2.1
 679.0, 2887,-29.1,-31.6,-28.6, 79,105, 0.40,333, 2.6
 654.0, 3154,-31.4,-32.4,-29.4, 91,123, 0.39,350, 5.2
 644.0, 3263,-32.3,-32.7,-29.7, 96,132, 0.38,347, 5.0
 641.0, 3296,-32.3,-33.2,-30.1, 92,126, 0.36,346, 5.0
 629.0, 3430,-30.3,-34.6,-31.4, 66, 89, 0.32,341, 4.8
 626.0, 3464,-29.5,-38.5,-35.1, 41, 55, 0.22,340, 4.7
 624.0, 3486,-29.3,-34.3,-31.1, 62, 82, 0.34,340, 4.7
 621.0, 3521,-29.3,-38.3,-34.9, 41, 55, 0.23,338, 4.7
 579.0, 4019,-30.7,-38.7,-35.3, 45, 61, 0.23,323, 4.0
 569.0, 4143,-31.3,-37.3,-34.0, 55, 75, 0.27,319, 3.8
 566.0, 4180,-31.5,-33.5,-30.4, 82,112, 0.40,318, 3.8
 539.0, 4525,-32.9,-39.9,-36.4, 50, 68, 0.22,307, 3.3
 500.0, 5050,-35.5,-38.4,-35.0, 75,106, 0.28,290, 2.6
 492.0, 5162,-36.3,-38.8,-35.4, 78,111, 0.27,284, 2.7
 453.0, 5734,-38.9,-41.7,-38.1, 75,109, 0.22,252, 3.5
 444.0, 5872,-39.7,-44.7,-41.0, 59, 87, 0.16,245, 3.7
 414.0, 6348,-43.1,-44.6,-40.9, 85,129, 0.17,218, 4.3
 400.0, 6580,-44.9,-47.4,-43.6, 76,117, 0.13,205, 4.6
 374.0, 7027,-48.1,-50.7,-46.7, 74,118, 0.10,201, 5.0
 369.0, 7115,-48.1,-57.1,-52.9, 35, 55, 0.05,200, 5.1
 368.0, 7133,-48.2,-57.5,-53.4, 33, 53, 0.04,200, 5.2
 363.0, 7223,-48.7,-59.7,-55.5, 27, 43, 0.03,190, 5.2
 358.0, 7313,-49.2,-60.1,-55.9, 27, 43, 0.03,180, 5.2
 311.0, 8229,-53.9,-63.9,-59.6, 28, 47, 0.02,165, 8.2
 300.0, 8460,-54.1,-69.1,-64.8, 14, 24, 0.01,170, 9.3
 262.0, 9329,-52.9,-74.6,-70.3,  6,  9, 0.01,155,10.3
 250.0, 9630,-52.5,-76.5,-72.2,  4,  6, 0.00,155,10.3
 247.0, 9708,-52.1,-77.1,-72.8,  3,  6, 0.00,156,10.4
 227.0,10257,-51.3,-79.1,-74.9,  2,  4, 0.00,165,10.8
 207.0,10856,-50.4,-81.3,-77.1,  1,  2, 0.00,150, 8.8
 200.0,11080,-50.1,-82.1,-77.9,  1,  2, 0.00,150, 9.3
 167.0,12258,-49.3,-83.9,-79.7,  1,  1, 0.00,155, 8.8
 161.0,12498,-49.2,-84.2,-80.1,  1,  1, 0.00,145, 8.8
 157.0,12662,-49.1,-84.5,-80.3,  1,  1, 0.00,160, 9.8
 152.0,12873,-49.0,-84.8,-80.7,  1,  1, 0.00,145, 9.3
 150.0,12960,-48.9,-84.9,-80.8,  1,  1, 0.00,150, 8.8
 132.0,13808,-47.4,-84.8,-80.6,  1,  1, 0.00,160, 9.3
 128.0,14012,-47.0,-84.7,-80.6,  1,  1, 0.00,150, 9.3
 115.0,14722,-45.8,-84.6,-80.5,  0,  1, 0.00,165, 9.3
 103.0,15452,-44.5,-84.5,-80.4,  0,  1, 0.00,165,11.3
 100.0,15650,-44.9,-83.9,-79.8,  1,  1, 0.00,165,11.8
  79.0,17243,-41.5,-81.8,-77.6,  0,  1, 0.01,145, 8.2
  77.0,17416,-41.1,-81.6,-77.4,  0,  1, 0.01,180, 6.7
  73.0,17776,-40.3,-81.1,-76.9,  0,  1, 0.01,160, 7.2
  70.0,18060,-39.7,-80.7,-76.5,  0,  1, 0.01,175, 7.2
  68.0,18260,-38.8,-80.2,-75.9,  0,  1, 0.01,175, 8.8
  63.0,18787,-36.4,-78.7,-74.5,  0,  1, 0.01,160, 7.7
  60.0,19124,-34.9,-77.8,-73.6,  0,  1, 0.02,170, 5.7
  59.6,19170,-34.7,-77.7,-73.4,  0,  1, 0.02,177, 5.8
  58.0,19360,-35.4,-78.4,-74.1,  0,  1, 0.01,205, 6.2
  55.5,19666,-36.5,-79.5,-75.3,  0,  1, 0.01,199, 7.1
  54.0,19856,-36.2,-79.2,-75.0,  0,  1, 0.01,195, 7.7
  51.0,20253,-35.7,-78.7,-74.4,  0,  1, 0.02,210, 9.3
