pressure_hPa,geopotential height_m,temperature_C,dew point temperature_C,ice point temperature_C,relative humidity_%,humidity wrt ice_%,mixing ratio_g/kg,wind direction_degree,wind speed_m/s
 682.0, 2835,-30.7,-34.9,-31.7, 67, 90, 0.29, 80, 3.1
 681.0, 2845,-29.3,-31.4,-28.4, 82,109, 0.41, 79, 3.6
 675.0, 2909,-26.3,-30.8,-27.9, 66, 85, 0.44, 75, 6.4
 669.0, 2973,-26.8,-30.9,-28.0, 68, 89, 0.44, 70, 9.3
 647.0, 3213,-28.6,-31.2,-28.3, 78,103, 0.44, 75, 7.2
 626.0, 3449,-30.4,-31.6,-28.6, 89,121, 0.44,105, 7.2
 618.0, 3541,-31.1,-31.7,-28.7, 94,128, 0.44, 95, 5.2
 614.0, 3588,-29.3,-32.9,-29.8, 71, 95, 0.39, 95, 5.1
 602.0, 3728,-29.7,-34.6,-31.4, 62, 83, 0.34, 97, 5.0
 538.0, 4522,-34.9,-37.1,-33.8, 80,113, 0.30,105, 4.5
 500.0, 5030,-38.1,-42.9,-39.3, 61, 88, 0.17,110, 4.1
 480.0, 5311,-40.3,-46.3,-42.5, 53, 78, 0.13, 97, 2.8
 454.0, 5686,-42.3,-47.3,-43.5, 58, 87, 0.12, 80, 1.0
 400.0, 6540,-46.9,-49.6,-45.7, 74,116, 0.10, 90, 2.1
 398.0, 6573,-47.1,-49.6,-45.7, 75,119, 0.10, 91, 2.1
 387.0, 6759,-47.9,-52.9,-48.9, 56, 89, 0.07, 98, 2.0
 378.0, 6914,-48.7,-51.0,-47.0, 77,123, 0.09,103, 1.9
 369.0, 7072,-49.7,-54.7,-50.6, 56, 89, 0.06,109, 1.9
 365.0, 7143,-50.1,-52.6,-48.6, 75,121, 0.08,111, 1.9
 357.0, 7288,-50.7,-55.5,-51.4, 57, 92, 0.06,116, 1.8
 351.0, 7399,-51.1,-53.8,-49.7, 73,118, 0.07,120, 1.8
 342.0, 7567,-52.1,-59.1,-54.9, 43, 70, 0.04,126, 1.7
 324.0, 7916,-53.9,-59.9,-55.7, 48, 79, 0.04,138, 1.6
 321.0, 7976,-54.3,-57.4,-53.2, 68,115, 0.05,141, 1.6
 317.0, 8057,-54.3,-64.3,-60.0, 28, 47, 0.02,143, 1.6
 312.0, 8159,-54.5,-58.0,-53.8, 65,109, 0.05,147, 1.6
 308.0, 8241,-54.9,-59.4,-55.2, 57, 96, 0.04,150, 1.5
 303.0, 8346,-54.5,-70.5,-66.2, 12, 20, 0.01,150, 1.9
 300.0, 8410,-54.5,-64.5,-60.2, 28, 47, 0.02,150, 2.1
 295.0, 8517,-54.9,-62.9,-58.6, 36, 61, 0.03,153, 2.5
 275.0, 8963,-56.1,-66.1,-61.8, 27, 47, 0.02,168, 4.2
 272.0, 9032,-55.1,-73.1,-68.8,  9, 15, 0.01,170, 4.5
 265.0, 9198,-54.7,-73.6,-69.3,  8, 13, 0.01,175, 5.2
 250.0, 9570,-53.7,-74.7,-70.4,  6, 10, 0.01,165, 3.6
 214.0,10580,-50.8,-79.4,-75.2,  2,  3, 0.00,170, 5.2
 209.0,10733,-50.4,-80.2,-75.9,  2,  3, 0.00,185, 5.7
 204.0,10890,-49.9,-80.9,-76.7,  1,  2, 0.00,173, 5.2
 203.0,10922,-49.9,-81.1,-76.9,  1,  2, 0.00,170, 5.2
 200.0,11020,-49.9,-81.9,-77.7,  1,  2, 0.00,190, 5.7
 199.0,11053,-49.9,-82.0,-77.8,  1,  2, 0.00,200, 6.2
 189.0,11390,-49.6,-82.6,-78.4,  1,  2, 0.00,180, 7.2
 180.0,11709,-49.4,-83.2,-79.1,  1,  1, 0.00,185, 6.2
 176.0,11855,-49.3,-83.5,-79.4,  1,  1, 0.00,205, 6.2
 165.0,12277,-49.0,-84.3,-80.2,  1,  1, 0.00,180, 6.2
 152.0,12813,-48.6,-85.3,-81.2,  1,  1, 0.00,175, 6.2
 150.0,12900,-48.5,-85.5,-81.4,  1,  1, 0.00,185, 5.2
 141.0,13310,-48.0,-85.3,-81.2,  1,  1, 0.00,190, 6.2
